date,cheminee bois
2018-01-07,0.5923566878980892
2018-01-14,0.20382165605095542
2018-01-21,0.4012738853503185
2018-01-28,0.21019108280254778
2018-02-04,0.4840764331210191
2018-02-11,0.5605095541401274
2018-02-18,0.6050955414012739
2018-02-25,0.4840764331210191
2018-03-04,0.4012738853503185
2018-03-11,0.6878980891719745
2018-03-18,0.7070063694267515
2018-03-25,0.5095541401273885
2018-04-01,0.6242038216560509
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.43312101910828027
2018-04-29,0.9235668789808917
2018-05-06,0.0
2018-05-13,0.643312101910828
2018-05-20,0.21656050955414013
2018-05-27,0.21019108280254778
2018-06-03,0.3184713375796178
2018-06-10,0.21019108280254778
2018-06-17,0.0
2018-06-24,0.21656050955414013
2018-07-01,0.6178343949044586
2018-07-08,0.0
2018-07-15,0.22929936305732485
2018-07-22,0.22929936305732485
2018-07-29,0.22929936305732485
2018-08-05,0.3184713375796178
2018-08-12,0.24203821656050956
2018-08-19,0.46496815286624205
2018-08-26,0.8598726114649682
2018-09-02,0.21656050955414013
2018-09-09,0.7579617834394905
2018-09-16,1.0
2018-09-23,0.5987261146496815
2018-09-30,0.7388535031847133
2018-10-07,0.43312101910828027
2018-10-14,0.535031847133758
2018-10-21,0.8343949044585988
2018-10-28,0.8407643312101911
2018-11-04,0.2802547770700637
2018-11-11,0.732484076433121
2018-11-18,0.5222929936305732
2018-11-25,0.5031847133757962
2018-12-02,0.3184713375796178
2018-12-09,0.5095541401273885
2018-12-16,0.3248407643312102
2018-12-23,0.35668789808917195
2018-12-30,0.4394904458598726
2019-01-06,0.5159235668789809
2019-01-13,0.5031847133757962
2019-01-20,0.29936305732484075
2019-01-27,0.39490445859872614
2019-02-03,0.3375796178343949
2019-02-10,0.4968152866242038
2019-02-17,0.5159235668789809
2019-02-24,0.21019108280254778
2019-03-03,0.4012738853503185
2019-03-10,0.4968152866242038
2019-03-17,0.5095541401273885
2019-03-24,0.5031847133757962
2019-03-31,0.19745222929936307
2019-04-07,0.2611464968152866
2019-04-14,0.27388535031847133
2019-04-21,0.5031847133757962
2019-04-28,0.2929936305732484
2019-05-05,0.3821656050955414
2019-05-12,0.5859872611464968
2019-05-19,0.19745222929936307
2019-05-26,0.3057324840764331
2019-06-02,0.4840764331210191
2019-06-09,0.46496815286624205
2019-06-16,0.20382165605095542
2019-06-23,0.19745222929936307
2019-06-30,0.20382165605095542
2019-07-07,0.1910828025477707
2019-07-14,0.20382165605095542
2019-07-21,0.0
2019-07-28,0.21019108280254778
2019-08-04,0.5159235668789809
2019-08-11,0.2229299363057325
2019-08-18,0.6369426751592356
2019-08-25,0.31210191082802546
2019-09-01,0.28662420382165604
2019-09-08,0.3821656050955414
2019-09-15,0.47770700636942676
2019-09-22,0.1910828025477707
2019-09-29,0.7579617834394905
2019-10-06,0.7579617834394905
2019-10-13,0.27388535031847133
2019-10-20,0.1910828025477707
2019-10-27,0.36942675159235666
2019-11-03,0.535031847133758
2019-11-10,0.7579617834394905
2019-11-17,0.6050955414012739
2019-11-24,0.3503184713375796
2019-12-01,0.6114649681528662
2019-12-08,0.6114649681528662
2019-12-15,0.35668789808917195
2019-12-22,0.39490445859872614
2019-12-29,0.2802547770700637
2020-01-05,0.267515923566879
2020-01-12,0.2356687898089172
2020-01-19,0.5414012738853503
2020-01-26,0.3375796178343949
2020-02-02,0.28662420382165604
2020-02-09,0.42038216560509556
2020-02-16,0.33121019108280253
2020-02-23,0.33121019108280253
2020-03-01,0.2229299363057325
2020-03-08,0.16560509554140126
2020-03-15,0.0
2020-03-22,0.43312101910828027
2020-03-29,0.15286624203821655
2020-04-05,0.31210191082802546
2020-04-12,0.0
2020-04-19,0.2611464968152866
2020-04-26,0.19745222929936307
2020-05-03,0.15286624203821655
2020-05-10,0.31210191082802546
2020-05-17,0.39490445859872614
