date,Metallbau,isPartial
2018-01-07,62,False
2018-01-14,90,False
2018-01-21,83,False
2018-01-28,77,False
2018-02-04,99,False
2018-02-11,66,False
2018-02-18,75,False
2018-02-25,77,False
2018-03-04,73,False
2018-03-11,81,False
2018-03-18,94,False
2018-03-25,75,False
2018-04-01,48,False
2018-04-08,89,False
2018-04-15,92,False
2018-04-22,82,False
2018-04-29,64,False
2018-05-06,80,False
2018-05-13,84,False
2018-05-20,87,False
2018-05-27,72,False
2018-06-03,81,False
2018-06-10,87,False
2018-06-17,82,False
2018-06-24,77,False
2018-07-01,83,False
2018-07-08,73,False
2018-07-15,75,False
2018-07-22,84,False
2018-07-29,82,False
2018-08-05,78,False
2018-08-12,67,False
2018-08-19,81,False
2018-08-26,77,False
2018-09-02,87,False
2018-09-09,76,False
2018-09-16,81,False
2018-09-23,72,False
2018-09-30,64,False
2018-10-07,62,False
2018-10-14,91,False
2018-10-21,98,False
2018-10-28,71,False
2018-11-04,81,False
2018-11-11,70,False
2018-11-18,75,False
2018-11-25,67,False
2018-12-02,76,False
2018-12-09,56,False
2018-12-16,77,False
2018-12-23,14,False
2018-12-30,46,False
2019-01-06,59,False
2019-01-13,70,False
2019-01-20,72,False
2019-01-27,82,False
2019-02-03,81,False
2019-02-10,71,False
2019-02-17,84,False
2019-02-24,86,False
2019-03-03,80,False
2019-03-10,92,False
2019-03-17,92,False
2019-03-24,77,False
2019-03-31,90,False
2019-04-07,76,False
2019-04-14,85,False
2019-04-21,88,False
2019-04-28,74,False
2019-05-05,74,False
2019-05-12,88,False
2019-05-19,88,False
2019-05-26,60,False
2019-06-02,77,False
2019-06-09,86,False
2019-06-16,72,False
2019-06-23,82,False
2019-06-30,72,False
2019-07-07,83,False
2019-07-14,73,False
2019-07-21,79,False
2019-07-28,74,False
2019-08-04,65,False
2019-08-11,66,False
2019-08-18,81,False
2019-08-25,87,False
2019-09-01,70,False
2019-09-08,95,False
2019-09-15,77,False
2019-09-22,94,False
2019-09-29,66,False
2019-10-06,83,False
2019-10-13,92,False
2019-10-20,80,False
2019-10-27,73,False
2019-11-03,76,False
2019-11-10,77,False
2019-11-17,64,False
2019-11-24,59,False
2019-12-01,82,False
2019-12-08,75,False
2019-12-15,66,False
2019-12-22,26,False
2019-12-29,34,False
2020-01-05,53,False
2020-01-12,70,False
2020-01-19,80,False
2020-01-26,100,False
2020-02-02,86,False
2020-02-09,76,False
2020-02-16,77,False
2020-02-23,72,False
2020-03-01,84,False
2020-03-08,73,False
2020-03-15,57,False
2020-03-22,64,False
2020-03-29,60,False
2020-04-05,60,False
2020-04-12,61,False
2020-04-19,81,False
2020-04-26,54,False
2020-05-03,81,False
2020-05-10,82,False
