date,Metallbau,isPartial
2018-01-07,49,False
2018-01-14,54,False
2018-01-21,22,False
2018-01-28,54,False
2018-02-04,33,False
2018-02-11,54,False
2018-02-18,33,False
2018-02-25,44,False
2018-03-04,41,False
2018-03-11,44,False
2018-03-18,72,False
2018-03-25,38,False
2018-04-01,61,False
2018-04-08,52,False
2018-04-15,100,False
2018-04-22,38,False
2018-04-29,45,False
2018-05-06,78,False
2018-05-13,45,False
2018-05-20,42,False
2018-05-27,71,False
2018-06-03,66,False
2018-06-10,41,False
2018-06-17,47,False
2018-06-24,82,False
2018-07-01,53,False
2018-07-08,79,False
2018-07-15,39,False
2018-07-22,49,False
2018-07-29,32,False
2018-08-05,41,False
2018-08-12,52,False
2018-08-19,26,False
2018-08-26,42,False
2018-09-02,70,False
2018-09-09,79,False
2018-09-16,32,False
2018-09-23,71,False
2018-09-30,33,False
2018-10-07,43,False
2018-10-14,22,False
2018-10-21,53,False
2018-10-28,47,False
2018-11-04,37,False
2018-11-11,40,False
2018-11-18,61,False
2018-11-25,37,False
2018-12-02,48,False
2018-12-09,38,False
2018-12-16,24,False
2018-12-23,35,False
2018-12-30,48,False
2019-01-06,30,False
2019-01-13,40,False
2019-01-20,60,False
2019-01-27,71,False
2019-02-03,30,False
2019-02-10,67,False
2019-02-17,41,False
2019-02-24,64,False
2019-03-03,40,False
2019-03-10,50,False
2019-03-17,41,False
2019-03-24,63,False
2019-03-31,33,False
2019-04-07,49,False
2019-04-14,50,False
2019-04-21,53,False
2019-04-28,25,False
2019-05-05,56,False
2019-05-12,57,False
2019-05-19,66,False
2019-05-26,25,False
2019-06-02,55,False
2019-06-09,54,False
2019-06-16,59,False
2019-06-23,71,False
2019-06-30,68,False
2019-07-07,74,False
2019-07-14,85,False
2019-07-21,42,False
2019-07-28,39,False
2019-08-04,53,False
2019-08-11,64,False
2019-08-18,43,False
2019-08-25,58,False
2019-09-01,74,False
2019-09-08,68,False
2019-09-15,58,False
2019-09-22,72,False
2019-09-29,57,False
2019-10-06,43,False
2019-10-13,47,False
2019-10-20,60,False
2019-10-27,51,False
2019-11-03,46,False
2019-11-10,65,False
2019-11-17,74,False
2019-11-24,46,False
2019-12-01,61,False
2019-12-08,28,False
2019-12-15,48,False
2019-12-22,20,False
2019-12-29,42,False
2020-01-05,53,False
2020-01-12,35,False
2020-01-19,45,False
2020-01-26,53,False
2020-02-02,62,False
2020-02-09,39,False
2020-02-16,49,False
2020-02-23,65,False
2020-03-01,66,False
2020-03-08,49,False
2020-03-15,39,False
2020-03-22,35,False
2020-03-29,46,False
2020-04-05,45,False
2020-04-12,33,False
2020-04-19,32,False
2020-04-26,45,False
2020-05-03,67,False
2020-05-10,46,False
