,geoName,aide déménagement
3,Brittany,24.84472049689441
5,Centre-Val de Loire,60.86956521739131
7,Corsica,0.0
15,Pays de la Loire,65.83850931677019
18,Provence-Alpes-Côte d'Azur,45.962732919254655
21,Île-de-France,53.41614906832298
22,Grand-est,51.75983436853002
23,Hauts-de-france,83.85093167701864
24,Normandie,49.06832298136646
25,Bourgogne-Franche-Comté,54.037267080745345
26,Nouvelle-Aquitaine,79.5031055900621
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,11.801242236024844
