date,Aromathérapie
2018-01-07,0.3153846153846154
2018-01-14,0.9230769230769231
2018-01-21,0.15384615384615385
2018-01-28,0.23846153846153847
2018-02-04,0.36923076923076925
2018-02-11,0.3923076923076923
2018-02-18,0.3230769230769231
2018-02-25,0.47692307692307695
2018-03-04,0.36153846153846153
2018-03-11,0.4230769230769231
2018-03-18,0.16153846153846155
2018-03-25,0.2692307692307692
2018-04-01,0.5307692307692308
2018-04-08,0.5307692307692308
2018-04-15,0.4846153846153846
2018-04-22,0.16923076923076924
2018-04-29,0.16153846153846155
2018-05-06,0.23076923076923078
2018-05-13,0.3230769230769231
2018-05-20,0.0
2018-05-27,0.33076923076923076
2018-06-03,0.0
2018-06-10,0.16153846153846155
2018-06-17,0.16923076923076924
2018-06-24,0.16923076923076924
2018-07-01,0.0
2018-07-08,0.16923076923076924
2018-07-15,0.17692307692307693
2018-07-22,0.17692307692307693
2018-07-29,0.5230769230769231
2018-08-05,0.36153846153846153
2018-08-12,0.27692307692307694
2018-08-19,0.36153846153846153
2018-08-26,0.46153846153846156
2018-09-02,0.16923076923076924
2018-09-09,0.7846153846153846
2018-09-16,0.16923076923076924
2018-09-23,0.25384615384615383
2018-09-30,0.4153846153846154
2018-10-07,0.33076923076923076
2018-10-14,0.45384615384615384
2018-10-21,0.26153846153846155
2018-10-28,0.43846153846153846
2018-11-04,0.5384615384615384
2018-11-11,0.43846153846153846
2018-11-18,0.4307692307692308
2018-11-25,0.7615384615384615
2018-12-02,0.5384615384615384
2018-12-09,0.24615384615384617
2018-12-16,0.2230769230769231
2018-12-23,0.5615384615384615
2018-12-30,0.34615384615384615
2019-01-06,1.0
2019-01-13,0.4
2019-01-20,0.3076923076923077
2019-01-27,0.25384615384615383
2019-02-03,0.0
2019-02-10,0.15384615384615385
2019-02-17,0.5538461538461539
2019-02-24,0.23846153846153847
2019-03-03,0.15384615384615385
2019-03-10,0.3076923076923077
2019-03-17,0.5923076923076923
2019-03-24,0.23076923076923078
2019-03-31,0.15384615384615385
2019-04-07,0.15384615384615385
2019-04-14,0.23846153846153847
2019-04-21,0.3076923076923077
2019-04-28,0.2
2019-05-05,0.14615384615384616
2019-05-12,0.7230769230769231
2019-05-19,0.4230769230769231
2019-05-26,0.27692307692307694
2019-06-02,0.38461538461538464
2019-06-09,0.19230769230769232
2019-06-16,0.23076923076923078
2019-06-23,0.27692307692307694
2019-06-30,0.15384615384615385
2019-07-07,0.2
2019-07-14,0.15384615384615385
2019-07-21,0.0
2019-07-28,0.8
2019-08-04,0.5230769230769231
2019-08-11,0.25384615384615383
2019-08-18,0.34615384615384615
2019-08-25,0.2692307692307692
2019-09-01,0.45384615384615384
2019-09-08,0.2
2019-09-15,0.19230769230769232
2019-09-22,0.5384615384615384
2019-09-29,0.14615384615384616
2019-10-06,0.3923076923076923
2019-10-13,0.6923076923076923
2019-10-20,0.19230769230769232
2019-10-27,0.45384615384615384
2019-11-03,0.36923076923076925
2019-11-10,0.23846153846153847
2019-11-17,0.18461538461538463
2019-11-24,0.6384615384615384
2019-12-01,0.13846153846153847
2019-12-08,0.2
2019-12-15,0.5153846153846153
2019-12-22,0.3769230769230769
2019-12-29,0.46153846153846156
2020-01-05,0.46153846153846156
2020-01-12,0.4
2020-01-19,0.13846153846153847
2020-01-26,0.35384615384615387
2020-02-02,0.17692307692307693
2020-02-09,0.3923076923076923
2020-02-16,0.7692307692307693
2020-02-23,0.25384615384615383
2020-03-01,0.19230769230769232
2020-03-08,0.12307692307692308
2020-03-15,0.12307692307692308
2020-03-22,0.17692307692307693
2020-03-29,0.2
2020-04-05,0.12307692307692308
2020-04-12,0.4230769230769231
2020-04-19,0.3076923076923077
2020-04-26,0.11538461538461539
2020-05-03,0.3769230769230769
2020-05-10,0.17692307692307693
2020-05-17,0.3
