date,Aromathérapie,isPartial
2018-01-07,71,False
2018-01-14,66,False
2018-01-21,71,False
2018-01-28,69,False
2018-02-04,100,False
2018-02-11,85,False
2018-02-18,59,False
2018-02-25,78,False
2018-03-04,81,False
2018-03-11,67,False
2018-03-18,65,False
2018-03-25,49,False
2018-04-01,50,False
2018-04-08,58,False
2018-04-15,60,False
2018-04-22,46,False
2018-04-29,57,False
2018-05-06,69,False
2018-05-13,77,False
2018-05-20,55,False
2018-05-27,71,False
2018-06-03,72,False
2018-06-10,62,False
2018-06-17,59,False
2018-06-24,56,False
2018-07-01,62,False
2018-07-08,50,False
2018-07-15,55,False
2018-07-22,73,False
2018-07-29,84,False
2018-08-05,64,False
2018-08-12,73,False
2018-08-19,54,False
2018-08-26,58,False
2018-09-02,45,False
2018-09-09,40,False
2018-09-16,76,False
2018-09-23,79,False
2018-09-30,71,False
2018-10-07,78,False
2018-10-14,59,False
2018-10-21,76,False
2018-10-28,64,False
2018-11-04,78,False
2018-11-11,50,False
2018-11-18,61,False
2018-11-25,90,False
2018-12-02,74,False
2018-12-09,61,False
2018-12-16,65,False
2018-12-23,76,False
2018-12-30,83,False
2019-01-06,83,False
2019-01-13,81,False
2019-01-20,61,False
2019-01-27,65,False
2019-02-03,70,False
2019-02-10,75,False
2019-02-17,74,False
2019-02-24,59,False
2019-03-03,57,False
2019-03-10,64,False
2019-03-17,52,False
2019-03-24,55,False
2019-03-31,53,False
2019-04-07,49,False
2019-04-14,86,False
2019-04-21,69,False
2019-04-28,55,False
2019-05-05,68,False
2019-05-12,60,False
2019-05-19,61,False
2019-05-26,39,False
2019-06-02,37,False
2019-06-09,38,False
2019-06-16,60,False
2019-06-23,57,False
2019-06-30,34,False
2019-07-07,66,False
2019-07-14,47,False
2019-07-21,38,False
2019-07-28,39,False
2019-08-04,49,False
2019-08-11,56,False
2019-08-18,63,False
2019-08-25,64,False
2019-09-01,51,False
2019-09-08,66,False
2019-09-15,53,False
2019-09-22,66,False
2019-09-29,76,False
2019-10-06,75,False
2019-10-13,77,False
2019-10-20,63,False
2019-10-27,72,False
2019-11-03,67,False
2019-11-10,59,False
2019-11-17,73,False
2019-11-24,89,False
2019-12-01,97,False
2019-12-08,68,False
2019-12-15,73,False
2019-12-22,80,False
2019-12-29,46,False
2020-01-05,93,False
2020-01-12,94,False
2020-01-19,82,False
2020-01-26,74,False
2020-02-02,85,False
2020-02-09,80,False
2020-02-16,73,False
2020-02-23,43,False
2020-03-01,75,False
2020-03-08,52,False
2020-03-15,51,False
2020-03-22,36,False
2020-03-29,50,False
2020-04-05,52,False
2020-04-12,80,False
2020-04-19,80,False
2020-04-26,70,False
2020-05-03,58,False
2020-05-10,50,False
2020-05-17,62,True
