,geoName,Aromathérapie
3,Brittany,66.92307692307692
5,Centre-Val de Loire,50.76923076923077
7,Corsica,94.61538461538461
15,Pays de la Loire,27.69230769230769
18,Provence-Alpes-Côte d'Azur,80.76923076923076
21,Île-de-France,46.15384615384615
22,Grand-est,42.3076923076923
23,Hauts-de-france,34.61538461538461
24,Normandie,44.99999999999999
25,Bourgogne-Franche-Comté,65.76923076923077
26,Nouvelle-Aquitaine,100.0
27,Occitanie,50.76923076923077
28,Auvergne-Rhône-Alpes,39.23076923076923
