date,banda,isPartial
2018-01-07,37,False
2018-01-14,60,False
2018-01-21,59,False
2018-01-28,36,False
2018-02-04,64,False
2018-02-11,29,False
2018-02-18,65,False
2018-02-25,41,False
2018-03-04,28,False
2018-03-11,63,False
2018-03-18,67,False
2018-03-25,29,False
2018-04-01,22,False
2018-04-08,49,False
2018-04-15,38,False
2018-04-22,52,False
2018-04-29,42,False
2018-05-06,28,False
2018-05-13,64,False
2018-05-20,57,False
2018-05-27,49,False
2018-06-03,50,False
2018-06-10,40,False
2018-06-17,64,False
2018-06-24,28,False
2018-07-01,48,False
2018-07-08,53,False
2018-07-15,33,False
2018-07-22,47,False
2018-07-29,48,False
2018-08-05,93,False
2018-08-12,45,False
2018-08-19,47,False
2018-08-26,41,False
2018-09-02,56,False
2018-09-09,93,False
2018-09-16,77,False
2018-09-23,58,False
2018-09-30,43,False
2018-10-07,22,False
2018-10-14,84,False
2018-10-21,44,False
2018-10-28,28,False
2018-11-04,49,False
2018-11-11,61,False
2018-11-18,37,False
2018-11-25,90,False
2018-12-02,46,False
2018-12-09,62,False
2018-12-16,62,False
2018-12-23,43,False
2018-12-30,47,False
2019-01-06,60,False
2019-01-13,43,False
2019-01-20,54,False
2019-01-27,39,False
2019-02-03,81,False
2019-02-10,63,False
2019-02-17,50,False
2019-02-24,78,False
2019-03-03,14,False
2019-03-10,27,False
2019-03-17,56,False
2019-03-24,70,False
2019-03-31,62,False
2019-04-07,48,False
2019-04-14,35,False
2019-04-21,68,False
2019-04-28,27,False
2019-05-05,32,False
2019-05-12,53,False
2019-05-19,20,False
2019-05-26,50,False
2019-06-02,34,False
2019-06-09,58,False
2019-06-16,53,False
2019-06-23,27,False
2019-06-30,52,False
2019-07-07,44,False
2019-07-14,69,False
2019-07-21,19,False
2019-07-28,58,False
2019-08-04,37,False
2019-08-11,49,False
2019-08-18,24,False
2019-08-25,48,False
2019-09-01,43,False
2019-09-08,58,False
2019-09-15,69,False
2019-09-22,50,False
2019-09-29,25,False
2019-10-06,39,False
2019-10-13,37,False
2019-10-20,24,False
2019-10-27,49,False
2019-11-03,42,False
2019-11-10,57,False
2019-11-17,47,False
2019-11-24,36,False
2019-12-01,25,False
2019-12-08,52,False
2019-12-15,26,False
2019-12-22,70,False
2019-12-29,42,False
2020-01-05,58,False
2020-01-12,67,False
2020-01-19,45,False
2020-01-26,31,False
2020-02-02,73,False
2020-02-09,70,False
2020-02-16,87,False
2020-02-23,29,False
2020-03-01,58,False
2020-03-08,54,False
2020-03-15,45,False
2020-03-22,98,False
2020-03-29,69,False
2020-04-05,55,False
2020-04-12,62,False
2020-04-19,79,False
2020-04-26,100,True
