date,travaux appartement
2018-01-07,0.15873015873015872
2018-01-14,0.5291005291005291
2018-01-21,0.30158730158730157
2018-01-28,0.15873015873015872
2018-02-04,0.15343915343915343
2018-02-11,0.0
2018-02-18,0.15873015873015872
2018-02-25,0.19576719576719576
2018-03-04,0.2275132275132275
2018-03-11,0.20105820105820105
2018-03-18,0.32275132275132273
2018-03-25,0.23809523809523808
2018-04-01,0.164021164021164
2018-04-08,0.164021164021164
2018-04-15,0.17989417989417988
2018-04-22,0.49206349206349204
2018-04-29,0.31746031746031744
2018-05-06,0.25925925925925924
2018-05-13,0.31746031746031744
2018-05-20,0.26455026455026454
2018-05-27,0.15873015873015872
2018-06-03,0.164021164021164
2018-06-10,0.21164021164021163
2018-06-17,0.164021164021164
2018-06-24,0.328042328042328
2018-07-01,0.15873015873015872
2018-07-08,0.164021164021164
2018-07-15,0.0
2018-07-22,0.25396825396825395
2018-07-29,0.1746031746031746
2018-08-05,0.1746031746031746
2018-08-12,0.17989417989417988
2018-08-19,0.3544973544973545
2018-08-26,0.3333333333333333
2018-09-02,0.42328042328042326
2018-09-09,0.25925925925925924
2018-09-16,0.25396825396825395
2018-09-23,0.328042328042328
2018-09-30,0.164021164021164
2018-10-07,0.2751322751322751
2018-10-14,0.1693121693121693
2018-10-21,0.25396825396825395
2018-10-28,0.0
2018-11-04,0.23809523809523808
2018-11-11,0.3333333333333333
2018-11-18,0.24867724867724866
2018-11-25,0.164021164021164
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.08994708994708994
2018-12-23,0.0
2018-12-30,0.1693121693121693
2019-01-06,0.25925925925925924
2019-01-13,0.32275132275132273
2019-01-20,0.30158730158730157
2019-01-27,0.14814814814814814
2019-02-03,0.544973544973545
2019-02-10,0.23809523809523808
2019-02-17,0.164021164021164
2019-02-24,0.23809523809523808
2019-03-03,0.15343915343915343
2019-03-10,0.24338624338624337
2019-03-17,0.32275132275132273
2019-03-24,0.30687830687830686
2019-03-31,0.14814814814814814
2019-04-07,0.2962962962962963
2019-04-14,0.30687830687830686
2019-04-21,0.15343915343915343
2019-04-28,0.0
2019-05-05,0.37566137566137564
2019-05-12,0.2962962962962963
2019-05-19,0.14814814814814814
2019-05-26,0.3386243386243386
2019-06-02,0.14814814814814814
2019-06-09,0.14285714285714285
2019-06-16,0.31746031746031744
2019-06-23,0.15343915343915343
2019-06-30,0.38095238095238093
2019-07-07,0.2962962962962963
2019-07-14,0.30158730158730157
2019-07-21,0.3968253968253968
2019-07-28,0.15873015873015872
2019-08-04,0.15873015873015872
2019-08-11,0.1693121693121693
2019-08-18,0.2857142857142857
2019-08-25,0.15873015873015872
2019-09-01,0.14285714285714285
2019-09-08,0.21693121693121692
2019-09-15,0.21693121693121692
2019-09-22,0.37037037037037035
2019-09-29,0.14814814814814814
2019-10-06,0.291005291005291
2019-10-13,0.2751322751322751
2019-10-20,0.14285714285714285
2019-10-27,0.41798941798941797
2019-11-03,0.0
2019-11-10,0.49206349206349204
2019-11-17,0.13756613756613756
2019-11-24,0.3386243386243386
2019-12-01,0.26455026455026454
2019-12-08,0.26455026455026454
2019-12-15,0.20105820105820105
2019-12-22,0.37566137566137564
2019-12-29,0.14285714285714285
2020-01-05,0.20634920634920634
2020-01-12,0.20105820105820105
2020-01-19,0.2222222222222222
2020-01-26,0.21693121693121692
2020-02-02,0.2698412698412698
2020-02-09,0.21164021164021163
2020-02-16,0.26455026455026454
2020-02-23,0.164021164021164
2020-03-01,0.19047619047619047
2020-03-08,0.18518518518518517
2020-03-15,0.0
2020-03-22,0.0582010582010582
2020-03-29,0.0
2020-04-05,0.1164021164021164
2020-04-12,0.1164021164021164
2020-04-19,0.12169312169312169
2020-04-26,0.2857142857142857
2020-05-03,0.19047619047619047
2020-05-10,0.1746031746031746
2020-05-17,0.32275132275132273
2020-05-24,0.24867724867724866
2020-05-31,0.17989417989417988
2020-06-07,0.23809523809523808
2020-06-14,0.21164021164021163
2020-06-21,1.0
