date,travaux appartement
2018-01-07,0.26153846153846155
2018-01-14,0.9076923076923077
2018-01-21,0.6461538461538462
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.27692307692307694
2018-02-18,0.0
2018-02-25,0.2692307692307692
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.27692307692307694
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.2923076923076923
2018-04-15,0.3076923076923077
2018-04-22,0.9538461538461539
2018-04-29,0.27692307692307694
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.9846153846153847
2018-05-27,0.9461538461538461
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.9769230769230769
2018-06-24,0.7
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.2923076923076923
2018-07-29,0.7692307692307693
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.7307692307692307
2018-08-26,0.9846153846153847
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,1.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.6846153846153846
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.6846153846153846
2018-12-16,0.6923076923076923
2018-12-23,0.0
2018-12-30,0.2923076923076923
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.2692307692307692
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.676923076923077
2019-03-03,0.0
2019-03-10,0.6692307692307692
2019-03-17,0.0
2019-03-24,0.2846153846153846
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.2923076923076923
2019-04-21,0.0
2019-04-28,0.6461538461538462
2019-05-05,0.6461538461538462
2019-05-12,0.27692307692307694
2019-05-19,0.0
2019-05-26,0.27692307692307694
2019-06-02,0.9153846153846154
2019-06-09,0.8923076923076924
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.676923076923077
2019-07-07,0.0
2019-07-14,0.9923076923076923
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.9923076923076923
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.676923076923077
2019-09-15,0.2692307692307692
2019-09-22,0.0
2019-09-29,0.7692307692307693
2019-10-06,0.25384615384615383
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.24615384615384617
2019-11-03,0.6
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.23846153846153847
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.5769230769230769
2020-01-12,0.23846153846153847
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.23846153846153847
2020-02-09,0.0
2020-02-16,0.23846153846153847
2020-02-23,0.0
2020-03-01,0.5692307692307692
2020-03-08,0.23076923076923078
2020-03-15,0.0
2020-03-22,0.2
2020-03-29,0.46923076923076923
2020-04-05,0.0
2020-04-12,0.4846153846153846
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.46153846153846156
2020-05-10,0.2
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
