,geoName,construire sa piscine
3,Brittany,84.88372093023256
5,Centre-Val de Loire,100.0
7,Corsica,0.0
15,Pays de la Loire,55.81395348837209
18,Provence-Alpes-Côte d'Azur,69.76744186046511
21,Île-de-France,36.04651162790697
22,Grand-est,75.96899224806201
23,Hauts-de-france,72.67441860465115
24,Normandie,0.0
25,Bourgogne-Franche-Comté,27.325581395348834
26,Nouvelle-Aquitaine,64.72868217054263
27,Occitanie,68.02325581395348
28,Auvergne-Rhône-Alpes,84.88372093023256
