date,construire sa piscine
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.23255813953488372
2018-02-11,0.23255813953488372
2018-02-18,0.23255813953488372
2018-02-25,0.32558139534883723
2018-03-04,0.8837209302325582
2018-03-11,0.6821705426356589
2018-03-18,0.6744186046511628
2018-03-25,0.23255813953488372
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.7751937984496124
2018-04-22,0.24031007751937986
2018-04-29,0.6744186046511628
2018-05-06,0.24806201550387597
2018-05-13,0.23255813953488372
2018-05-20,0.24806201550387597
2018-05-27,0.0
2018-06-03,0.3643410852713178
2018-06-10,0.0
2018-06-17,0.24806201550387597
2018-06-24,0.0
2018-07-01,0.23255813953488372
2018-07-08,0.24806201550387597
2018-07-15,0.2558139534883721
2018-07-22,0.2558139534883721
2018-07-29,0.7751937984496124
2018-08-05,0.3875968992248062
2018-08-12,0.2713178294573643
2018-08-19,0.26356589147286824
2018-08-26,0.24806201550387597
2018-09-02,0.24806201550387597
2018-09-09,0.32558139534883723
2018-09-16,0.9534883720930233
2018-09-23,0.24031007751937986
2018-09-30,0.7054263565891473
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.2558139534883721
2018-10-28,0.0
2018-11-04,0.23255813953488372
2018-11-11,0.24031007751937986
2018-11-18,0.0
2018-11-25,0.6744186046511628
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.24031007751937986
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.46511627906976744
2019-01-20,0.2248062015503876
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.23255813953488372
2019-03-24,0.34108527131782945
2019-03-31,0.21705426356589147
2019-04-07,0.689922480620155
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.21705426356589147
2019-05-12,0.21705426356589147
2019-05-19,0.43410852713178294
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.3178294573643411
2019-06-16,0.0
2019-06-23,0.3333333333333333
2019-06-30,0.2248062015503876
2019-07-07,1.0
2019-07-14,0.9224806201550387
2019-07-21,0.9069767441860465
2019-07-28,0.937984496124031
2019-08-04,0.9302325581395349
2019-08-11,0.37209302325581395
2019-08-18,0.937984496124031
2019-08-25,0.3488372093023256
2019-09-01,0.20930232558139536
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.21705426356589147
2019-09-29,0.43410852713178294
2019-10-06,0.627906976744186
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.20930232558139536
2019-11-17,0.20155038759689922
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.5891472868217055
2020-01-12,0.0
2020-01-19,0.20155038759689922
2020-01-26,0.7596899224806202
2020-02-02,0.3798449612403101
2020-02-09,0.18604651162790697
2020-02-16,0.37209302325581395
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.18604651162790697
2020-03-15,0.17829457364341086
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.17829457364341086
2020-04-12,0.7751937984496124
2020-04-19,0.24031007751937986
2020-04-26,0.4573643410852713
2020-05-03,0.17054263565891473
2020-05-10,0.26356589147286824
2020-05-17,0.2248062015503876
