geoName,geoCode,fausse pelouse
Brittany,FR-E,31.506849315068493
Centre-Val de Loire,FR-F,36.986301369863014
Corsica,FR-H,0.0
Pays de la Loire,FR-R,100.0
Provence-Alpes-Côte d'Azur,FR-U,76.71232876712328
Île-de-France,FR-J,56.16438356164384
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,88.35616438356165
Normandie,FR-NO,68.4931506849315
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,48.401826484018265
Occitanie,FR-OC,82.1917808219178
Auvergne-Rhône-Alpes,FR-AR,17.123287671232877
