,geoName,Coach personnel
3,Brittany,47.82608695652174
5,Centre-Val de Loire,67.3913043478261
7,Corsica,0.0
15,Pays de la Loire,47.82608695652174
18,Provence-Alpes-Côte d'Azur,67.3913043478261
21,Île-de-France,95.65217391304348
22,Grand-est,53.62318840579711
23,Hauts-de-france,77.17391304347827
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,77.17391304347827
28,Auvergne-Rhône-Alpes,30.434782608695656
