,geoName,décoration de mariage
3,Brittany,80.13698630136987
5,Centre-Val de Loire,86.3013698630137
7,Corsica,0.0
15,Pays de la Loire,78.08219178082192
18,Provence-Alpes-Côte d'Azur,16.438356164383563
21,Île-de-France,41.09589041095891
22,Grand-est,30.136986301369863
23,Hauts-de-france,53.42465753424658
24,Normandie,39.04109589041096
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,48.28767123287672
28,Auvergne-Rhône-Alpes,12.328767123287673
