ticket_taxonomy_tag_name,ticket_geo_region_name,Score
Ripetizioni,Lazio,8.4
Ripetizioni,Liguria,6.8
Ripetizioni,Lombardia,7.5
Ripetizioni,Marche,10.0
Ripetizioni,Molise,6.9
Ripetizioni,Piemonte,7.2
Ripetizioni,Puglia,5.7
Ripetizioni,Sardegna,7.0
Ripetizioni,Sicilia,6.9
Ripetizioni,Toscana,9.5
Ripetizioni,Trentino-Alto Adige,6.1
Ripetizioni,Umbria,9.7
Ripetizioni,Valle d'Aosta,6.8
Ripetizioni,Veneto,7.6
Ripetizioni,Italia,7.7
Spedizioni,Abruzzo,6.8
Spedizioni,Basilicata,7.5
Spedizioni,Calabria,10.0
Spedizioni,Campania,6.8
Spedizioni,Emilia-Romagna,4.6
Spedizioni,Friuli Venezia Giulia,5.6
Spedizioni,Lazio,5.1
Spedizioni,Liguria,4.5
Spedizioni,Lombardia,4.3
Spedizioni,Marche,5.0
Spedizioni,Molise,6.9
Spedizioni,Piemonte,5.2
Spedizioni,Puglia,7.3
Spedizioni,Sardegna,5.1
Spedizioni,Sicilia,8.5
Spedizioni,Toscana,5.1
Spedizioni,Trentino-Alto Adige,5.3
Spedizioni,Umbria,6.2
Spedizioni,Valle d'Aosta,1.5
Spedizioni,Veneto,4.3
Spedizioni,Italia,5.4
Trasloco,Abruzzo,6.2
Trasloco,Basilicata,5.2
Trasloco,Calabria,5.0
Trasloco,Campania,5.5
Trasloco,Emilia-Romagna,5.2
Trasloco,Friuli Venezia Giulia,5.4
Trasloco,Lazio,6.3
Trasloco,Liguria,5.9
Trasloco,Lombardia,5.6
Trasloco,Marche,6.4
Trasloco,Molise,10.0
Trasloco,Piemonte,7.4
Trasloco,Puglia,5.5
Trasloco,Sardegna,3.8
Trasloco,Sicilia,5.3
Trasloco,Toscana,6.5
Trasloco,Trentino-Alto Adige,5.9
Trasloco,Umbria,7.7
Trasloco,Valle d'Aosta,7.4
Trasloco,Veneto,4.6
Trasloco,Italia,5.7
