ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Index_percentage,Country_chosen
Nutrizionista,Campania,2019,9,0.27,0
Nutrizionista,Campania,2019,10,0.16,0
Nutrizionista,Campania,2019,11,0.1,0
Nutrizionista,Campania,2020,3,0.05,0
Nutrizionista,Campania,2020,2,0.1,0
Nutrizionista,Campania,2020,1,0.16,0
Nutrizionista,Campania,2020,0,0.27,0
Nutrizionista,Emilia-Romagna,2019,0,0.24,0
Nutrizionista,Emilia-Romagna,2019,1,0.34,0
Nutrizionista,Emilia-Romagna,2019,2,0.41,0
Nutrizionista,Emilia-Romagna,2019,3,0.35,0
Nutrizionista,Emilia-Romagna,2019,4,0.48,0
Nutrizionista,Emilia-Romagna,2019,5,0.41,0
Nutrizionista,Emilia-Romagna,2019,6,0.25,0
Nutrizionista,Emilia-Romagna,2019,7,0.29,0
Nutrizionista,Emilia-Romagna,2019,8,0.41,0
Nutrizionista,Emilia-Romagna,2019,9,0.34,0
Nutrizionista,Emilia-Romagna,2019,10,0.27,0
Nutrizionista,Emilia-Romagna,2019,11,0.2,0
Nutrizionista,Emilia-Romagna,2020,3,0.08,0
Nutrizionista,Emilia-Romagna,2020,2,0.12,0
Nutrizionista,Emilia-Romagna,2020,1,0.29,0
Nutrizionista,Emilia-Romagna,2020,0,0.46,0
Nutrizionista,Friuli Venezia Giulia,2019,0,0.03,0
Nutrizionista,Friuli Venezia Giulia,2019,1,0.05,0
Nutrizionista,Friuli Venezia Giulia,2019,2,0.07,0
Nutrizionista,Friuli Venezia Giulia,2019,3,0.08,0
Nutrizionista,Friuli Venezia Giulia,2019,4,0.13,0
Nutrizionista,Friuli Venezia Giulia,2019,5,0.09,0
Nutrizionista,Friuli Venezia Giulia,2019,6,0.07,0
Nutrizionista,Friuli Venezia Giulia,2019,7,0.08,0
Nutrizionista,Friuli Venezia Giulia,2019,8,0.1,0
Nutrizionista,Friuli Venezia Giulia,2019,9,0.08,0
Nutrizionista,Friuli Venezia Giulia,2019,10,0.1,0
Nutrizionista,Friuli Venezia Giulia,2019,11,0.05,0
Nutrizionista,Friuli Venezia Giulia,2020,3,0.02,0
Nutrizionista,Friuli Venezia Giulia,2020,2,0.03,0
Nutrizionista,Friuli Venezia Giulia,2020,1,0.09,0
Nutrizionista,Friuli Venezia Giulia,2020,0,0.14,0
Nutrizionista,Lazio,2019,0,0.19,0
Nutrizionista,Lazio,2019,1,0.27,0
Nutrizionista,Lazio,2019,2,0.32,0
Nutrizionista,Lazio,2019,3,0.38,0
Nutrizionista,Lazio,2019,4,0.45,0
Nutrizionista,Lazio,2019,5,0.32,0
Nutrizionista,Lazio,2019,6,0.21,0
Nutrizionista,Lazio,2019,7,0.27,0
Nutrizionista,Lazio,2019,8,0.41,0
Nutrizionista,Lazio,2019,9,0.36,0
Nutrizionista,Lazio,2019,10,0.25,0
Nutrizionista,Lazio,2019,11,0.19,0
Nutrizionista,Lazio,2020,3,0.08,0
Nutrizionista,Lazio,2020,2,0.11,0
Nutrizionista,Lazio,2020,1,0.24,0
Nutrizionista,Lazio,2020,0,0.4,0
Nutrizionista,Liguria,2019,0,0.05,0
Nutrizionista,Liguria,2019,1,0.08,0
Nutrizionista,Liguria,2019,2,0.08,0
Nutrizionista,Liguria,2019,3,0.09,0
Nutrizionista,Liguria,2019,4,0.13,0
Nutrizionista,Liguria,2019,5,0.14,0
Nutrizionista,Liguria,2019,6,0.07,0
Nutrizionista,Liguria,2019,7,0.07,0
Nutrizionista,Liguria,2019,8,0.11,0
Nutrizionista,Liguria,2019,9,0.1,0
Nutrizionista,Liguria,2019,10,0.08,0
Nutrizionista,Liguria,2019,11,0.04,0
Nutrizionista,Liguria,2020,3,0.04,0
Nutrizionista,Liguria,2020,2,0.03,0
Nutrizionista,Liguria,2020,1,0.07,0
Nutrizionista,Liguria,2020,0,0.13,0
Nutrizionista,Lombardia,2019,0,0.47,0
Nutrizionista,Lombardia,2019,1,0.58,0
Nutrizionista,Lombardia,2019,2,0.71,0
Nutrizionista,Lombardia,2019,3,0.67,0
Nutrizionista,Lombardia,2019,4,0.89,0
Nutrizionista,Lombardia,2019,5,0.7,0
Nutrizionista,Lombardia,2019,6,0.48,0
Nutrizionista,Lombardia,2019,7,0.6,0
Nutrizionista,Lombardia,2019,8,0.87,0
Nutrizionista,Lombardia,2019,9,0.67,0
Nutrizionista,Lombardia,2019,10,0.54,0
Nutrizionista,Lombardia,2019,11,0.39,0
Nutrizionista,Lombardia,2020,3,0.21,0
Nutrizionista,Lombardia,2020,2,0.22,0
Nutrizionista,Lombardia,2020,1,0.61,0
Nutrizionista,Lombardia,2020,0,1,0
Nutrizionista,Marche,2019,0,0.08,0
Nutrizionista,Marche,2019,1,0.09,0
Nutrizionista,Marche,2019,2,0.11,0
Nutrizionista,Marche,2019,3,0.12,0
Nutrizionista,Marche,2019,4,0.15,0
Nutrizionista,Marche,2019,5,0.11,0
Nutrizionista,Marche,2019,6,0.06,0
Nutrizionista,Marche,2019,7,0.09,0
Nutrizionista,Marche,2019,8,0.12,0
Nutrizionista,Marche,2019,9,0.11,0
Nutrizionista,Marche,2019,10,0.08,0
Nutrizionista,Marche,2019,11,0.06,0
Nutrizionista,Marche,2020,3,0.03,0
Nutrizionista,Marche,2020,2,0.05,0
Nutrizionista,Marche,2020,1,0.08,0
Nutrizionista,Marche,2020,0,0.14,0
Nutrizionista,Molise,2019,0,0.01,0
Nutrizionista,Molise,2019,1,0.01,0
Nutrizionista,Molise,2019,2,0.02,0
Nutrizionista,Molise,2019,3,0.02,0
Nutrizionista,Molise,2019,4,0.02,0
Nutrizionista,Molise,2019,5,0.02,0
Nutrizionista,Molise,2019,6,0.02,0
Nutrizionista,Molise,2019,7,0.02,0
Nutrizionista,Molise,2019,8,0.02,0
Nutrizionista,Molise,2019,9,0.02,0
Nutrizionista,Molise,2019,10,0.01,0
Nutrizionista,Molise,2019,11,0.01,0
Nutrizionista,Molise,2020,3,0,0
Nutrizionista,Molise,2020,2,0.01,0
Nutrizionista,Molise,2020,1,0.01,0
Nutrizionista,Molise,2020,0,0.01,0
Nutrizionista,Piemonte,2019,0,0.17,0
Nutrizionista,Piemonte,2019,1,0.22,0
Nutrizionista,Piemonte,2019,2,0.3,0
Nutrizionista,Piemonte,2019,3,0.29,0
Nutrizionista,Piemonte,2019,4,0.36,0
Nutrizionista,Piemonte,2019,5,0.3,0
Nutrizionista,Piemonte,2019,6,0.21,0
Nutrizionista,Piemonte,2019,7,0.2,0
Nutrizionista,Piemonte,2019,8,0.3,0
Nutrizionista,Piemonte,2019,9,0.26,0
Nutrizionista,Piemonte,2019,10,0.22,0
Nutrizionista,Piemonte,2019,11,0.14,0
Nutrizionista,Piemonte,2020,3,0.08,0
Nutrizionista,Piemonte,2020,2,0.1,0
Nutrizionista,Piemonte,2020,1,0.28,0
Nutrizionista,Piemonte,2020,0,0.39,0
Nutrizionista,Puglia,2019,0,0.11,0
Nutrizionista,Puglia,2019,1,0.18,0
Nutrizionista,Puglia,2019,2,0.25,0
Nutrizionista,Puglia,2019,3,0.2,0
Nutrizionista,Puglia,2019,4,0.22,0
Nutrizionista,Puglia,2019,5,0.15,0
Nutrizionista,Puglia,2019,6,0.14,0
Nutrizionista,Puglia,2019,7,0.18,0
Nutrizionista,Puglia,2019,8,0.24,0
Nutrizionista,Puglia,2019,9,0.21,0
Nutrizionista,Puglia,2019,10,0.13,0
Nutrizionista,Puglia,2019,11,0.1,0
Nutrizionista,Puglia,2020,3,0.05,0
Nutrizionista,Puglia,2020,2,0.06,0
Nutrizionista,Puglia,2020,1,0.16,0
Nutrizionista,Puglia,2020,0,0.26,0
Nutrizionista,Sardegna,2019,0,0.05,0
Nutrizionista,Sardegna,2019,1,0.05,0
Nutrizionista,Sardegna,2019,2,0.1,0
Nutrizionista,Sardegna,2019,3,0.09,0
Nutrizionista,Sardegna,2019,4,0.11,0
Nutrizionista,Sardegna,2019,5,0.07,0
Nutrizionista,Sardegna,2019,6,0.06,0
Nutrizionista,Sardegna,2019,7,0.05,0
Nutrizionista,Sardegna,2019,8,0.09,0
Nutrizionista,Sardegna,2019,9,0.09,0
Nutrizionista,Sardegna,2019,10,0.07,0
Nutrizionista,Sardegna,2019,11,0.04,0
Nutrizionista,Sardegna,2020,3,0.02,0
Nutrizionista,Sardegna,2020,2,0.04,0
Nutrizionista,Sardegna,2020,1,0.07,0
Nutrizionista,Sardegna,2020,0,0.11,0
Nutrizionista,Sicilia,2019,0,0.09,0
Nutrizionista,Sicilia,2019,1,0.16,0
Nutrizionista,Sicilia,2019,2,0.21,0
Nutrizionista,Sicilia,2019,3,0.19,0
Nutrizionista,Sicilia,2019,4,0.28,0
Nutrizionista,Sicilia,2019,5,0.22,0
Nutrizionista,Sicilia,2019,6,0.16,0
Nutrizionista,Sicilia,2019,7,0.18,0
Nutrizionista,Sicilia,2019,8,0.25,0
Nutrizionista,Sicilia,2019,9,0.28,0
Nutrizionista,Sicilia,2019,10,0.21,0
Nutrizionista,Sicilia,2019,11,0.11,0
Nutrizionista,Sicilia,2020,3,0.06,0
Nutrizionista,Sicilia,2020,2,0.07,0
Nutrizionista,Sicilia,2020,1,0.16,0
Nutrizionista,Sicilia,2020,0,0.27,0
Nutrizionista,Toscana,2019,0,0.13,0
Nutrizionista,Toscana,2019,1,0.21,0
Nutrizionista,Toscana,2019,2,0.3,0
Nutrizionista,Toscana,2019,3,0.24,0
Nutrizionista,Toscana,2019,4,0.33,0
Nutrizionista,Toscana,2019,5,0.23,0
Nutrizionista,Toscana,2019,6,0.15,0
Nutrizionista,Toscana,2019,7,0.22,0
Nutrizionista,Toscana,2019,8,0.28,0
Nutrizionista,Toscana,2019,9,0.23,0
Nutrizionista,Toscana,2019,10,0.18,0
Nutrizionista,Toscana,2019,11,0.13,0
Nutrizionista,Toscana,2020,3,0.05,0
Nutrizionista,Toscana,2020,2,0.11,0
Nutrizionista,Toscana,2020,1,0.23,0
Nutrizionista,Toscana,2020,0,0.32,0
Nutrizionista,Trentino-Alto Adige,2019,0,0.02,0
Nutrizionista,Trentino-Alto Adige,2019,1,0.03,0
Nutrizionista,Trentino-Alto Adige,2019,2,0.06,0
Nutrizionista,Trentino-Alto Adige,2019,3,0.06,0
Nutrizionista,Trentino-Alto Adige,2019,4,0.07,0
Nutrizionista,Trentino-Alto Adige,2019,5,0.07,0
Nutrizionista,Trentino-Alto Adige,2019,6,0.04,0
Nutrizionista,Trentino-Alto Adige,2019,7,0.05,0
Nutrizionista,Trentino-Alto Adige,2019,8,0.06,0
Nutrizionista,Trentino-Alto Adige,2019,9,0.04,0
Nutrizionista,Trentino-Alto Adige,2019,10,0.05,0
Nutrizionista,Trentino-Alto Adige,2019,11,0.04,0
Nutrizionista,Trentino-Alto Adige,2020,3,0.02,0
Nutrizionista,Trentino-Alto Adige,2020,2,0.02,0
Nutrizionista,Trentino-Alto Adige,2020,1,0.05,0
Nutrizionista,Trentino-Alto Adige,2020,0,0.07,0
Nutrizionista,Umbria,2019,0,0.03,0
Nutrizionista,Umbria,2019,1,0.04,0
Nutrizionista,Umbria,2019,2,0.05,0
Nutrizionista,Umbria,2019,3,0.05,0
Nutrizionista,Umbria,2019,4,0.05,0
Nutrizionista,Umbria,2019,5,0.05,0
Nutrizionista,Umbria,2019,6,0.04,0
Nutrizionista,Umbria,2019,7,0.04,0
Nutrizionista,Umbria,2019,8,0.04,0
Nutrizionista,Umbria,2019,9,0.05,0
Nutrizionista,Umbria,2019,10,0.03,0
Nutrizionista,Umbria,2019,11,0.02,0
Nutrizionista,Umbria,2020,3,0.01,0
Nutrizionista,Umbria,2020,2,0.02,0
Nutrizionista,Umbria,2020,1,0.05,0
Nutrizionista,Umbria,2020,0,0.05,0
Nutrizionista,Valle d'Aosta,2019,4,0,0
Nutrizionista,Valle d'Aosta,2019,6,0,0
Nutrizionista,Valle d'Aosta,2019,7,0,0
Nutrizionista,Valle d'Aosta,2019,9,0,0
Nutrizionista,Valle d'Aosta,2019,10,0,0
Nutrizionista,Valle d'Aosta,2019,0,0,0
Nutrizionista,Valle d'Aosta,2019,1,0,0
Nutrizionista,Valle d'Aosta,2019,2,0,0
Nutrizionista,Valle d'Aosta,2019,3,0,0
Nutrizionista,Valle d'Aosta,2019,5,0,0
Nutrizionista,Valle d'Aosta,2019,8,0,0
Nutrizionista,Valle d'Aosta,2019,11,0,0
Nutrizionista,Valle d'Aosta,2020,3,0,0
Nutrizionista,Valle d'Aosta,2020,2,0,0
Nutrizionista,Valle d'Aosta,2020,1,0,0
Nutrizionista,Valle d'Aosta,2020,0,0,0
Nutrizionista,Veneto,2019,0,0.21,0
Nutrizionista,Veneto,2019,1,0.23,0
Nutrizionista,Veneto,2019,2,0.32,0
Nutrizionista,Veneto,2019,3,0.32,0
Nutrizionista,Veneto,2019,4,0.44,0
Nutrizionista,Veneto,2019,5,0.32,0
Nutrizionista,Veneto,2019,6,0.22,0
Nutrizionista,Veneto,2019,7,0.23,0
Nutrizionista,Veneto,2019,8,0.36,0
Nutrizionista,Veneto,2019,9,0.28,0
Nutrizionista,Veneto,2019,10,0.23,0
Nutrizionista,Veneto,2019,11,0.19,0
Nutrizionista,Veneto,2020,3,0.1,0
Nutrizionista,Veneto,2020,2,0.13,0
Nutrizionista,Veneto,2020,1,0.3,0
Nutrizionista,Veneto,2020,0,0.39,0
Idraulico,Abruzzo,2019,0,0.04,0
Idraulico,Abruzzo,2019,1,0.03,0
Idraulico,Abruzzo,2019,2,0.02,0
Idraulico,Abruzzo,2019,3,0.02,0
Idraulico,Abruzzo,2019,4,0.05,0
Idraulico,Abruzzo,2019,5,0.04,0
Idraulico,Abruzzo,2019,6,0.05,0
Idraulico,Abruzzo,2019,7,0.05,0
Idraulico,Abruzzo,2019,8,0.05,0
Idraulico,Abruzzo,2019,9,0.04,0
Idraulico,Abruzzo,2019,10,0.05,0
Idraulico,Abruzzo,2019,11,0.04,0
Idraulico,Abruzzo,2020,3,0.02,0
Idraulico,Abruzzo,2020,2,0.03,0
Idraulico,Abruzzo,2020,1,0.04,0
Idraulico,Abruzzo,2020,0,0.03,0
Idraulico,Basilicata,2019,0,0.01,0
Idraulico,Basilicata,2019,1,0,0
Idraulico,Basilicata,2019,2,0,0
Idraulico,Basilicata,2019,3,0.01,0
Idraulico,Basilicata,2019,4,0.01,0
Idraulico,Basilicata,2019,5,0.01,0
Idraulico,Basilicata,2019,6,0.01,0
Idraulico,Basilicata,2019,7,0.01,0
Idraulico,Basilicata,2019,8,0.01,0
Idraulico,Basilicata,2019,9,0.01,0
Idraulico,Basilicata,2019,10,0.01,0
Idraulico,Basilicata,2019,11,0,0
Idraulico,Basilicata,2020,3,0,0
Idraulico,Basilicata,2020,1,0,0
Idraulico,Basilicata,2020,2,0,0
Idraulico,Basilicata,2020,0,0.01,0
Idraulico,Calabria,2019,0,0.02,0
Idraulico,Calabria,2019,1,0.02,0
Idraulico,Calabria,2019,2,0.03,0
Idraulico,Calabria,2019,3,0.02,0
Idraulico,Calabria,2019,4,0.02,0
Idraulico,Calabria,2019,5,0.03,0
Idraulico,Calabria,2019,6,0.03,0
Idraulico,Calabria,2019,7,0.04,0
Idraulico,Calabria,2019,8,0.02,0
Idraulico,Calabria,2019,9,0.03,0
Idraulico,Calabria,2019,10,0.01,0
Idraulico,Calabria,2019,11,0.02,0
Idraulico,Calabria,2020,3,0.01,0
Idraulico,Calabria,2020,2,0.02,0
Idraulico,Calabria,2020,1,0.01,0
Idraulico,Calabria,2020,0,0.02,0
Idraulico,Campania,2019,0,0.1,0
Idraulico,Campania,2019,1,0.1,0
Idraulico,Campania,2019,2,0.08,0
Idraulico,Campania,2019,3,0.08,0
Idraulico,Campania,2019,4,0.11,0
Idraulico,Campania,2019,5,0.12,0
Idraulico,Campania,2019,6,0.11,0
Idraulico,Campania,2019,7,0.09,0
Idraulico,Campania,2019,8,0.12,0
Idraulico,Campania,2019,9,0.1,0
Idraulico,Campania,2019,10,0.1,0
Idraulico,Campania,2019,11,0.1,0
Idraulico,Campania,2020,3,0.1,0
Idraulico,Campania,2020,2,0.14,0
Idraulico,Campania,2020,1,0.1,0
Idraulico,Campania,2020,0,0.11,0
Idraulico,Emilia-Romagna,2019,0,0.28,0
Idraulico,Emilia-Romagna,2019,1,0.23,0
Idraulico,Emilia-Romagna,2019,2,0.26,0
Idraulico,Emilia-Romagna,2019,3,0.19,0
Idraulico,Emilia-Romagna,2019,4,0.28,0
Idraulico,Emilia-Romagna,2019,5,0.29,0
Idraulico,Emilia-Romagna,2019,6,0.33,0
Idraulico,Emilia-Romagna,2019,7,0.24,0
Idraulico,Emilia-Romagna,2019,8,0.32,0
Idraulico,Emilia-Romagna,2019,9,0.38,0
Idraulico,Emilia-Romagna,2019,10,0.33,0
Idraulico,Emilia-Romagna,2019,11,0.26,0
Idraulico,Emilia-Romagna,2020,3,0.14,0
Idraulico,Emilia-Romagna,2020,2,0.16,0
Idraulico,Emilia-Romagna,2020,1,0.24,0
Idraulico,Emilia-Romagna,2020,0,0.34,0
Idraulico,Friuli Venezia Giulia,2019,0,0.04,0
Idraulico,Friuli Venezia Giulia,2019,1,0.05,0
Idraulico,Friuli Venezia Giulia,2019,2,0.06,0
Idraulico,Friuli Venezia Giulia,2019,3,0.03,0
Idraulico,Friuli Venezia Giulia,2019,4,0.04,0
Idraulico,Friuli Venezia Giulia,2019,5,0.05,0
Idraulico,Friuli Venezia Giulia,2019,6,0.06,0
Idraulico,Friuli Venezia Giulia,2019,7,0.05,0
Idraulico,Friuli Venezia Giulia,2019,8,0.06,0
Idraulico,Friuli Venezia Giulia,2019,9,0.04,0
Idraulico,Friuli Venezia Giulia,2019,10,0.05,0
Idraulico,Friuli Venezia Giulia,2019,11,0.06,0
Idraulico,Friuli Venezia Giulia,2020,3,0.04,0
Idraulico,Friuli Venezia Giulia,2020,2,0.04,0
Idraulico,Friuli Venezia Giulia,2020,1,0.05,0
Idraulico,Friuli Venezia Giulia,2020,0,0.05,0
Idraulico,Lazio,2019,0,0.43,0
Idraulico,Lazio,2019,1,0.32,0
Idraulico,Lazio,2019,2,0.31,0
Idraulico,Lazio,2019,3,0.26,0
Idraulico,Lazio,2019,4,0.39,0
Idraulico,Lazio,2019,5,0.32,0
Idraulico,Lazio,2019,6,0.41,0
Idraulico,Lazio,2019,7,0.32,0
Idraulico,Lazio,2019,8,0.36,0
Idraulico,Lazio,2019,9,0.38,0
Idraulico,Lazio,2019,10,0.4,0
Idraulico,Lazio,2019,11,0.31,0
Idraulico,Lazio,2020,3,0.24,0
Idraulico,Lazio,2020,2,0.23,0
Idraulico,Lazio,2020,1,0.32,0
Idraulico,Lazio,2020,0,0.39,0
Idraulico,Liguria,2019,0,0.06,0
Idraulico,Liguria,2019,1,0.06,0
Idraulico,Liguria,2019,2,0.06,0
Idraulico,Liguria,2019,3,0.06,0
Idraulico,Liguria,2019,4,0.04,0
Idraulico,Liguria,2019,5,0.06,0
Idraulico,Liguria,2019,6,0.08,0
Idraulico,Liguria,2019,7,0.06,0
Idraulico,Liguria,2019,8,0.04,0
Idraulico,Liguria,2019,9,0.06,0
Idraulico,Liguria,2019,10,0.08,0
Idraulico,Liguria,2019,11,0.04,0
Idraulico,Liguria,2020,3,0.04,0
Idraulico,Liguria,2020,2,0.04,0
Idraulico,Liguria,2020,1,0.06,0
Idraulico,Liguria,2020,0,0.06,0
Idraulico,Lombardia,2019,0,0.84,0
Idraulico,Lombardia,2019,1,0.72,0
Idraulico,Lombardia,2019,2,0.76,0
Idraulico,Lombardia,2019,3,0.69,0
Idraulico,Lombardia,2019,4,0.9,0
Idraulico,Lombardia,2019,5,1,0
Idraulico,Lombardia,2019,6,0.94,0
Idraulico,Lombardia,2019,7,0.78,0
Idraulico,Lombardia,2019,8,0.92,0
Idraulico,Lombardia,2019,9,1,0
Idraulico,Lombardia,2019,10,0.96,0
Idraulico,Lombardia,2019,11,0.73,0
Idraulico,Lombardia,2020,3,0.48,0
Idraulico,Lombardia,2020,2,0.53,0
Idraulico,Lombardia,2020,1,0.78,0
Idraulico,Lombardia,2020,0,0.92,0
Idraulico,Marche,2019,0,0.06,0
Idraulico,Marche,2019,1,0.05,0
Idraulico,Marche,2019,2,0.04,0
Idraulico,Marche,2019,3,0.04,0
Idraulico,Marche,2019,4,0.04,0
Idraulico,Marche,2019,5,0.05,0
Idraulico,Marche,2019,6,0.05,0
Idraulico,Marche,2019,7,0.06,0
Idraulico,Marche,2019,8,0.05,0
Idraulico,Marche,2019,9,0.06,0
Idraulico,Marche,2019,10,0.05,0
Idraulico,Marche,2019,11,0.04,0
Idraulico,Marche,2020,3,0.04,0
Idraulico,Marche,2020,2,0.03,0
Idraulico,Marche,2020,1,0.06,0
Idraulico,Marche,2020,0,0.06,0
Idraulico,Molise,2019,0,0,0
Idraulico,Molise,2019,1,0,0
Idraulico,Molise,2019,2,0,0
Idraulico,Molise,2019,3,0,0
Idraulico,Molise,2019,4,0,0
Idraulico,Molise,2019,5,0,0
Idraulico,Molise,2019,6,0.01,0
Idraulico,Molise,2019,7,0.01,0
Idraulico,Molise,2019,8,0.01,0
Idraulico,Molise,2019,9,0,0
Idraulico,Molise,2019,10,0,0
Idraulico,Molise,2019,11,0,0
Idraulico,Molise,2020,2,0,0
Idraulico,Molise,2020,3,0,0
Idraulico,Molise,2020,1,0,0
Idraulico,Molise,2020,0,0,0
Idraulico,Piemonte,2019,0,0.15,0
Idraulico,Piemonte,2019,1,0.14,0
Idraulico,Piemonte,2019,2,0.15,0
Idraulico,Piemonte,2019,3,0.12,0
Idraulico,Piemonte,2019,4,0.18,0
Idraulico,Piemonte,2019,5,0.17,0
Idraulico,Piemonte,2019,6,0.23,0
Idraulico,Piemonte,2019,7,0.17,0
Idraulico,Piemonte,2019,8,0.22,0
Idraulico,Piemonte,2019,9,0.21,0
Idraulico,Piemonte,2019,10,0.2,0
Idraulico,Piemonte,2019,11,0.14,0
Idraulico,Piemonte,2020,3,0.09,0
Idraulico,Piemonte,2020,2,0.12,0
Idraulico,Piemonte,2020,1,0.17,0
Idraulico,Piemonte,2020,0,0.2,0
Idraulico,Puglia,2019,0,0.07,0
Idraulico,Puglia,2019,1,0.06,0
Idraulico,Puglia,2019,2,0.06,0
Idraulico,Puglia,2019,3,0.05,0
Idraulico,Puglia,2019,4,0.05,0
Idraulico,Puglia,2019,5,0.07,0
Idraulico,Puglia,2019,6,0.08,0
Idraulico,Puglia,2019,7,0.08,0
Idraulico,Puglia,2019,8,0.07,0
Idraulico,Puglia,2019,9,0.05,0
Idraulico,Puglia,2019,10,0.05,0
Idraulico,Puglia,2019,11,0.03,0
Idraulico,Puglia,2020,3,0.03,0
Idraulico,Puglia,2020,2,0.05,0
Idraulico,Puglia,2020,1,0.05,0
Idraulico,Puglia,2020,0,0.06,0
Idraulico,Sardegna,2019,0,0.04,0
Idraulico,Sardegna,2019,1,0.04,0
Idraulico,Sardegna,2019,2,0.05,0
Idraulico,Sardegna,2019,3,0.04,0
Idraulico,Sardegna,2019,4,0.04,0
Idraulico,Sardegna,2019,5,0.05,0
Idraulico,Sardegna,2019,6,0.07,0
Idraulico,Sardegna,2019,7,0.06,0
Idraulico,Sardegna,2019,8,0.07,0
Idraulico,Sardegna,2019,9,0.06,0
Idraulico,Sardegna,2019,10,0.06,0
Idraulico,Sardegna,2019,11,0.05,0
Idraulico,Sardegna,2020,3,0.06,0
Idraulico,Sardegna,2020,2,0.04,0
Idraulico,Sardegna,2020,1,0.06,0
Idraulico,Sardegna,2020,0,0.06,0
Idraulico,Sicilia,2019,0,0.05,0
Idraulico,Sicilia,2019,1,0.06,0
Idraulico,Sicilia,2019,2,0.07,0
Idraulico,Sicilia,2019,3,0.05,0
Idraulico,Sicilia,2019,4,0.07,0
Idraulico,Sicilia,2019,5,0.07,0
Idraulico,Sicilia,2019,6,0.1,0
Idraulico,Sicilia,2019,7,0.09,0
Idraulico,Sicilia,2019,8,0.09,0
Idraulico,Sicilia,2019,9,0.08,0
Idraulico,Sicilia,2019,10,0.08,0
Idraulico,Sicilia,2019,11,0.08,0
Idraulico,Sicilia,2020,3,0.06,0
Idraulico,Sicilia,2020,2,0.08,0
Idraulico,Sicilia,2020,1,0.05,0
Idraulico,Sicilia,2020,0,0.08,0
Idraulico,Toscana,2019,0,0.15,0
Idraulico,Toscana,2019,1,0.14,0
Idraulico,Toscana,2019,2,0.14,0
Idraulico,Toscana,2019,3,0.12,0
Idraulico,Toscana,2019,4,0.15,0
Idraulico,Toscana,2019,5,0.14,0
Idraulico,Toscana,2019,6,0.22,0
Idraulico,Toscana,2019,7,0.16,0
Idraulico,Toscana,2019,8,0.15,0
Idraulico,Toscana,2019,9,0.15,0
Idraulico,Toscana,2019,10,0.17,0
Idraulico,Toscana,2019,11,0.16,0
Idraulico,Toscana,2020,3,0.09,0
