ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets
Idraulico,Trentino-Alto Adige,2020,2,0.21
Idraulico,Trentino-Alto Adige,2020,3,0.16
Idraulico,Umbria,2019,0,0.04
Idraulico,Umbria,2019,1,0.06
Idraulico,Umbria,2019,2,0.09
Idraulico,Umbria,2019,3,0.04
Idraulico,Umbria,2019,4,0.06
Idraulico,Umbria,2019,5,0.11
Idraulico,Umbria,2019,6,0.11
Idraulico,Umbria,2019,7,0.07
Idraulico,Umbria,2019,8,0.10
Idraulico,Umbria,2019,9,0.10
Idraulico,Umbria,2019,10,0.11
Idraulico,Umbria,2019,11,0.09
Idraulico,Umbria,2020,0,0.39
Idraulico,Umbria,2020,1,0.28
Idraulico,Umbria,2020,2,0.21
Idraulico,Umbria,2020,3,0.12
Idraulico,Valle d'Aosta,2019,0,0.11
Idraulico,Valle d'Aosta,2019,1,0.08
Idraulico,Valle d'Aosta,2019,2,0.03
Idraulico,Valle d'Aosta,2019,3,0.14
Idraulico,Valle d'Aosta,2019,4,0.08
Idraulico,Valle d'Aosta,2019,5,0.08
Idraulico,Valle d'Aosta,2019,6,0.03
Idraulico,Valle d'Aosta,2019,7,0.14
Idraulico,Valle d'Aosta,2019,8,0.08
Idraulico,Valle d'Aosta,2019,9,0.05
Idraulico,Valle d'Aosta,2019,10,0.11
Idraulico,Valle d'Aosta,2019,11,0.08
Idraulico,Valle d'Aosta,2020,0,0.50
Idraulico,Valle d'Aosta,2020,1,0.17
Idraulico,Valle d'Aosta,2020,2,0.17
Idraulico,Valle d'Aosta,2020,3,0.17
Idraulico,Veneto,2019,0,0.08
Idraulico,Veneto,2019,1,0.07
Idraulico,Veneto,2019,2,0.09
Idraulico,Veneto,2019,3,0.07
Idraulico,Veneto,2019,4,0.08
Idraulico,Veneto,2019,5,0.11
Idraulico,Veneto,2019,6,0.09
Idraulico,Veneto,2019,7,0.06
Idraulico,Veneto,2019,8,0.08
Idraulico,Veneto,2019,9,0.11
Idraulico,Veneto,2019,10,0.09
Idraulico,Veneto,2019,11,0.07
Idraulico,Veneto,2020,0,0.38
Idraulico,Veneto,2020,1,0.28
Idraulico,Veneto,2020,2,0.16
Idraulico,Veneto,2020,3,0.17
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,0,0.06
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,1,0.06
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,3,0.12
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,4,0.12
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,5,0.09
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,9,0.09
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2020,0,0.30
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2020,1,0.26
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2020,2,0.18
Imbiancatura o tinteggiatura pareti interne,Abruzzo,2020,3,0.26
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,0,0.13
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,1,0.04
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,2,0.21
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,3,0.07
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,4,0.06
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,5,0.13
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,7,0.08
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,9,0.03
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,10,0.05
Imbiancatura o tinteggiatura pareti interne,Basilicata,2019,11,0.02
Imbiancatura o tinteggiatura pareti interne,Basilicata,2020,0,0.21
Imbiancatura o tinteggiatura pareti interne,Basilicata,2020,1,0.25
Imbiancatura o tinteggiatura pareti interne,Basilicata,2020,2,0.36
Imbiancatura o tinteggiatura pareti interne,Basilicata,2020,3,0.18
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,0,0.12
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,3,0.11
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,4,0.07
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,5,0.09
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,7,0.05
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,8,0.11
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,9,0.09
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Calabria,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Calabria,2020,0,0.28
Imbiancatura o tinteggiatura pareti interne,Calabria,2020,1,0.27
Imbiancatura o tinteggiatura pareti interne,Calabria,2020,2,0.23
Imbiancatura o tinteggiatura pareti interne,Calabria,2020,3,0.22
Imbiancatura o tinteggiatura pareti interne,Campania,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Campania,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Campania,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Campania,2019,3,0.11
Imbiancatura o tinteggiatura pareti interne,Campania,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Campania,2019,5,0.11
Imbiancatura o tinteggiatura pareti interne,Campania,2019,6,0.05
Imbiancatura o tinteggiatura pareti interne,Campania,2019,7,0.04
Imbiancatura o tinteggiatura pareti interne,Campania,2019,8,0.10
Imbiancatura o tinteggiatura pareti interne,Campania,2019,9,0.10
Imbiancatura o tinteggiatura pareti interne,Campania,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Campania,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Campania,2020,0,0.27
Imbiancatura o tinteggiatura pareti interne,Campania,2020,1,0.30
Imbiancatura o tinteggiatura pareti interne,Campania,2020,2,0.20
Imbiancatura o tinteggiatura pareti interne,Campania,2020,3,0.22
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,3,0.09
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,5,0.10
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,7,0.08
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2020,0,0.26
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2020,1,0.30
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2020,2,0.19
Imbiancatura o tinteggiatura pareti interne,Emilia-Romagna,2020,3,0.25
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,2,0.14
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,3,0.11
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,4,0.10
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,5,0.12
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,8,0.07
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2020,0,0.21
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2020,1,0.35
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2020,2,0.18
Imbiancatura o tinteggiatura pareti interne,Friuli Venezia Giulia,2020,3,0.26
Imbiancatura o tinteggiatura pareti interne,Italia,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Italia,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Italia,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Italia,2019,3,0.10
Imbiancatura o tinteggiatura pareti interne,Italia,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Italia,2019,5,0.09
Imbiancatura o tinteggiatura pareti interne,Italia,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Italia,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Italia,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Italia,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Italia,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Italia,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Italia,2020,0,0.25
Imbiancatura o tinteggiatura pareti interne,Italia,2020,1,0.31
Imbiancatura o tinteggiatura pareti interne,Italia,2020,2,0.19
Imbiancatura o tinteggiatura pareti interne,Italia,2020,3,0.25
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,3,0.10
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,4,0.12
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,5,0.09
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,8,0.10
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Lazio,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Lazio,2020,0,0.25
Imbiancatura o tinteggiatura pareti interne,Lazio,2020,1,0.30
Imbiancatura o tinteggiatura pareti interne,Lazio,2020,2,0.22
Imbiancatura o tinteggiatura pareti interne,Lazio,2020,3,0.23
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,3,0.09
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,4,0.09
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,5,0.08
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,8,0.10
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,9,0.11
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,10,0.08
Imbiancatura o tinteggiatura pareti interne,Liguria,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Liguria,2020,0,0.28
Imbiancatura o tinteggiatura pareti interne,Liguria,2020,1,0.32
Imbiancatura o tinteggiatura pareti interne,Liguria,2020,2,0.19
Imbiancatura o tinteggiatura pareti interne,Liguria,2020,3,0.21
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,0,0.09
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,3,0.10
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,5,0.10
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Lombardia,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Lombardia,2020,0,0.25
Imbiancatura o tinteggiatura pareti interne,Lombardia,2020,1,0.32
Imbiancatura o tinteggiatura pareti interne,Lombardia,2020,2,0.18
Imbiancatura o tinteggiatura pareti interne,Lombardia,2020,3,0.25
Imbiancatura o tinteggiatura pareti interne,Marche,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Marche,2019,1,0.09
Imbiancatura o tinteggiatura pareti interne,Marche,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Marche,2019,3,0.12
Imbiancatura o tinteggiatura pareti interne,Marche,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Marche,2019,5,0.08
Imbiancatura o tinteggiatura pareti interne,Marche,2019,6,0.07
Imbiancatura o tinteggiatura pareti interne,Marche,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Marche,2019,8,0.08
Imbiancatura o tinteggiatura pareti interne,Marche,2019,9,0.09
Imbiancatura o tinteggiatura pareti interne,Marche,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Marche,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Marche,2020,0,0.23
Imbiancatura o tinteggiatura pareti interne,Marche,2020,1,0.33
Imbiancatura o tinteggiatura pareti interne,Marche,2020,2,0.21
Imbiancatura o tinteggiatura pareti interne,Marche,2020,3,0.24
Imbiancatura o tinteggiatura pareti interne,Molise,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Molise,2019,1,0.04
Imbiancatura o tinteggiatura pareti interne,Molise,2019,2,0.08
Imbiancatura o tinteggiatura pareti interne,Molise,2019,3,0.12
Imbiancatura o tinteggiatura pareti interne,Molise,2019,4,0.08
Imbiancatura o tinteggiatura pareti interne,Molise,2019,5,0.14
Imbiancatura o tinteggiatura pareti interne,Molise,2019,6,0.02
Imbiancatura o tinteggiatura pareti interne,Molise,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Molise,2019,8,0.12
Imbiancatura o tinteggiatura pareti interne,Molise,2019,9,0.14
Imbiancatura o tinteggiatura pareti interne,Molise,2019,10,0.02
Imbiancatura o tinteggiatura pareti interne,Molise,2019,11,0.08
Imbiancatura o tinteggiatura pareti interne,Molise,2020,0,0.17
Imbiancatura o tinteggiatura pareti interne,Molise,2020,1,0.33
Imbiancatura o tinteggiatura pareti interne,Molise,2020,2,0.21
Imbiancatura o tinteggiatura pareti interne,Molise,2020,3,0.29
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,0,0.09
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,3,0.09
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,4,0.12
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,5,0.09
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Piemonte,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Piemonte,2020,0,0.27
Imbiancatura o tinteggiatura pareti interne,Piemonte,2020,1,0.31
Imbiancatura o tinteggiatura pareti interne,Piemonte,2020,2,0.17
Imbiancatura o tinteggiatura pareti interne,Piemonte,2020,3,0.25
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,3,0.10
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,4,0.12
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,5,0.08
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,6,0.09
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,8,0.08
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,9,0.09
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Puglia,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Puglia,2020,0,0.27
Imbiancatura o tinteggiatura pareti interne,Puglia,2020,1,0.27
Imbiancatura o tinteggiatura pareti interne,Puglia,2020,2,0.19
Imbiancatura o tinteggiatura pareti interne,Puglia,2020,3,0.27
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,0,0.06
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,1,0.08
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,2,0.15
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,3,0.10
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,4,0.09
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,5,0.06
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,7,0.08
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,8,0.10
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,10,0.08
Imbiancatura o tinteggiatura pareti interne,Sardegna,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Sardegna,2020,0,0.23
Imbiancatura o tinteggiatura pareti interne,Sardegna,2020,1,0.36
Imbiancatura o tinteggiatura pareti interne,Sardegna,2020,2,0.23
Imbiancatura o tinteggiatura pareti interne,Sardegna,2020,3,0.18
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,0,0.08
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,3,0.11
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,4,0.12
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,5,0.08
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Sicilia,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Sicilia,2020,0,0.24
Imbiancatura o tinteggiatura pareti interne,Sicilia,2020,1,0.31
Imbiancatura o tinteggiatura pareti interne,Sicilia,2020,2,0.21
Imbiancatura o tinteggiatura pareti interne,Sicilia,2020,3,0.24
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,0,0.09
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,3,0.11
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,5,0.08
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,10,0.06
Imbiancatura o tinteggiatura pareti interne,Toscana,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Toscana,2020,0,0.25
Imbiancatura o tinteggiatura pareti interne,Toscana,2020,1,0.30
Imbiancatura o tinteggiatura pareti interne,Toscana,2020,2,0.23
Imbiancatura o tinteggiatura pareti interne,Toscana,2020,3,0.22
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,0,0.06
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,2,0.13
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,3,0.13
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,4,0.14
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,5,0.08
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,7,0.08
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,8,0.07
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,9,0.07
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,10,0.05
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2020,0,0.35
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2020,1,0.29
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2020,2,0.11
Imbiancatura o tinteggiatura pareti interne,Trentino-Alto Adige,2020,3,0.25
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,0,0.09
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,2,0.11
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,3,0.12
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,4,0.09
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,5,0.06
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,7,0.07
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,8,0.12
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,9,0.08
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,10,0.09
Imbiancatura o tinteggiatura pareti interne,Umbria,2019,11,0.03
Imbiancatura o tinteggiatura pareti interne,Umbria,2020,0,0.17
Imbiancatura o tinteggiatura pareti interne,Umbria,2020,1,0.37
Imbiancatura o tinteggiatura pareti interne,Umbria,2020,2,0.20
Imbiancatura o tinteggiatura pareti interne,Umbria,2020,3,0.27
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,0,0.09
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,1,0.09
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,2,0.16
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,3,0.09
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,4,0.07
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,5,0.14
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,6,0.05
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,7,0.05
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,8,0.16
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,9,0.05
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2019,11,0.00
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2020,0,0.08
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2020,1,0.42
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2020,2,0.00
Imbiancatura o tinteggiatura pareti interne,Valle d'Aosta,2020,3,0.50
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,0,0.09
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,1,0.07
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,2,0.12
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,3,0.10
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,4,0.11
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,5,0.10
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,6,0.08
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,7,0.06
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,8,0.09
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,9,0.07
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,10,0.07
Imbiancatura o tinteggiatura pareti interne,Veneto,2019,11,0.04
Imbiancatura o tinteggiatura pareti interne,Veneto,2020,0,0.23
Imbiancatura o tinteggiatura pareti interne,Veneto,2020,1,0.29
Imbiancatura o tinteggiatura pareti interne,Veneto,2020,2,0.20
Imbiancatura o tinteggiatura pareti interne,Veneto,2020,3,0.28
Installazione aria condizionata,Abruzzo,2019,0,0.03
Installazione aria condizionata,Abruzzo,2019,1,0.04
Installazione aria condizionata,Abruzzo,2019,2,0.05
Installazione aria condizionata,Abruzzo,2019,3,0.07
Installazione aria condizionata,Abruzzo,2019,4,0.08
Installazione aria condizionata,Abruzzo,2019,5,0.24
Installazione aria condizionata,Abruzzo,2019,6,0.26
Installazione aria condizionata,Abruzzo,2019,7,0.07
Installazione aria condizionata,Abruzzo,2019,8,0.04
Installazione aria condizionata,Abruzzo,2019,9,0.03
Installazione aria condizionata,Abruzzo,2019,10,0.05
Installazione aria condizionata,Abruzzo,2019,11,0.04
Installazione aria condizionata,Abruzzo,2020,0,0.19
Installazione aria condizionata,Abruzzo,2020,1,0.33
Installazione aria condizionata,Abruzzo,2020,2,0.28
Installazione aria condizionata,Abruzzo,2020,3,0.20
Installazione aria condizionata,Basilicata,2019,0,0.06
Installazione aria condizionata,Basilicata,2019,1,0.04
Installazione aria condizionata,Basilicata,2019,2,0.06
Installazione aria condizionata,Basilicata,2019,3,0.08
Installazione aria condizionata,Basilicata,2019,4,0.06
Installazione aria condizionata,Basilicata,2019,5,0.26
Installazione aria condizionata,Basilicata,2019,6,0.13
Installazione aria condizionata,Basilicata,2019,7,0.11
