,geoName,apprendre le dessin
3,Brittany,0.0
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,73.68421052631578
18,Provence-Alpes-Côte d'Azur,44.44444444444444
21,Île-de-France,60.81871345029239
22,Grand-est,0.0
23,Hauts-de-france,32.748538011695906
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,23.00194931773879
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,25.730994152046783
