date,bouquet mariée
2018-01-07,0.4788732394366197
2018-01-14,0.22535211267605634
2018-01-21,0.7816901408450704
2018-01-28,0.31690140845070425
2018-02-04,0.15492957746478872
2018-02-11,0.6338028169014085
2018-02-18,0.15492957746478872
2018-02-25,0.4647887323943662
2018-03-04,0.38028169014084506
2018-03-11,0.5633802816901409
2018-03-18,0.15492957746478872
2018-03-25,0.9225352112676056
2018-04-01,0.1619718309859155
2018-04-08,0.704225352112676
2018-04-15,0.176056338028169
2018-04-22,0.5070422535211268
2018-04-29,0.31690140845070425
2018-05-06,0.16901408450704225
2018-05-13,0.8450704225352113
2018-05-20,0.33098591549295775
2018-05-27,0.23943661971830985
2018-06-03,0.9929577464788732
2018-06-10,0.7253521126760564
2018-06-17,0.33098591549295775
2018-06-24,0.7676056338028169
2018-07-01,0.1619718309859155
2018-07-08,0.1619718309859155
2018-07-15,0.4295774647887324
2018-07-22,0.5140845070422535
2018-07-29,0.704225352112676
2018-08-05,0.6338028169014085
2018-08-12,0.18309859154929578
2018-08-19,0.0
2018-08-26,0.16901408450704225
2018-09-02,0.16901408450704225
2018-09-09,0.33098591549295775
2018-09-16,0.676056338028169
2018-09-23,0.16901408450704225
2018-09-30,0.33098591549295775
2018-10-07,0.16901408450704225
2018-10-14,0.0
2018-10-21,0.16901408450704225
2018-10-28,0.6690140845070423
2018-11-04,0.1619718309859155
2018-11-11,0.5070422535211268
2018-11-18,0.31690140845070425
2018-11-25,0.0
2018-12-02,0.31690140845070425
2018-12-09,0.1619718309859155
2018-12-16,0.5140845070422535
2018-12-23,0.0
2018-12-30,0.16901408450704225
2019-01-06,0.3873239436619718
2019-01-13,0.15492957746478872
2019-01-20,0.45774647887323944
2019-01-27,0.0
2019-02-03,0.15492957746478872
2019-02-10,0.30985915492957744
2019-02-17,0.24647887323943662
2019-02-24,1.0
2019-03-03,0.0
2019-03-10,0.2323943661971831
2019-03-17,0.0
2019-03-24,0.6549295774647887
2019-03-31,0.3380281690140845
2019-04-07,0.29577464788732394
2019-04-14,0.8591549295774648
2019-04-21,0.45774647887323944
2019-04-28,0.14788732394366197
2019-05-05,0.21830985915492956
2019-05-12,0.29577464788732394
2019-05-19,0.4788732394366197
2019-05-26,0.2323943661971831
2019-06-02,0.3028169014084507
2019-06-09,0.9295774647887324
2019-06-16,0.647887323943662
2019-06-23,0.15492957746478872
2019-06-30,0.22535211267605634
2019-07-07,0.0
2019-07-14,0.14788732394366197
2019-07-21,0.49295774647887325
2019-07-28,0.7464788732394366
2019-08-04,0.1619718309859155
2019-08-11,0.5070422535211268
2019-08-18,0.5070422535211268
2019-08-25,0.4014084507042254
2019-09-01,0.4647887323943662
2019-09-08,0.29577464788732394
2019-09-15,0.14788732394366197
2019-09-22,0.14084507042253522
2019-09-29,0.14788732394366197
2019-10-06,0.29577464788732394
2019-10-13,0.2887323943661972
2019-10-20,0.30985915492957744
2019-10-27,0.7394366197183099
2019-11-03,0.13380281690140844
2019-11-10,0.14084507042253522
2019-11-17,0.14084507042253522
2019-11-24,0.2676056338028169
2019-12-01,0.2676056338028169
2019-12-08,0.19718309859154928
2019-12-15,0.3028169014084507
2019-12-22,0.29577464788732394
2019-12-29,0.0
2020-01-05,0.5492957746478874
2020-01-12,0.4154929577464789
2020-01-19,0.19718309859154928
2020-01-26,0.5352112676056338
2020-02-02,0.4084507042253521
2020-02-09,0.31690140845070425
2020-02-16,0.1267605633802817
2020-02-23,0.24647887323943662
2020-03-01,0.1267605633802817
2020-03-08,0.19014084507042253
2020-03-15,0.11971830985915492
2020-03-22,0.11971830985915492
2020-03-29,0.176056338028169
2020-04-05,0.11971830985915492
2020-04-12,0.0
