date,Catering,isPartial
2018-01-07,54,False
2018-01-14,54,False
2018-01-21,58,False
2018-01-28,60,False
2018-02-04,81,False
2018-02-11,0,False
2018-02-18,29,False
2018-02-25,40,False
2018-03-04,65,False
2018-03-11,12,False
2018-03-18,30,False
2018-03-25,30,False
2018-04-01,68,False
2018-04-08,34,False
2018-04-15,74,False
2018-04-22,40,False
2018-04-29,34,False
2018-05-06,69,False
2018-05-13,65,False
2018-05-20,70,False
2018-05-27,57,False
2018-06-03,40,False
2018-06-10,68,False
2018-06-17,55,False
2018-06-24,82,False
2018-07-01,29,False
2018-07-08,74,False
2018-07-15,48,False
2018-07-22,29,False
2018-07-29,46,False
2018-08-05,28,False
2018-08-12,45,False
2018-08-19,42,False
2018-08-26,46,False
2018-09-02,68,False
2018-09-09,93,False
2018-09-16,89,False
2018-09-23,72,False
2018-09-30,52,False
2018-10-07,55,False
2018-10-14,38,False
2018-10-21,58,False
2018-10-28,43,False
2018-11-04,63,False
2018-11-11,61,False
2018-11-18,38,False
2018-11-25,48,False
2018-12-02,43,False
2018-12-09,48,False
2018-12-16,68,False
2018-12-23,41,False
2018-12-30,61,False
2019-01-06,53,False
2019-01-13,63,False
2019-01-20,38,False
2019-01-27,63,False
2019-02-03,59,False
2019-02-10,58,False
2019-02-17,82,False
2019-02-24,46,False
2019-03-03,70,False
2019-03-10,78,False
2019-03-17,49,False
2019-03-24,29,False
2019-03-31,77,False
2019-04-07,58,False
2019-04-14,43,False
2019-04-21,64,False
2019-04-28,51,False
2019-05-05,34,False
2019-05-12,56,False
2019-05-19,55,False
2019-05-26,27,False
2019-06-02,22,False
2019-06-09,55,False
2019-06-16,80,False
2019-06-23,47,False
2019-06-30,51,False
2019-07-07,43,False
2019-07-14,44,False
2019-07-21,28,False
2019-07-28,39,False
2019-08-04,62,False
2019-08-11,39,False
2019-08-18,17,False
2019-08-25,60,False
2019-09-01,47,False
2019-09-08,50,False
2019-09-15,43,False
2019-09-22,64,False
2019-09-29,48,False
2019-10-06,43,False
2019-10-13,54,False
2019-10-20,67,False
2019-10-27,69,False
2019-11-03,57,False
2019-11-10,42,False
2019-11-17,52,False
2019-11-24,60,False
2019-12-01,20,False
2019-12-08,98,False
2019-12-15,43,False
2019-12-22,57,False
2019-12-29,46,False
2020-01-05,47,False
2020-01-12,34,False
2020-01-19,47,False
2020-01-26,100,False
2020-02-02,40,False
2020-02-09,55,False
2020-02-16,58,False
2020-02-23,33,False
2020-03-01,33,False
2020-03-08,28,False
2020-03-15,9,False
2020-03-22,16,False
2020-03-29,21,False
2020-04-05,39,False
2020-04-12,61,True
