date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,30,20,12,52,12,False
2018-01-14,39,31,20,35,16,False
2018-01-21,54,28,24,32,12,False
2018-01-28,12,18,20,56,28,False
2018-02-04,20,24,20,18,19,False
2018-02-11,25,21,29,44,25,False
2018-02-18,17,25,42,17,31,False
2018-02-25,36,18,18,57,12,False
2018-03-04,12,12,48,20,20,False
2018-03-11,31,21,25,37,12,False
2018-03-18,37,24,29,37,19,False
2018-03-25,24,0,28,30,18,False
2018-04-01,13,26,81,43,26,False
2018-04-08,0,12,50,46,12,False
2018-04-15,22,0,53,33,13,False
2018-04-22,12,30,48,54,28,False
2018-04-29,19,17,58,35,31,False
2018-05-06,12,0,64,36,24,False
2018-05-13,16,12,57,33,12,False
2018-05-20,29,20,37,31,12,False
2018-05-27,12,18,43,32,24,False
2018-06-03,18,12,43,31,18,False
2018-06-10,22,11,41,22,22,False
2018-06-17,37,16,24,28,12,False
2018-06-24,0,24,12,28,0,False
2018-07-01,12,12,19,39,23,False
2018-07-08,12,18,16,29,35,False
2018-07-15,24,18,20,27,20,False
2018-07-22,23,27,12,39,0,False
2018-07-29,12,34,27,19,52,False
2018-08-05,22,25,33,26,15,False
2018-08-12,40,28,11,49,11,False
2018-08-19,12,29,23,43,17,False
2018-08-26,27,35,31,43,23,False
2018-09-02,20,47,12,52,24,False
2018-09-09,27,51,24,28,29,False
2018-09-16,24,24,18,36,36,False
2018-09-23,41,30,12,37,37,False
2018-09-30,30,24,24,20,12,False
2018-10-07,19,25,38,34,26,False
2018-10-14,43,37,12,20,20,False
2018-10-21,38,17,19,42,19,False
2018-10-28,24,24,18,42,24,False
2018-11-04,18,43,12,35,16,False
2018-11-11,12,24,24,20,25,False
2018-11-18,24,35,0,30,29,False
2018-11-25,16,32,12,64,24,False
2018-12-02,24,18,30,32,41,False
2018-12-09,24,12,20,30,40,False
2018-12-16,31,31,0,33,50,False
2018-12-23,14,19,14,19,23,False
2018-12-30,17,13,22,56,13,False
2019-01-06,30,24,24,44,20,False
2019-01-13,12,20,12,40,12,False
2019-01-20,27,12,23,27,12,False
2019-01-27,17,17,11,40,12,False
2019-02-03,24,24,18,24,28,False
2019-02-10,21,26,38,55,32,False
2019-02-17,17,13,47,26,13,False
2019-02-24,14,20,58,20,27,False
2019-03-03,24,30,85,49,12,False
2019-03-10,12,16,52,28,24,False
2019-03-17,31,0,79,33,19,False
2019-03-24,12,12,55,28,12,False
2019-03-31,21,11,53,18,14,False
2019-04-07,10,14,38,42,21,False
2019-04-14,15,11,47,29,18,False
2019-04-21,27,16,25,11,10,False
2019-04-28,10,20,33,24,30,False
2019-05-05,10,20,47,20,20,False
2019-05-12,30,20,61,31,25,False
2019-05-19,15,17,33,27,15,False
2019-05-26,14,21,62,24,14,False
2019-06-02,16,14,25,28,16,False
2019-06-09,19,19,16,15,16,False
2019-06-16,20,20,30,34,15,False
2019-06-23,10,20,23,23,0,False
2019-06-30,16,34,29,14,19,False
2019-07-07,14,10,28,13,16,False
2019-07-14,10,14,16,48,19,False
2019-07-21,10,17,17,20,15,False
2019-07-28,11,21,16,32,11,False
2019-08-04,23,23,17,34,13,False
2019-08-11,49,23,24,30,10,False
2019-08-18,10,31,21,38,17,False
2019-08-25,10,36,13,26,15,False
2019-09-01,16,23,13,30,10,False
2019-09-08,19,29,16,34,19,False
2019-09-15,14,31,9,28,18,False
2019-09-22,14,21,24,40,36,False
2019-09-29,21,21,18,49,24,False
2019-10-06,23,33,24,30,16,False
2019-10-13,13,30,10,15,20,False
2019-10-20,13,25,17,30,10,False
2019-10-27,24,16,19,32,26,False
2019-11-03,18,18,15,36,18,False
2019-11-10,16,19,0,28,31,False
2019-11-17,27,23,20,20,57,False
2019-11-24,14,33,10,22,26,False
2019-12-01,20,0,15,25,46,False
2019-12-08,24,10,13,45,42,False
2019-12-15,10,10,10,10,59,False
2019-12-22,21,11,11,42,21,False
2019-12-29,20,10,20,24,13,False
2020-01-05,9,19,19,41,19,False
2020-01-12,12,15,23,48,21,False
2020-01-19,28,23,46,42,23,False
2020-01-26,12,32,30,43,15,False
2020-02-02,16,19,19,25,25,False
2020-02-09,9,14,37,68,9,False
2020-02-16,12,22,28,51,19,False
2020-02-23,9,23,21,43,28,False
2020-03-01,24,15,33,42,15,False
2020-03-08,18,13,38,59,17,False
2020-03-15,20,42,62,11,0,False
2020-03-22,33,61,66,36,17,False
2020-03-29,25,47,68,25,0,False
2020-04-05,30,24,95,27,8,False
2020-04-12,30,19,85,16,0,False
2020-04-19,27,14,65,25,8,False
2020-04-26,8,13,70,31,16,False
2020-05-03,24,8,88,48,13,False
2020-05-10,16,16,41,44,8,False
2020-05-17,15,9,100,50,9,False
2020-05-24,9,17,43,40,13,False
2020-05-31,16,8,46,30,16,False
2020-06-07,8,14,25,49,12,False
2020-06-14,0,29,20,59,20,True
