date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,32,26,21,74,24,False
2018-01-14,37,55,16,74,32,False
2018-01-21,63,42,37,53,16,False
2018-01-28,37,24,48,53,27,False
2018-02-04,37,48,40,43,40,False
2018-02-11,37,32,24,47,40,False
2018-02-18,47,31,42,47,42,False
2018-02-25,23,39,31,15,31,False
2018-03-04,43,48,32,32,27,False
2018-03-11,37,32,37,90,32,False
2018-03-18,37,24,59,85,32,False
2018-03-25,43,43,57,60,24,False
2018-04-01,38,33,49,49,32,False
2018-04-08,41,15,31,56,15,False
2018-04-15,33,33,45,50,17,False
2018-04-22,17,25,33,50,25,False
2018-04-29,48,40,37,43,40,False
2018-05-06,37,48,37,75,16,False
2018-05-13,47,16,55,53,0,False
2018-05-20,57,32,49,43,24,False
2018-05-27,37,26,79,63,37,False
2018-06-03,32,40,16,68,32,False
2018-06-10,30,25,25,61,23,False
2018-06-17,27,16,16,38,16,False
2018-06-24,16,16,21,68,24,False
2018-07-01,47,31,16,57,37,False
2018-07-08,41,23,54,47,16,False
2018-07-15,48,37,37,59,32,False
2018-07-22,24,24,16,100,32,False
2018-07-29,52,39,31,26,31,False
2018-08-05,45,25,0,35,15,False
2018-08-12,15,41,16,62,26,False
2018-08-19,26,40,32,58,24,False
2018-08-26,32,53,16,69,32,False
2018-09-02,43,75,16,75,38,False
2018-09-09,70,60,27,76,24,False
2018-09-16,54,49,16,82,25,False
2018-09-23,55,44,33,49,25,False
2018-09-30,33,27,16,55,33,False
2018-10-07,65,41,0,65,25,False
2018-10-14,25,17,0,68,17,False
2018-10-21,40,26,17,26,40,False
2018-10-28,24,33,16,41,0,False
2018-11-04,40,32,32,40,16,False
2018-11-11,17,25,33,84,0,False
2018-11-18,37,27,16,48,38,False
2018-11-25,66,50,17,42,55,False
2018-12-02,45,17,34,17,45,False
2018-12-09,34,34,25,39,57,False
2018-12-16,26,23,17,29,81,False
2018-12-23,20,49,29,72,29,False
2018-12-30,46,18,0,54,92,False
2019-01-06,50,25,17,94,25,False
2019-01-13,44,66,27,66,17,False
2019-01-20,32,48,16,48,32,False
2019-01-27,26,42,24,42,26,False
2019-02-03,33,38,25,33,44,False
2019-02-10,34,34,17,40,40,False
2019-02-17,28,45,34,39,28,False
2019-02-24,44,22,49,60,16,False
2019-03-03,22,32,43,49,33,False
2019-03-10,17,44,33,78,28,False
2019-03-17,17,28,56,45,45,False
2019-03-24,42,42,42,73,39,False
2019-03-31,24,22,16,49,24,False
2019-04-07,25,17,17,33,45,False
2019-04-14,39,17,28,50,33,False
2019-04-21,41,36,47,31,31,False
2019-04-28,32,32,48,64,48,False
2019-05-05,24,16,53,32,64,False
2019-05-12,48,16,37,42,47,False
2019-05-19,46,23,31,93,31,False
2019-05-26,21,31,42,68,26,False
2019-06-02,15,24,20,64,39,False
2019-06-09,20,39,25,39,15,False
2019-06-16,30,35,30,40,30,False
2019-06-23,15,30,15,30,20,False
2019-06-30,67,30,30,25,30,False
2019-07-07,50,22,15,35,30,False
2019-07-14,46,45,30,61,15,False
2019-07-21,16,26,21,36,31,False
2019-07-28,31,41,23,62,26,False
2019-08-04,23,36,39,41,26,False
2019-08-11,28,49,28,47,37,False
2019-08-18,19,30,13,86,39,False
2019-08-25,28,64,21,64,34,False
2019-09-01,22,59,20,93,30,False
2019-09-08,25,84,22,40,45,False
2019-09-15,44,59,20,69,22,False
2019-09-22,15,37,30,64,30,False
2019-09-29,55,25,25,55,52,False
2019-10-06,52,52,15,80,25,False
2019-10-13,29,44,0,34,22,False
2019-10-20,34,29,22,49,34,False
2019-10-27,22,15,30,40,22,False
2019-11-03,29,29,14,22,44,False
2019-11-10,34,29,14,53,43,False
2019-11-17,28,42,14,57,21,False
2019-11-24,37,42,14,33,42,False
2019-12-01,21,56,0,28,38,False
2019-12-08,14,19,21,29,67,False
2019-12-15,14,14,14,28,85,False
2019-12-22,32,16,16,43,80,False
2019-12-29,30,20,30,85,25,False
2020-01-05,23,41,21,50,28,False
2020-01-12,31,27,13,67,45,False
2020-01-19,55,34,27,36,36,False
2020-01-26,48,35,41,83,42,False
2020-02-02,55,46,28,46,23,False
2020-02-09,27,41,20,69,0,False
2020-02-16,23,18,27,68,41,False
2020-02-23,26,26,31,44,33,False
2020-03-01,26,26,21,60,26,False
2020-03-08,26,26,39,48,22,False
2020-03-15,60,68,36,44,20,False
2020-03-22,64,87,42,49,23,False
2020-03-29,73,61,65,46,28,False
2020-04-05,61,65,77,38,11,False
2020-04-12,51,59,55,41,24,False
2020-04-19,26,42,57,42,23,False
2020-04-26,22,40,54,58,22,False
2020-05-03,51,33,77,47,11,False
2020-05-10,51,26,41,45,17,False
2020-05-17,18,12,49,62,29,False
2020-05-24,0,12,40,44,12,False
2020-05-31,12,16,63,67,27,False
2020-06-07,54,31,42,81,19,False
2020-06-14,0,29,86,95,48,True
