date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,26,15,15,54,23,False
2018-01-14,31,26,21,41,31,False
2018-01-21,31,31,31,70,47,False
2018-01-28,41,0,31,46,20,False
2018-02-04,54,23,39,31,46,False
2018-02-11,63,16,16,73,26,False
2018-02-18,32,32,31,31,24,False
2018-02-25,36,47,39,36,39,False
2018-03-04,15,20,25,76,36,False
2018-03-11,35,15,30,40,15,False
2018-03-18,45,25,40,25,15,False
2018-03-25,30,15,20,45,23,False
2018-04-01,23,15,41,20,15,False
2018-04-08,15,15,56,31,25,False
2018-04-15,41,16,71,41,0,False
2018-04-22,23,16,42,16,16,False
2018-04-29,25,16,49,41,32,False
2018-05-06,24,0,65,32,24,False
2018-05-13,51,15,46,26,21,False
2018-05-20,39,16,42,31,16,False
2018-05-27,22,25,30,23,38,False
2018-06-03,31,31,31,36,25,False
2018-06-10,44,15,29,20,22,False
2018-06-17,15,26,46,23,15,False
2018-06-24,21,16,47,47,23,False
2018-07-01,23,31,16,31,23,False
2018-07-08,16,24,21,27,16,False
2018-07-15,53,17,17,43,17,False
2018-07-22,23,26,17,40,17,False
2018-07-29,17,0,35,35,18,False
2018-08-05,36,18,24,30,18,False
2018-08-12,36,24,36,30,0,False
2018-08-19,17,26,44,47,17,False
2018-08-26,33,65,16,22,16,False
2018-09-02,27,48,24,72,48,False
2018-09-09,64,24,16,58,32,False
2018-09-16,39,31,46,21,15,False
2018-09-23,23,26,31,36,23,False
2018-09-30,15,0,15,39,15,False
2018-10-07,37,0,16,26,16,False
2018-10-14,63,0,32,37,24,False
2018-10-21,21,16,16,21,27,False
2018-10-28,23,15,16,31,16,False
2018-11-04,30,30,25,35,30,False
2018-11-11,53,15,15,20,23,False
2018-11-18,20,15,15,81,34,False
2018-11-25,29,30,15,25,34,False
2018-12-02,22,22,0,15,69,False
2018-12-09,31,15,15,15,26,False
2018-12-16,16,48,16,16,32,False
2018-12-23,35,26,0,35,29,False
2018-12-30,28,33,17,50,28,False
2019-01-06,20,30,15,25,25,False
2019-01-13,34,0,22,34,30,False
2019-01-20,14,42,28,49,42,False
2019-01-27,33,21,14,42,21,False
2019-02-03,34,0,29,44,24,False
2019-02-10,26,31,21,21,31,False
2019-02-17,16,0,55,42,24,False
2019-02-24,0,45,30,38,25,False
2019-03-03,19,15,39,34,22,False
2019-03-10,24,29,44,34,29,False
2019-03-17,15,46,51,30,20,False
2019-03-24,21,46,46,31,31,False
2019-03-31,22,0,64,44,29,False
2019-04-07,14,14,14,29,38,False
2019-04-14,24,0,53,37,48,False
2019-04-21,29,15,34,24,24,False
2019-04-28,22,13,43,26,0,False
2019-05-05,26,26,34,30,34,False
2019-05-12,13,20,57,46,13,False
2019-05-19,18,13,47,18,27,False
2019-05-26,18,13,22,35,13,False
2019-06-02,19,13,34,46,25,False
2019-06-09,34,27,27,14,27,False
2019-06-16,43,14,33,23,14,False
2019-06-23,0,0,36,38,21,False
2019-06-30,14,18,27,23,13,False
2019-07-07,29,14,43,36,14,False
2019-07-14,14,14,21,28,14,False
2019-07-21,22,15,25,49,30,False
2019-07-28,20,29,29,54,22,False
2019-08-04,0,16,16,32,0,False
2019-08-11,16,33,24,16,22,False
2019-08-18,45,17,50,17,33,False
2019-08-25,23,30,25,46,15,False
2019-09-01,0,48,22,38,24,False
2019-09-08,37,30,15,54,15,False
2019-09-15,29,15,15,39,29,False
2019-09-22,35,26,20,39,13,False
2019-09-29,37,20,18,12,31,False
2019-10-06,28,12,12,16,36,False
2019-10-13,43,31,12,16,31,False
2019-10-20,17,21,12,41,33,False
2019-10-27,17,19,49,17,38,False
2019-11-03,28,24,12,84,48,False
2019-11-10,18,12,12,52,24,False
2019-11-17,30,12,12,32,20,False
2019-11-24,23,17,12,54,42,False
2019-12-01,19,19,17,26,26,False
2019-12-08,22,20,20,18,22,False
2019-12-15,14,21,13,27,50,False
2019-12-22,22,14,0,19,58,False
2019-12-29,14,14,0,42,18,False
2020-01-05,30,12,0,61,24,False
2020-01-12,23,17,17,35,29,False
2020-01-19,28,18,20,41,20,False
2020-01-26,31,23,0,53,23,False
2020-02-02,23,12,12,35,23,False
2020-02-09,41,12,12,19,15,False
2020-02-16,12,24,24,36,24,False
2020-02-23,20,12,18,12,28,False
2020-03-01,20,12,12,42,0,False
2020-03-08,30,17,22,22,19,False
2020-03-15,25,18,64,25,16,False
2020-03-22,25,21,49,38,14,False
2020-03-29,31,21,94,24,14,False
2020-04-05,28,11,99,39,0,False
2020-04-12,25,21,67,18,16,False
2020-04-19,29,11,57,43,11,False
2020-04-26,20,10,62,36,19,False
2020-05-03,23,13,53,23,20,False
2020-05-10,28,11,49,25,16,False
2020-05-17,15,11,55,15,0,False
2020-05-24,29,22,51,43,21,False
2020-05-31,21,11,28,37,0,False
2020-06-07,18,21,39,28,11,False
2020-06-14,25,25,37,100,25,True
