date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,22,15,30,30,15,False
2018-01-14,22,0,15,15,15,False
2018-01-21,20,15,15,23,15,False
2018-01-28,0,0,15,31,15,False
2018-02-04,30,15,31,15,15,False
2018-02-11,15,0,23,15,15,False
2018-02-18,0,0,15,26,15,False
2018-02-25,15,15,15,38,23,False
2018-03-04,31,15,31,16,15,False
2018-03-11,31,15,31,26,15,False
2018-03-18,23,0,15,31,16,False
2018-03-25,16,16,42,31,16,False
2018-04-01,26,47,56,16,16,False
2018-04-08,32,0,32,21,16,False
2018-04-15,17,17,62,34,0,False
2018-04-22,16,0,59,33,0,False
2018-04-29,17,16,27,33,17,False
2018-05-06,16,0,59,33,41,False
2018-05-13,0,16,62,0,16,False
2018-05-20,32,16,47,21,24,False
2018-05-27,16,15,23,31,15,False
2018-06-03,0,16,48,16,0,False
2018-06-10,23,15,15,20,15,False
2018-06-17,16,0,37,21,16,False
2018-06-24,16,0,24,32,16,False
2018-07-01,23,16,16,23,16,False
2018-07-08,16,33,25,49,0,False
2018-07-15,26,18,26,0,18,False
2018-07-22,26,0,0,18,0,False
2018-07-29,0,0,29,18,17,False
2018-08-05,0,18,26,44,0,False
2018-08-12,0,0,36,27,18,False
2018-08-19,17,17,35,17,0,False
2018-08-26,25,0,17,33,17,False
2018-09-02,17,33,16,17,33,False
2018-09-09,25,33,0,33,0,False
2018-09-16,16,32,0,33,0,False
2018-09-23,16,16,41,25,0,False
2018-09-30,16,49,24,16,0,False
2018-10-07,17,17,0,25,17,False
2018-10-14,17,0,17,17,0,False
2018-10-21,50,0,17,25,16,False
2018-10-28,16,16,0,63,47,False
2018-11-04,21,0,16,31,21,False
2018-11-11,21,31,0,16,26,False
2018-11-18,16,31,31,31,23,False
2018-11-25,16,0,16,16,39,False
2018-12-02,16,16,0,37,24,False
2018-12-09,16,16,16,32,32,False
2018-12-16,0,0,0,32,48,False
2018-12-23,25,16,17,17,17,False
2018-12-30,16,32,16,33,22,False
2019-01-06,23,15,0,31,0,False
2019-01-13,26,23,16,15,16,False
2019-01-20,25,0,0,23,0,False
2019-01-27,15,15,0,30,15,False
2019-02-03,23,20,15,16,15,False
2019-02-10,32,16,16,32,48,False
2019-02-17,27,0,21,24,0,False
2019-02-24,23,16,39,47,16,False
2019-03-03,20,15,45,15,15,False
2019-03-10,23,15,15,26,31,False
2019-03-17,16,16,43,0,16,False
2019-03-24,32,16,37,16,16,False
2019-03-31,16,32,16,16,32,False
2019-04-07,32,0,54,16,24,False
2019-04-14,17,17,72,34,17,False
2019-04-21,32,31,52,16,16,False
2019-04-28,15,15,51,15,30,False
2019-05-05,15,0,30,15,45,False
2019-05-12,16,16,42,16,16,False
2019-05-19,23,0,52,16,16,False
2019-05-26,0,15,31,31,31,False
2019-06-02,22,15,23,37,15,False
2019-06-09,15,15,35,15,15,False
2019-06-16,21,16,32,16,21,False
2019-06-23,0,31,16,32,0,False
2019-06-30,0,16,24,16,32,False
2019-07-07,0,0,16,16,26,False
2019-07-14,17,33,17,17,0,False
2019-07-21,17,17,34,51,17,False
2019-07-28,17,0,17,0,17,False
2019-08-04,17,0,35,26,17,False
2019-08-11,33,17,22,17,0,False
2019-08-18,0,16,25,45,34,False
2019-08-25,0,55,32,16,0,False
2019-09-01,23,15,15,31,31,False
2019-09-08,31,26,38,21,15,False
2019-09-15,15,15,15,46,15,False
2019-09-22,14,24,14,29,0,False
2019-09-29,36,14,14,14,14,False
2019-10-06,28,21,14,21,21,False
2019-10-13,36,14,14,14,14,False
2019-10-20,0,44,15,15,15,False
2019-10-27,28,28,14,19,14,False
2019-11-03,28,14,0,14,0,False
2019-11-10,14,28,14,42,21,False
2019-11-17,21,28,14,14,28,False
2019-11-24,14,27,0,14,27,False
2019-12-01,23,28,14,42,19,False
2019-12-08,14,0,0,14,37,False
2019-12-15,28,14,0,14,56,False
2019-12-22,14,14,0,33,100,False
2019-12-29,14,14,0,21,14,False
2020-01-05,20,13,13,27,20,False
2020-01-12,20,22,0,48,26,False
2020-01-19,14,14,14,20,13,False
2020-01-26,13,13,26,26,20,False
2020-02-02,20,13,13,26,33,False
2020-02-09,19,13,13,33,33,False
2020-02-16,27,0,0,36,14,False
2020-02-23,13,13,19,26,0,False
2020-03-01,19,13,13,13,25,False
2020-03-08,25,13,19,25,12,False
2020-03-15,19,23,30,17,11,False
2020-03-22,11,21,43,11,11,False
2020-03-29,11,27,39,25,11,False
2020-04-05,22,11,81,17,15,False
2020-04-12,11,11,56,19,11,False
2020-04-19,0,11,70,28,0,False
2020-04-26,20,20,65,10,20,False
2020-05-03,21,0,89,21,0,False
2020-05-10,11,11,48,11,0,False
2020-05-17,0,16,36,0,12,False
2020-05-24,17,0,46,39,0,False
2020-05-31,17,11,22,33,11,False
2020-06-07,0,11,11,23,11,False
2020-06-14,0,0,40,27,0,True
