date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,21,14,10,22,24,False
2018-01-14,14,14,16,19,28,False
2018-01-21,26,11,6,34,12,False
2018-01-28,14,12,13,23,11,False
2018-02-04,20,5,5,16,8,False
2018-02-11,13,5,8,14,22,False
2018-02-18,7,10,19,34,21,False
2018-02-25,9,10,19,18,22,False
2018-03-04,19,17,25,20,15,False
2018-03-11,12,6,31,25,9,False
2018-03-18,13,10,26,29,16,False
2018-03-25,18,5,34,39,16,False
2018-04-01,17,12,50,27,18,False
2018-04-08,17,12,43,32,25,False
2018-04-15,19,8,55,20,9,False
2018-04-22,13,5,61,12,8,False
2018-04-29,12,7,63,20,20,False
2018-05-06,5,5,73,16,12,False
2018-05-13,15,16,42,29,11,False
2018-05-20,10,9,39,31,12,False
2018-05-27,16,10,41,30,11,False
2018-06-03,22,12,18,18,18,False
2018-06-10,14,11,35,19,8,False
2018-06-17,19,8,34,22,15,False
2018-06-24,13,8,34,19,8,False
2018-07-01,10,12,34,23,13,False
2018-07-08,5,8,24,25,20,False
2018-07-15,16,16,12,23,7,False
2018-07-22,11,11,14,27,7,False
2018-07-29,16,25,16,18,14,False
2018-08-05,18,15,15,35,15,False
2018-08-12,24,26,17,24,7,False
2018-08-19,13,23,23,36,13,False
2018-08-26,12,32,25,17,8,False
2018-09-02,24,29,13,8,19,False
2018-09-09,32,27,12,22,8,False
2018-09-16,20,24,15,21,14,False
2018-09-23,30,15,5,24,19,False
2018-09-30,12,12,17,13,12,False
2018-10-07,25,8,15,20,5,False
2018-10-14,19,10,12,26,19,False
2018-10-21,13,5,5,37,19,False
2018-10-28,12,13,7,8,20,False
2018-11-04,15,12,8,13,10,False
2018-11-11,15,7,10,15,31,False
2018-11-18,11,6,0,13,21,False
2018-11-25,11,7,5,20,23,False
2018-12-02,21,10,0,15,29,False
2018-12-09,12,5,5,13,35,False
2018-12-16,7,5,10,15,35,False
2018-12-23,22,8,8,22,18,False
2018-12-30,7,12,19,22,20,False
2019-01-06,7,6,7,21,10,False
2019-01-13,21,6,6,26,14,False
2019-01-20,14,21,5,14,23,False
2019-01-27,15,11,11,23,20,False
2019-02-03,13,9,19,21,14,False
2019-02-10,16,10,14,19,17,False
2019-02-17,12,8,16,20,11,False
2019-02-24,17,8,39,16,10,False
2019-03-03,14,5,40,36,23,False
2019-03-10,13,17,31,25,13,False
2019-03-17,10,10,44,25,5,False
2019-03-24,13,8,43,14,13,False
2019-03-31,12,11,44,30,17,False
2019-04-07,14,17,51,24,9,False
2019-04-14,17,5,49,25,9,False
2019-04-21,7,16,63,21,9,False
2019-04-28,11,5,56,18,12,False
2019-05-05,16,4,39,24,19,False
2019-05-12,15,11,71,23,16,False
2019-05-19,16,11,49,21,11,False
2019-05-26,16,8,50,18,21,False
2019-06-02,11,5,43,23,16,False
2019-06-09,16,9,29,23,6,False
2019-06-16,14,12,27,14,9,False
2019-06-23,5,9,22,20,14,False
2019-06-30,6,11,33,12,12,False
2019-07-07,11,9,21,18,11,False
2019-07-14,9,9,20,17,9,False
2019-07-21,7,13,17,11,14,False
2019-07-28,10,10,27,26,10,False
2019-08-04,23,21,21,31,13,False
2019-08-11,8,23,20,19,12,False
2019-08-18,10,13,25,28,12,False
2019-08-25,15,37,16,21,7,False
2019-09-01,16,28,21,27,18,False
2019-09-08,19,19,13,24,10,False
2019-09-15,18,9,15,31,10,False
2019-09-22,19,14,15,13,14,False
2019-09-29,19,16,16,14,16,False
2019-10-06,12,9,11,17,20,False
2019-10-13,21,10,7,16,12,False
2019-10-20,18,7,9,30,22,False
2019-10-27,16,11,4,26,18,False
2019-11-03,13,13,10,22,35,False
2019-11-10,15,6,4,25,32,False
2019-11-17,7,11,7,18,29,False
2019-11-24,8,6,8,21,35,False
2019-12-01,11,8,4,21,29,False
2019-12-08,12,15,8,20,46,False
2019-12-15,14,12,6,24,52,False
2019-12-22,9,4,7,14,38,False
2019-12-29,10,15,7,40,20,False
2020-01-05,10,8,10,19,14,False
2020-01-12,16,9,5,34,14,False
2020-01-19,18,11,6,29,15,False
2020-01-26,20,12,12,29,13,False
2020-02-02,11,8,13,28,24,False
2020-02-09,12,13,31,25,16,False
2020-02-16,12,10,23,21,14,False
2020-02-23,10,8,22,24,9,False
2020-03-01,8,10,28,30,12,False
2020-03-08,10,11,43,18,10,False
2020-03-15,16,20,64,11,4,False
2020-03-22,28,39,55,20,6,False
2020-03-29,22,28,76,19,5,False
2020-04-05,27,11,96,20,6,False
2020-04-12,28,7,95,24,12,False
2020-04-19,24,12,75,26,5,False
2020-04-26,12,14,66,23,9,False
2020-05-03,10,8,100,23,5,False
2020-05-10,10,7,66,22,8,False
2020-05-17,4,4,59,18,6,False
2020-05-24,10,8,59,25,10,False
2020-05-31,5,6,54,31,9,False
2020-06-07,10,8,37,32,12,False
2020-06-14,18,18,68,39,18,True
