date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,23,13,11,36,19,False
2018-01-14,28,16,8,36,16,False
2018-01-21,23,16,12,35,19,False
2018-01-28,28,13,15,42,23,False
2018-02-04,22,15,14,23,15,False
2018-02-11,20,13,16,29,18,False
2018-02-18,21,14,18,31,15,False
2018-02-25,17,12,18,32,18,False
2018-03-04,21,14,31,32,18,False
2018-03-11,26,12,30,29,19,False
2018-03-18,19,10,31,32,15,False
2018-03-25,20,13,39,41,20,False
2018-04-01,18,15,42,29,16,False
2018-04-08,22,8,41,28,20,False
2018-04-15,15,10,62,25,12,False
2018-04-22,16,11,59,29,16,False
2018-04-29,18,15,61,26,15,False
2018-05-06,17,11,63,30,14,False
2018-05-13,17,11,50,29,15,False
2018-05-20,19,10,45,27,15,False
2018-05-27,16,15,41,30,16,False
2018-06-03,18,17,31,29,14,False
2018-06-10,13,12,29,26,16,False
2018-06-17,18,15,28,25,13,False
2018-06-24,15,11,27,26,9,False
2018-07-01,14,8,24,28,10,False
2018-07-08,16,10,22,26,11,False
2018-07-15,19,12,19,24,10,False
2018-07-22,13,13,20,27,11,False
2018-07-29,18,15,19,24,12,False
2018-08-05,15,16,23,29,13,False
2018-08-12,21,22,19,33,14,False
2018-08-19,22,26,16,35,13,False
2018-08-26,19,28,20,39,16,False
2018-09-02,20,42,13,29,15,False
2018-09-09,27,37,14,37,19,False
2018-09-16,31,25,14,26,15,False
2018-09-23,32,23,13,27,22,False
2018-09-30,18,16,10,26,20,False
2018-10-07,20,17,12,33,22,False
2018-10-14,18,15,13,28,20,False
2018-10-21,15,12,11,28,23,False
2018-10-28,15,10,10,22,20,False
2018-11-04,21,11,8,29,25,False
2018-11-11,20,12,10,28,24,False
2018-11-18,16,21,6,27,25,False
2018-11-25,20,14,7,29,34,False
2018-12-02,18,11,5,25,31,False
2018-12-09,16,11,4,24,42,False
2018-12-16,12,11,7,28,45,False
2018-12-23,17,9,5,19,25,False
2018-12-30,17,14,8,34,24,False
2019-01-06,19,13,9,34,16,False
2019-01-13,24,14,9,34,21,False
2019-01-20,21,13,7,30,18,False
2019-01-27,18,13,10,32,15,False
2019-02-03,23,11,14,29,21,False
2019-02-10,16,13,25,26,21,False
2019-02-17,16,12,33,26,15,False
2019-02-24,15,9,38,29,17,False
2019-03-03,17,13,43,29,18,False
2019-03-10,19,19,39,32,18,False
2019-03-17,16,16,51,30,17,False
2019-03-24,14,13,52,28,15,False
2019-03-31,20,10,45,30,19,False
2019-04-07,16,11,45,25,17,False
2019-04-14,14,11,48,26,15,False
2019-04-21,15,12,49,26,16,False
2019-04-28,14,11,60,24,16,False
2019-05-05,14,8,50,29,15,False
2019-05-12,18,15,54,26,21,False
2019-05-19,13,10,49,32,15,False
2019-05-26,15,9,44,25,13,False
2019-06-02,14,11,37,34,11,False
2019-06-09,14,13,36,28,17,False
2019-06-16,15,12,35,29,15,False
2019-06-23,7,11,18,30,10,False
2019-06-30,13,13,28,24,11,False
2019-07-07,16,13,23,28,9,False
2019-07-14,10,12,21,38,10,False
2019-07-21,12,12,15,29,13,False
2019-07-28,11,13,24,33,10,False
2019-08-04,14,17,21,32,11,False
2019-08-11,13,19,21,28,12,False
2019-08-18,16,19,18,39,15,False
2019-08-25,15,33,17,35,18,False
2019-09-01,18,39,15,34,17,False
2019-09-08,23,29,14,27,15,False
2019-09-15,21,24,14,35,21,False
2019-09-22,25,23,11,30,18,False
2019-09-29,23,21,16,30,18,False
2019-10-06,18,15,12,27,21,False
2019-10-13,17,17,11,27,16,False
2019-10-20,14,13,12,25,23,False
2019-10-27,13,11,12,28,21,False
2019-11-03,20,13,10,31,24,False
2019-11-10,17,10,9,31,26,False
2019-11-17,17,15,8,29,30,False
2019-11-24,15,15,7,26,37,False
2019-12-01,15,12,9,25,42,False
2019-12-08,12,11,5,23,45,False
2019-12-15,11,10,7,25,52,False
2019-12-22,12,10,5,25,37,False
2019-12-29,17,15,9,39,20,False
2020-01-05,17,14,10,37,18,False
2020-01-12,23,15,11,37,19,False
2020-01-19,20,15,10,36,15,False
2020-01-26,19,16,13,36,21,False
2020-02-02,18,15,16,42,16,False
2020-02-09,19,11,19,36,21,False
2020-02-16,14,14,21,35,19,False
2020-02-23,13,12,26,29,16,False
2020-03-01,14,13,24,34,11,False
2020-03-08,15,11,33,31,11,False
2020-03-15,25,30,54,21,7,False
2020-03-22,32,42,59,27,9,False
2020-03-29,29,31,74,27,8,False
2020-04-05,27,22,100,30,9,False
2020-04-12,23,21,89,25,10,False
2020-04-19,21,17,80,31,8,False
2020-04-26,18,15,80,31,8,False
2020-05-03,23,10,85,32,8,False
2020-05-10,16,13,65,27,8,False
2020-05-17,14,8,69,28,6,False
2020-05-24,13,7,54,32,9,False
2020-05-31,12,7,53,34,13,False
2020-06-07,16,11,40,36,14,False
2020-06-14,11,13,37,56,19,True
