date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,27,0,27,27,0,False
2018-01-14,35,26,0,27,27,False
2018-01-21,35,80,26,26,27,False
2018-01-28,0,0,0,80,0,False
2018-02-04,27,0,0,0,0,False
2018-02-11,53,0,27,0,0,False
2018-02-18,27,0,27,27,28,False
2018-02-25,27,28,0,28,0,False
2018-03-04,82,0,27,27,0,False
2018-03-11,54,0,27,27,27,False
2018-03-18,0,0,45,0,0,False
2018-03-25,0,28,56,28,28,False
2018-04-01,0,0,42,28,29,False
2018-04-08,28,0,48,57,0,False
2018-04-15,0,0,59,30,0,False
2018-04-22,29,0,87,0,0,False
2018-04-29,30,0,89,0,0,False
2018-05-06,0,29,78,0,0,False
2018-05-13,0,0,57,57,57,False
2018-05-20,29,0,77,58,0,False
2018-05-27,28,0,28,56,28,False
2018-06-03,28,28,29,29,29,False
2018-06-10,0,0,45,0,28,False
2018-06-17,28,0,43,28,29,False
2018-06-24,0,0,42,29,0,False
2018-07-01,0,28,0,28,0,False
2018-07-08,0,29,29,29,0,False
2018-07-15,31,31,0,32,0,False
2018-07-22,0,31,31,31,31,False
2018-07-29,0,0,0,31,0,False
2018-08-05,32,32,32,32,0,False
2018-08-12,66,0,0,44,33,False
2018-08-19,32,31,53,0,0,False
2018-08-26,30,30,60,30,0,False
2018-09-02,29,59,0,44,30,False
2018-09-09,29,88,44,29,0,False
2018-09-16,29,29,0,44,0,False
2018-09-23,29,0,44,29,0,False
2018-09-30,29,0,29,30,30,False
2018-10-07,0,29,0,29,30,False
2018-10-14,30,0,30,30,0,False
2018-10-21,30,0,0,30,30,False
2018-10-28,28,0,28,0,29,False
2018-11-04,28,28,0,56,0,False
2018-11-11,0,0,0,29,0,False
2018-11-18,37,55,0,0,0,False
2018-11-25,28,28,0,27,28,False
2018-12-02,28,0,0,55,28,False
2018-12-09,28,0,0,28,38,False
2018-12-16,57,0,0,29,87,False
2018-12-23,31,0,0,30,31,False
2018-12-30,30,30,0,30,0,False
2019-01-06,0,0,0,28,28,False
2019-01-13,46,0,0,55,28,False
2019-01-20,27,0,0,0,27,False
2019-01-27,0,0,0,0,0,False
2019-02-03,28,0,0,28,28,False
2019-02-10,29,0,58,29,29,False
2019-02-17,0,0,29,44,45,False
2019-02-24,28,28,28,28,28,False
2019-03-03,0,0,36,67,0,False
2019-03-10,28,0,28,28,0,False
2019-03-17,29,29,29,0,29,False
2019-03-24,28,29,29,29,0,False
2019-03-31,0,0,38,28,29,False
2019-04-07,29,0,38,43,0,False
2019-04-14,29,0,44,29,29,False
2019-04-21,0,0,55,27,0,False
2019-04-28,27,0,81,27,28,False
2019-05-05,54,27,53,54,55,False
2019-05-12,28,0,56,0,29,False
2019-05-19,54,0,54,27,28,False
2019-05-26,28,28,28,0,43,False
2019-06-02,26,0,26,26,0,False
2019-06-09,27,27,27,27,27,False
2019-06-16,28,0,47,29,29,False
2019-06-23,0,0,0,28,0,False
2019-06-30,28,28,55,55,0,False
2019-07-07,0,28,28,42,0,False
2019-07-14,0,30,59,88,0,False
2019-07-21,30,0,60,49,45,False
2019-07-28,0,31,0,31,31,False
2019-08-04,0,0,0,32,32,False
2019-08-11,31,31,31,31,32,False
2019-08-18,30,0,30,60,0,False
2019-08-25,28,27,0,0,28,False
2019-09-01,0,53,0,27,27,False
2019-09-08,27,0,27,27,28,False
2019-09-15,0,40,53,27,41,False
2019-09-22,25,0,0,25,0,False
2019-09-29,25,0,51,25,0,False
2019-10-06,0,25,0,25,0,False
2019-10-13,0,26,26,25,0,False
2019-10-20,26,26,26,0,26,False
2019-10-27,0,25,0,0,25,False
2019-11-03,49,0,0,37,38,False
2019-11-10,50,0,0,25,25,False
2019-11-17,25,25,0,25,34,False
2019-11-24,48,24,0,0,40,False
2019-12-01,25,0,0,25,0,False
2019-12-08,24,0,0,24,48,False
2019-12-15,25,0,0,24,25,False
2019-12-22,0,0,26,39,26,False
2019-12-29,26,0,0,0,27,False
2020-01-05,24,24,24,47,24,False
2020-01-12,0,23,0,35,0,False
2020-01-19,24,24,0,48,0,False
2020-01-26,0,24,0,55,0,False
2020-02-02,0,0,24,35,47,False
2020-02-09,23,0,47,0,0,False
2020-02-16,0,48,24,24,24,False
2020-02-23,0,0,0,23,35,False
2020-03-01,45,0,0,23,0,False
2020-03-08,23,0,0,46,0,False
2020-03-15,42,34,62,31,21,False
2020-03-22,33,20,59,30,0,False
2020-03-29,29,29,85,20,0,False
2020-04-05,40,20,100,20,0,False
2020-04-12,21,0,69,41,21,False
2020-04-19,20,0,55,31,0,False
2020-04-26,19,0,75,19,0,False
2020-05-03,19,0,32,38,19,False
2020-05-10,21,0,41,20,21,False
2020-05-17,22,22,59,0,0,False
2020-05-24,21,0,50,32,21,False
2020-05-31,20,0,47,40,0,False
2020-06-07,0,0,52,41,21,False
2020-06-14,0,0,49,49,0,True
