date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,0,0,0,43,22,False
2018-01-14,0,0,21,21,21,False
2018-01-21,43,21,0,21,0,False
2018-01-28,22,22,22,54,0,False
2018-02-04,21,0,21,21,0,False
2018-02-11,21,0,22,22,22,False
2018-02-18,36,0,22,22,22,False
2018-02-25,43,21,21,21,21,False
2018-03-04,0,0,45,22,33,False
2018-03-11,43,0,22,29,22,False
2018-03-18,33,0,51,22,22,False
2018-03-25,22,22,36,22,22,False
2018-04-01,21,0,53,0,21,False
2018-04-08,32,0,32,21,0,False
2018-04-15,0,0,22,0,0,False
2018-04-22,0,0,32,0,21,False
2018-04-29,0,22,56,0,22,False
2018-05-06,22,0,78,22,0,False
2018-05-13,22,22,52,29,22,False
2018-05-20,22,0,33,22,44,False
2018-05-27,21,21,43,32,0,False
2018-06-03,43,0,28,42,21,False
2018-06-10,21,0,35,21,31,False
2018-06-17,0,22,65,55,0,False
2018-06-24,0,0,44,22,22,False
2018-07-01,43,21,50,21,42,False
2018-07-08,22,0,22,0,22,False
2018-07-15,23,0,34,23,23,False
2018-07-22,0,22,30,22,0,False
2018-07-29,33,0,22,0,22,False
2018-08-05,21,0,21,42,0,False
2018-08-12,21,21,0,35,21,False
2018-08-19,0,32,22,36,0,False
2018-08-26,0,0,22,22,22,False
2018-09-02,0,33,33,0,0,False
2018-09-09,22,44,22,22,44,False
2018-09-16,22,0,0,32,22,False
2018-09-23,44,22,22,22,22,False
2018-09-30,0,22,0,22,33,False
2018-10-07,0,0,22,0,0,False
2018-10-14,45,0,0,34,23,False
2018-10-21,22,45,0,0,45,False
2018-10-28,0,21,21,21,21,False
2018-11-04,43,0,21,21,0,False
2018-11-11,44,22,33,22,33,False
2018-11-18,21,21,21,21,21,False
2018-11-25,0,0,0,43,21,False
2018-12-02,0,22,22,22,22,False
2018-12-09,22,22,22,22,22,False
2018-12-16,0,23,23,0,45,False
2018-12-23,0,24,24,0,54,False
2018-12-30,0,23,0,0,23,False
2019-01-06,22,0,22,54,22,False
2019-01-13,21,0,21,32,21,False
2019-01-20,21,21,0,0,31,False
2019-01-27,0,0,0,21,31,False
2019-02-03,22,0,22,21,0,False
2019-02-10,23,23,23,23,46,False
2019-02-17,0,23,45,46,23,False
2019-02-24,22,21,57,21,32,False
2019-03-03,21,21,42,21,21,False
2019-03-10,22,21,22,43,0,False
2019-03-17,0,0,55,22,22,False
2019-03-24,23,0,23,34,0,False
2019-03-31,0,0,52,22,0,False
2019-04-07,23,23,54,34,34,False
2019-04-14,22,0,60,22,22,False
2019-04-21,21,21,42,0,21,False
2019-04-28,21,21,48,21,41,False
2019-05-05,21,0,48,21,21,False
2019-05-12,22,0,59,22,22,False
2019-05-19,0,0,50,43,21,False
2019-05-26,21,21,28,31,21,False
2019-06-02,19,0,26,19,0,False
2019-06-09,0,20,41,41,0,False
2019-06-16,0,21,50,32,0,False
2019-06-23,41,21,28,42,21,False
2019-06-30,0,0,43,0,42,False
2019-07-07,21,20,35,28,21,False
2019-07-14,0,21,32,31,0,False
2019-07-21,0,0,21,0,0,False
2019-07-28,21,0,0,21,21,False
2019-08-04,20,0,34,30,20,False
2019-08-11,19,20,19,0,0,False
2019-08-18,21,21,35,21,0,False
2019-08-25,20,20,20,40,0,False
2019-09-01,20,34,30,40,0,False
2019-09-08,51,20,20,30,0,False
2019-09-15,20,0,41,20,0,False
2019-09-22,20,19,19,20,20,False
2019-09-29,20,20,20,20,20,False
2019-10-06,20,20,20,26,39,False
2019-10-13,20,0,20,20,0,False
2019-10-20,0,0,0,29,19,False
2019-10-27,0,19,0,28,18,False
2019-11-03,19,19,0,0,38,False
2019-11-10,19,0,19,19,56,False
2019-11-17,29,0,19,19,20,False
2019-11-24,19,19,0,0,19,False
2019-12-01,39,0,29,0,26,False
2019-12-08,29,19,0,19,29,False
2019-12-15,20,0,0,0,19,False
2019-12-22,0,20,0,0,20,False
2019-12-29,0,20,19,29,19,False
2020-01-05,0,0,19,19,19,False
2020-01-12,28,18,27,18,18,False
2020-01-19,19,0,20,0,38,False
2020-01-26,19,19,19,19,0,False
2020-02-02,19,19,19,28,37,False
2020-02-09,18,19,18,36,36,False
2020-02-16,19,19,0,25,0,False
2020-02-23,18,18,65,27,18,False
2020-03-01,0,18,27,0,36,False
2020-03-08,17,17,18,35,17,False
2020-03-15,31,31,31,15,0,False
2020-03-22,36,41,56,15,0,False
2020-03-29,23,30,71,0,0,False
2020-04-05,15,15,82,23,15,False
2020-04-12,0,16,37,16,16,False
2020-04-19,16,0,100,26,0,False
2020-04-26,14,15,48,15,14,False
2020-05-03,0,0,73,15,0,False
2020-05-10,32,0,43,24,0,False
2020-05-17,0,17,70,26,0,False
2020-05-24,17,0,50,28,17,False
2020-05-31,24,0,43,16,0,False
2020-06-07,16,0,32,16,16,False
2020-06-14,0,0,37,37,0,True
