date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,15,15,15,23,15,False
2018-01-14,15,0,0,15,15,False
2018-01-21,15,0,0,15,23,False
2018-01-28,0,0,0,23,0,False
2018-02-04,0,15,15,31,15,False
2018-02-11,0,0,0,24,0,False
2018-02-18,16,16,16,31,16,False
2018-02-25,15,15,30,15,30,False
2018-03-04,0,15,45,0,0,False
2018-03-11,31,0,30,0,30,False
2018-03-18,16,16,23,16,16,False
2018-03-25,16,15,31,24,31,False
2018-04-01,0,0,87,16,0,False
2018-04-08,16,0,57,16,16,False
2018-04-15,17,0,68,0,17,False
2018-04-22,0,0,61,15,15,False
2018-04-29,15,15,69,16,15,False
2018-05-06,0,0,95,32,16,False
2018-05-13,31,0,39,16,16,False
2018-05-20,16,0,16,16,16,False
2018-05-27,16,16,16,31,0,False
2018-06-03,16,0,54,0,0,False
2018-06-10,15,0,0,15,15,False
2018-06-17,16,16,0,16,16,False
2018-06-24,0,0,24,16,0,False
2018-07-01,0,0,45,15,0,False
2018-07-08,16,0,16,24,16,False
2018-07-15,0,33,0,33,16,False
2018-07-22,0,16,16,17,16,False
2018-07-29,16,0,16,0,0,False
2018-08-05,34,17,33,17,0,False
2018-08-12,0,0,0,18,0,False
2018-08-19,0,17,34,17,0,False
2018-08-26,0,0,32,16,0,False
2018-09-02,25,16,0,0,25,False
2018-09-09,0,16,16,16,0,False
2018-09-16,16,16,32,0,16,False
2018-09-23,16,24,16,16,0,False
2018-09-30,16,0,0,0,0,False
2018-10-07,0,0,0,0,0,False
2018-10-14,16,16,16,25,33,False
2018-10-21,33,33,0,25,16,False
2018-10-28,15,15,0,15,0,False
2018-11-04,15,15,15,16,0,False
2018-11-11,0,16,0,24,16,False
2018-11-18,0,15,0,0,30,False
2018-11-25,0,0,15,47,47,False
2018-12-02,0,0,15,0,15,False
2018-12-09,0,0,16,16,32,False
2018-12-16,0,0,0,32,16,False
2018-12-23,17,0,0,17,0,False
2018-12-30,33,16,0,16,16,False
2019-01-06,0,0,15,31,0,False
2019-01-13,15,0,0,46,31,False
2019-01-20,29,15,0,15,0,False
2019-01-27,15,0,0,22,0,False
2019-02-03,23,0,15,15,15,False
2019-02-10,0,15,15,16,0,False
2019-02-17,0,0,49,16,16,False
2019-02-24,0,16,39,16,16,False
2019-03-03,0,0,53,15,23,False
2019-03-10,31,23,15,0,0,False
2019-03-17,16,0,32,16,16,False
2019-03-24,16,0,71,24,0,False
2019-03-31,0,15,39,16,0,False
2019-04-07,0,0,38,31,0,False
2019-04-14,0,0,32,0,32,False
2019-04-21,15,15,31,0,0,False
2019-04-28,0,15,44,22,15,False
2019-05-05,15,0,44,22,0,False
2019-05-12,15,0,100,0,31,False
2019-05-19,0,0,76,0,0,False
2019-05-26,0,0,46,31,16,False
2019-06-02,14,0,29,14,0,False
2019-06-09,15,29,14,15,0,False
2019-06-16,16,15,31,0,16,False
2019-06-23,0,0,30,23,15,False
2019-06-30,0,0,44,0,0,False
2019-07-07,0,0,23,0,0,False
2019-07-14,0,0,16,32,0,False
2019-07-21,16,0,15,31,15,False
2019-07-28,0,0,24,16,0,False
2019-08-04,0,16,41,17,0,False
2019-08-11,0,24,40,24,0,False
2019-08-18,16,16,0,32,16,False
2019-08-25,0,30,38,0,0,False
2019-09-01,15,15,0,0,0,False
2019-09-08,23,0,30,0,15,False
2019-09-15,0,29,15,15,15,False
2019-09-22,21,28,14,14,14,False
2019-09-29,0,0,14,14,29,False
2019-10-06,14,0,28,0,14,False
2019-10-13,0,14,14,0,14,False
2019-10-20,14,0,0,43,21,False
2019-10-27,14,0,0,27,27,False
2019-11-03,14,0,14,14,14,False
2019-11-10,0,0,27,0,14,False
2019-11-17,14,14,14,14,28,False
2019-11-24,20,0,13,14,14,False
2019-12-01,0,0,14,14,0,False
2019-12-08,14,0,0,0,27,False
2019-12-15,0,14,28,21,35,False
2019-12-22,14,0,0,14,21,False
2019-12-29,0,0,0,14,21,False
2020-01-05,13,0,0,14,13,False
2020-01-12,0,13,20,27,13,False
2020-01-19,27,13,13,20,13,False
2020-01-26,0,0,0,13,13,False
2020-02-02,13,0,13,13,0,False
2020-02-09,13,13,13,0,39,False
2020-02-16,20,0,13,13,26,False
2020-02-23,13,0,33,0,0,False
2020-03-01,13,13,26,0,0,False
2020-03-08,0,0,38,13,13,False
2020-03-15,0,17,46,23,0,False
2020-03-22,11,11,55,11,0,False
2020-03-29,11,17,83,17,11,False
2020-04-05,11,11,84,11,0,False
2020-04-12,11,11,51,11,34,False
2020-04-19,0,11,91,17,12,False
2020-04-26,0,11,75,11,0,False
2020-05-03,11,11,85,11,0,False
2020-05-10,0,11,23,46,0,False
2020-05-17,0,12,73,37,0,False
2020-05-24,12,0,48,18,12,False
2020-05-31,0,0,34,23,0,False
2020-06-07,0,12,46,12,12,False
2020-06-14,28,28,55,28,0,True
