date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,36,15,0,36,15,False
2018-01-14,31,26,23,46,23,False
2018-01-21,15,15,15,23,15,False
2018-01-28,21,16,16,32,32,False
2018-02-04,31,15,15,31,0,False
2018-02-11,21,26,31,31,21,False
2018-02-18,38,16,32,41,21,False
2018-02-25,15,38,38,25,20,False
2018-03-04,15,15,30,30,15,False
2018-03-11,32,16,48,32,21,False
2018-03-18,47,23,31,36,15,False
2018-03-25,24,16,21,16,16,False
2018-04-01,16,26,32,16,16,False
2018-04-08,29,29,58,24,15,False
2018-04-15,17,17,62,40,17,False
2018-04-22,16,16,65,49,24,False
2018-04-29,15,30,75,38,15,False
2018-05-06,31,15,66,36,15,False
2018-05-13,16,31,39,26,31,False
2018-05-20,37,16,43,40,32,False
2018-05-27,23,46,25,54,30,False
2018-06-03,15,23,15,39,15,False
2018-06-10,30,30,37,38,0,False
2018-06-17,27,16,16,32,24,False
2018-06-24,16,32,21,16,16,False
2018-07-01,23,15,30,30,15,False
2018-07-08,25,0,22,22,0,False
2018-07-15,15,15,45,0,0,False
2018-07-22,15,15,37,30,15,False
2018-07-29,15,15,15,29,15,False
2018-08-05,27,14,20,27,14,False
2018-08-12,42,28,28,47,14,False
2018-08-19,34,22,24,24,15,False
2018-08-26,45,25,22,45,15,False
2018-09-02,23,46,15,41,15,False
2018-09-09,26,51,15,31,15,False
2018-09-16,37,47,24,47,16,False
2018-09-23,24,32,32,32,16,False
2018-09-30,32,37,16,27,32,False
2018-10-07,26,47,31,48,0,False
2018-10-14,37,16,26,16,24,False
2018-10-21,25,33,17,22,17,False
2018-10-28,32,0,24,32,31,False
2018-11-04,38,31,21,31,23,False
2018-11-11,16,24,16,26,16,False
2018-11-18,31,26,16,31,23,False
2018-11-25,16,16,16,32,16,False
2018-12-02,16,0,16,16,16,False
2018-12-09,16,27,25,16,49,False
2018-12-16,17,17,17,51,51,False
2018-12-23,19,19,0,28,19,False
2018-12-30,18,18,18,43,18,False
2019-01-06,16,16,32,16,32,False
2019-01-13,21,16,43,43,16,False
2019-01-20,26,16,39,36,31,False
2019-01-27,26,23,15,31,15,False
2019-02-03,16,16,21,24,16,False
2019-02-10,32,16,24,37,21,False
2019-02-17,0,32,27,32,16,False
2019-02-24,17,22,62,50,17,False
2019-03-03,25,28,83,25,17,False
2019-03-10,25,25,49,33,16,False
2019-03-17,51,17,50,22,25,False
2019-03-24,16,33,74,49,16,False
2019-03-31,24,26,32,42,16,False
2019-04-07,16,21,26,16,16,False
2019-04-14,16,15,46,31,15,False
2019-04-21,15,30,56,31,30,False
2019-04-28,24,32,59,16,16,False
2019-05-05,47,0,61,20,31,False
2019-05-12,15,15,38,21,15,False
2019-05-19,31,15,31,57,23,False
2019-05-26,15,15,56,36,15,False
2019-06-02,22,15,40,15,0,False
2019-06-09,15,15,19,37,15,False
2019-06-16,23,23,46,41,23,False
2019-06-23,23,15,23,36,15,False
2019-06-30,15,0,25,15,0,False
2019-07-07,28,14,23,23,14,False
2019-07-14,29,14,21,14,14,False
2019-07-21,14,41,14,41,14,False
2019-07-28,18,27,27,31,27,False
2019-08-04,13,13,22,44,13,False
2019-08-11,13,22,26,39,19,False
2019-08-18,25,29,12,33,37,False
2019-08-25,24,32,12,40,12,False
2019-09-01,28,37,28,28,28,False
2019-09-08,28,52,28,28,14,False
2019-09-15,28,47,28,35,42,False
2019-09-22,14,43,14,29,0,False
2019-09-29,24,19,14,29,0,False
2019-10-06,58,29,19,22,29,False
2019-10-13,34,29,36,43,21,False
2019-10-20,0,14,28,21,41,False
2019-10-27,0,23,14,28,21,False
2019-11-03,28,14,14,42,28,False
2019-11-10,14,14,14,28,14,False
2019-11-17,28,14,14,23,14,False
2019-11-24,28,0,14,28,62,False
2019-12-01,21,28,14,42,14,False
2019-12-08,0,0,14,14,56,False
2019-12-15,0,14,14,19,47,False
2019-12-22,37,16,0,0,16,False
2019-12-29,15,15,23,23,30,False
2020-01-05,28,14,21,28,14,False
2020-01-12,13,18,20,54,13,False
2020-01-19,13,13,13,27,13,False
2020-01-26,28,37,18,32,28,False
2020-02-02,28,14,14,23,14,False
2020-02-09,43,14,33,42,23,False
2020-02-16,14,28,28,28,14,False
2020-02-23,13,13,51,25,25,False
2020-03-01,19,21,13,29,25,False
2020-03-08,26,26,52,39,0,False
2020-03-15,27,53,30,29,11,False
2020-03-22,33,62,33,26,15,False
2020-03-29,22,33,70,26,0,False
2020-04-05,19,29,100,31,11,False
2020-04-12,30,26,57,11,17,False
2020-04-19,27,22,58,33,32,False
2020-04-26,14,18,57,36,0,False
2020-05-03,11,16,51,29,0,False
2020-05-10,18,22,40,11,22,False
2020-05-17,31,0,37,25,0,False
2020-05-24,12,12,48,28,12,False
2020-05-31,12,11,42,31,11,False
2020-06-07,18,12,62,35,23,False
2020-06-14,0,28,38,56,28,True
