date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,30,21,7,60,30,False
2018-01-14,30,29,9,54,40,False
2018-01-21,31,26,8,48,35,False
2018-01-28,40,28,5,60,40,False
2018-02-04,34,20,7,41,33,False
2018-02-11,34,21,12,57,28,False
2018-02-18,31,29,4,53,32,False
2018-02-25,34,16,8,57,38,False
2018-03-04,43,24,20,48,29,False
2018-03-11,47,22,22,47,41,False
2018-03-18,23,21,16,58,22,False
2018-03-25,36,26,11,56,38,False
2018-04-01,32,21,22,48,21,False
2018-04-08,26,23,24,39,38,False
2018-04-15,32,23,31,66,29,False
2018-04-22,33,21,29,49,33,False
2018-04-29,29,19,18,38,25,False
2018-05-06,32,16,24,65,24,False
2018-05-13,29,18,24,62,29,False
2018-05-20,34,27,22,44,19,False
2018-05-27,22,18,16,51,28,False
2018-06-03,32,20,11,66,41,False
2018-06-10,21,15,9,48,30,False
2018-06-17,24,22,14,41,34,False
2018-06-24,22,13,13,44,23,False
2018-07-01,22,25,10,37,17,False
2018-07-08,34,21,13,54,26,False
2018-07-15,27,28,12,48,31,False
2018-07-22,24,22,6,46,21,False
2018-07-29,29,12,14,42,32,False
2018-08-05,25,32,14,45,39,False
2018-08-12,42,39,12,76,21,False
2018-08-19,28,44,6,68,22,False
2018-08-26,30,44,14,59,46,False
2018-09-02,24,55,9,64,32,False
2018-09-09,43,47,6,58,30,False
2018-09-16,50,40,15,52,35,False
2018-09-23,41,36,12,45,36,False
2018-09-30,24,27,5,54,33,False
2018-10-07,25,18,12,43,39,False
2018-10-14,33,16,11,49,33,False
2018-10-21,23,21,9,52,34,False
2018-10-28,29,16,9,46,38,False
2018-11-04,30,25,6,51,40,False
2018-11-11,33,23,7,46,58,False
2018-11-18,24,36,10,50,38,False
2018-11-25,41,20,7,42,67,False
2018-12-02,18,17,5,50,66,False
2018-12-09,22,15,5,40,76,False
2018-12-16,27,20,5,54,89,False
2018-12-23,29,14,6,35,45,False
2018-12-30,39,17,8,48,50,False
2019-01-06,26,23,6,60,35,False
2019-01-13,35,25,8,68,41,False
2019-01-20,36,29,3,43,29,False
2019-01-27,26,24,10,53,30,False
2019-02-03,29,20,6,44,35,False
2019-02-10,25,16,16,25,35,False
2019-02-17,16,17,15,44,38,False
2019-02-24,34,19,12,47,31,False
2019-03-03,31,26,13,54,33,False
2019-03-10,33,25,22,52,35,False
2019-03-17,21,23,25,49,42,False
2019-03-24,26,30,23,60,27,False
2019-03-31,31,26,17,50,31,False
2019-04-07,38,24,18,46,30,False
2019-04-14,24,18,20,48,18,False
2019-04-21,28,21,24,54,33,False
2019-04-28,17,17,17,43,22,False
2019-05-05,41,26,19,47,24,False
2019-05-12,27,21,18,33,40,False
2019-05-19,23,13,20,54,37,False
2019-05-26,29,20,10,51,30,False
2019-06-02,27,22,14,49,30,False
2019-06-09,18,22,19,60,36,False
2019-06-16,33,22,22,58,29,False
2019-06-23,17,17,6,51,24,False
2019-06-30,21,17,7,68,29,False
2019-07-07,28,33,14,60,21,False
2019-07-14,19,21,8,64,25,False
2019-07-21,25,22,7,53,25,False
2019-07-28,22,23,10,38,17,False
2019-08-04,33,35,18,45,40,False
2019-08-11,23,24,11,47,19,False
2019-08-18,23,52,8,55,38,False
2019-08-25,22,36,12,48,53,False
2019-09-01,28,53,14,59,35,False
2019-09-08,48,50,11,32,48,False
2019-09-15,32,40,6,53,38,False
2019-09-22,36,41,7,45,35,False
2019-09-29,42,34,7,43,37,False
2019-10-06,28,23,10,40,49,False
2019-10-13,29,27,5,43,43,False
2019-10-20,19,23,5,32,38,False
2019-10-27,25,21,9,34,43,False
2019-11-03,34,25,16,64,44,False
2019-11-10,25,25,8,43,46,False
2019-11-17,24,31,8,59,48,False
2019-11-24,24,21,7,48,70,False
2019-12-01,24,21,5,39,68,False
2019-12-08,21,24,3,37,98,False
2019-12-15,23,23,7,39,100,False
2019-12-22,18,18,4,41,64,False
2019-12-29,34,15,15,73,39,False
2020-01-05,26,22,9,67,37,False
2020-01-12,25,32,8,51,36,False
2020-01-19,39,30,7,62,32,False
2020-01-26,21,30,10,73,35,False
2020-02-02,34,30,8,55,38,False
2020-02-09,25,21,9,51,33,False
2020-02-16,30,25,10,61,40,False
2020-02-23,25,30,11,47,31,False
2020-03-01,22,27,5,44,29,False
2020-03-08,21,20,27,41,29,False
2020-03-15,33,51,30,39,14,False
2020-03-22,64,69,22,48,13,False
2020-03-29,43,50,30,45,18,False
2020-04-05,34,33,43,43,17,False
2020-04-12,50,22,46,41,17,False
2020-04-19,42,15,42,50,13,False
2020-04-26,36,19,34,53,23,False
2020-05-03,46,20,44,40,20,False
2020-05-10,28,26,32,53,11,False
2020-05-17,22,17,34,50,9,False
2020-05-24,23,20,33,51,16,False
2020-05-31,15,15,24,68,29,False
2020-06-07,24,19,9,68,28,False
2020-06-14,38,25,11,93,42,True
