date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,26,0,17,17,35,False
2018-01-14,18,0,18,17,0,False
2018-01-21,26,17,44,34,0,False
2018-01-28,17,34,17,17,35,False
2018-02-04,34,17,0,17,0,False
2018-02-11,35,17,18,17,0,False
2018-02-18,0,0,18,0,18,False
2018-02-25,0,18,18,18,0,False
2018-03-04,18,0,28,18,0,False
2018-03-11,27,0,36,0,18,False
2018-03-18,36,0,18,35,0,False
2018-03-25,0,0,45,53,54,False
2018-04-01,54,18,18,35,0,False
2018-04-08,18,0,35,35,0,False
2018-04-15,19,19,46,18,0,False
2018-04-22,18,18,18,18,18,False
2018-04-29,19,0,57,19,0,False
2018-05-06,0,29,39,20,0,False
2018-05-13,0,0,89,27,18,False
2018-05-20,18,0,0,27,18,False
2018-05-27,18,0,18,17,17,False
2018-06-03,0,0,53,18,18,False
2018-06-10,17,17,17,26,0,False
2018-06-17,36,18,0,0,0,False
2018-06-24,18,0,18,27,0,False
2018-07-01,18,0,18,35,0,False
2018-07-08,0,0,38,0,0,False
2018-07-15,20,20,0,20,0,False
2018-07-22,20,20,30,20,0,False
2018-07-29,20,20,0,20,20,False
2018-08-05,20,20,31,41,0,False
2018-08-12,21,21,21,21,0,False
2018-08-19,20,20,20,0,20,False
2018-08-26,19,29,0,19,38,False
2018-09-02,0,19,38,19,19,False
2018-09-09,38,19,19,0,0,False
2018-09-16,18,0,37,18,18,False
2018-09-23,37,0,0,0,0,False
2018-09-30,18,18,0,18,18,False
2018-10-07,37,0,19,18,19,False
2018-10-14,38,0,19,19,38,False
2018-10-21,38,19,0,37,38,False
2018-10-28,0,0,0,27,19,False
2018-11-04,36,0,0,27,0,False
2018-11-11,18,0,18,35,0,False
2018-11-18,35,0,0,0,0,False
2018-11-25,17,0,0,0,17,False
2018-12-02,18,18,0,17,18,False
2018-12-09,18,0,0,18,27,False
2018-12-16,18,0,0,18,37,False
2018-12-23,0,20,20,0,20,False
2018-12-30,0,19,0,28,0,False
2019-01-06,0,18,0,18,0,False
2019-01-13,26,0,0,17,18,False
2019-01-20,0,0,0,17,0,False
2019-01-27,17,0,0,17,0,False
2019-02-03,17,17,18,0,0,False
2019-02-10,0,0,28,0,19,False
2019-02-17,0,19,28,19,19,False
2019-02-24,18,0,35,17,18,False
2019-03-03,34,17,17,17,34,False
2019-03-10,26,26,18,17,18,False
2019-03-17,18,18,36,18,18,False
2019-03-24,18,0,18,18,0,False
2019-03-31,18,18,54,18,18,False
2019-04-07,0,0,38,19,0,False
2019-04-14,19,0,29,0,19,False
2019-04-21,0,0,27,35,0,False
2019-04-28,17,0,34,17,17,False
2019-05-05,0,0,34,34,0,False
2019-05-12,53,0,35,0,0,False
2019-05-19,18,0,79,0,0,False
2019-05-26,17,35,26,0,0,False
2019-06-02,0,0,33,16,0,False
2019-06-09,33,0,25,0,17,False
2019-06-16,0,18,18,53,0,False
2019-06-23,35,18,26,18,0,False
2019-06-30,0,0,27,18,18,False
2019-07-07,18,18,18,36,27,False
2019-07-14,0,38,19,19,0,False
2019-07-21,0,29,19,19,19,False
2019-07-28,20,0,0,0,0,False
2019-08-04,0,20,0,39,20,False
2019-08-11,19,19,39,19,0,False
2019-08-18,20,0,39,39,0,False
2019-08-25,27,18,53,26,0,False
2019-09-01,17,17,17,67,0,False
2019-09-08,17,17,0,17,0,False
2019-09-15,17,34,17,17,17,False
2019-09-22,47,16,16,15,31,False
2019-09-29,0,16,0,16,16,False
2019-10-06,32,16,0,0,0,False
2019-10-13,16,16,0,16,0,False
2019-10-20,33,16,16,16,16,False
2019-10-27,16,0,16,16,0,False
2019-11-03,16,0,0,16,24,False
2019-11-10,16,0,0,15,16,False
2019-11-17,16,0,0,23,24,False
2019-11-24,15,0,15,0,0,False
2019-12-01,31,0,15,31,16,False
2019-12-08,31,15,0,15,23,False
2019-12-15,0,0,0,16,40,False
2019-12-22,17,0,0,25,42,False
2019-12-29,0,0,0,41,16,False
2020-01-05,0,0,0,45,15,False
2020-01-12,29,30,0,15,15,False
2020-01-19,0,0,15,15,0,False
2020-01-26,15,0,0,15,15,False
2020-02-02,0,30,15,44,0,False
2020-02-09,22,15,15,30,0,False
2020-02-16,15,15,0,15,0,False
2020-02-23,31,0,23,30,0,False
2020-03-01,0,15,15,22,15,False
2020-03-08,29,0,29,14,14,False
2020-03-15,13,13,32,19,13,False
2020-03-22,13,31,44,0,25,False
2020-03-29,31,18,18,12,0,False
2020-04-05,0,12,100,12,0,False
2020-04-12,26,39,78,19,13,False
2020-04-19,26,13,39,32,13,False
2020-04-26,35,18,24,23,0,False
2020-05-03,24,0,54,12,0,False
2020-05-10,0,13,38,0,13,False
2020-05-17,14,14,48,20,28,False
2020-05-24,13,0,40,13,13,False
2020-05-31,13,0,13,13,13,False
2020-06-07,20,0,33,19,0,False
2020-06-14,31,31,31,46,0,True
