date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,9,19,23,14,9,False
2018-01-14,18,14,9,9,9,False
2018-01-21,0,0,16,15,10,False
2018-01-28,19,0,19,19,29,False
2018-02-04,9,14,9,14,9,False
2018-02-11,14,0,22,9,0,False
2018-02-18,10,10,30,15,10,False
2018-02-25,9,0,18,15,18,False
2018-03-04,9,9,40,9,9,False
2018-03-11,19,0,43,10,0,False
2018-03-18,0,10,32,10,16,False
2018-03-25,9,19,28,19,10,False
2018-04-01,10,0,55,23,10,False
2018-04-08,10,0,24,10,20,False
2018-04-15,10,0,56,11,11,False
2018-04-22,19,9,46,9,9,False
2018-04-29,10,20,50,20,10,False
2018-05-06,0,0,61,10,10,False
2018-05-13,14,13,57,14,0,False
2018-05-20,15,0,72,17,15,False
2018-05-27,0,0,45,10,10,False
2018-06-03,20,15,36,15,15,False
2018-06-10,10,10,37,10,20,False
2018-06-17,11,17,37,19,11,False
2018-06-24,11,0,48,15,11,False
2018-07-01,0,0,24,11,11,False
2018-07-08,11,11,14,11,11,False
2018-07-15,11,11,40,16,0,False
2018-07-22,0,0,18,21,0,False
2018-07-29,11,11,11,16,11,False
2018-08-05,15,0,44,10,10,False
2018-08-12,10,11,21,11,0,False
2018-08-19,11,31,21,18,0,False
2018-08-26,11,0,16,21,11,False
2018-09-02,16,15,15,22,11,False
2018-09-09,22,11,22,16,0,False
2018-09-16,11,16,11,16,0,False
2018-09-23,11,11,33,11,11,False
2018-09-30,22,0,11,11,0,False
2018-10-07,18,0,26,17,11,False
2018-10-14,11,0,19,23,0,False
2018-10-21,11,11,15,0,23,False
2018-10-28,16,11,14,14,32,False
2018-11-04,10,21,21,0,21,False
2018-11-11,16,11,15,22,22,False
2018-11-18,11,0,11,22,27,False
2018-11-25,11,11,11,11,11,False
2018-12-02,21,11,11,11,22,False
2018-12-09,11,0,0,11,16,False
2018-12-16,11,11,11,11,22,False
2018-12-23,0,12,18,0,12,False
2018-12-30,17,12,23,17,12,False
2019-01-06,0,11,16,22,11,False
2019-01-13,16,0,18,16,21,False
2019-01-20,0,15,14,14,10,False
2019-01-27,0,0,15,20,10,False
2019-02-03,16,21,14,11,11,False
2019-02-10,11,0,36,11,22,False
2019-02-17,11,11,53,0,12,False
2019-02-24,11,11,63,11,11,False
2019-03-03,10,10,17,10,10,False
2019-03-10,21,11,29,14,11,False
2019-03-17,11,11,48,15,17,False
2019-03-24,0,0,52,19,0,False
2019-03-31,11,0,42,18,11,False
2019-04-07,11,11,37,17,22,False
2019-04-14,0,0,62,11,11,False
2019-04-21,0,11,39,26,0,False
2019-04-28,10,0,66,21,11,False
2019-05-05,10,10,42,16,0,False
2019-05-12,11,0,39,21,14,False
2019-05-19,0,0,57,11,11,False
2019-05-26,11,0,43,21,11,False
2019-06-02,10,20,26,13,10,False
2019-06-09,10,0,34,26,14,False
2019-06-16,11,11,25,21,21,False
2019-06-23,10,10,16,21,0,False
2019-06-30,0,20,10,21,0,False
2019-07-07,10,10,17,13,10,False
2019-07-14,10,10,30,15,0,False
2019-07-21,10,19,26,15,10,False
2019-07-28,20,17,27,15,10,False
2019-08-04,10,0,26,10,10,False
2019-08-11,9,0,14,27,9,False
2019-08-18,9,9,14,19,0,False
2019-08-25,10,19,22,13,9,False
2019-09-01,25,14,14,8,25,False
2019-09-08,9,12,9,19,19,False
2019-09-15,10,10,15,25,13,False
2019-09-22,19,38,10,15,10,False
2019-09-29,29,10,20,20,0,False
2019-10-06,0,20,15,10,10,False
2019-10-13,0,10,33,28,19,False
2019-10-20,9,0,9,14,19,False
2019-10-27,18,14,14,15,9,False
2019-11-03,19,0,19,19,9,False
2019-11-10,9,9,16,28,10,False
2019-11-17,9,9,9,19,9,False
2019-11-24,9,9,15,0,18,False
2019-12-01,10,10,19,19,16,False
2019-12-08,0,9,9,9,25,False
2019-12-15,10,0,10,10,34,False
2019-12-22,10,0,11,10,18,False
2019-12-29,10,0,30,13,10,False
2020-01-05,9,9,0,22,9,False
2020-01-12,9,13,18,13,9,False
2020-01-19,9,9,12,23,19,False
2020-01-26,21,9,21,28,19,False
2020-02-02,9,19,19,18,9,False
2020-02-09,9,9,39,9,14,False
2020-02-16,14,14,43,9,9,False
2020-02-23,9,0,18,15,0,False
2020-03-01,9,0,24,13,14,False
2020-03-08,9,0,38,15,0,False
2020-03-15,8,8,63,18,8,False
2020-03-22,23,23,63,19,8,False
2020-03-29,15,15,58,8,8,False
2020-04-05,15,11,96,13,8,False
2020-04-12,27,8,100,8,8,False
2020-04-19,8,15,88,13,8,False
2020-04-26,0,7,79,7,7,False
2020-05-03,7,22,64,25,7,False
2020-05-10,0,8,82,11,8,False
2020-05-17,9,9,50,15,9,False
2020-05-24,8,17,45,17,8,False
2020-05-31,8,8,51,16,16,False
2020-06-07,8,0,21,19,8,False
2020-06-14,19,18,55,28,19,True
