date,apprendre anglais,Cours de yoga,jardiner,Coach sportif,Cours de cuisine,isPartial
2018-01-07,14,0,0,29,14,False
2018-01-14,14,14,21,24,29,False
2018-01-21,14,0,0,28,0,False
2018-01-28,14,14,28,32,14,False
2018-02-04,13,0,0,14,13,False
2018-02-11,14,14,14,14,0,False
2018-02-18,22,0,14,14,0,False
2018-02-25,14,0,14,24,14,False
2018-03-04,14,14,14,14,14,False
2018-03-11,29,14,0,21,14,False
2018-03-18,14,28,19,21,14,False
2018-03-25,29,0,29,14,15,False
2018-04-01,0,14,29,21,0,False
2018-04-08,14,0,43,14,14,False
2018-04-15,0,15,40,15,15,False
2018-04-22,15,15,34,37,0,False
2018-04-29,0,0,25,0,0,False
2018-05-06,29,0,25,15,15,False
2018-05-13,15,0,19,14,22,False
2018-05-20,15,14,24,15,29,False
2018-05-27,0,14,33,14,14,False
2018-06-03,14,0,51,22,14,False
2018-06-10,14,14,14,14,14,False
2018-06-17,15,15,15,15,0,False
2018-06-24,25,0,22,20,0,False
2018-07-01,14,14,24,29,0,False
2018-07-08,15,0,0,0,0,False
2018-07-15,16,0,0,16,32,False
2018-07-22,32,0,32,24,16,False
2018-07-29,0,0,16,24,16,False
2018-08-05,0,0,17,0,0,False
2018-08-12,17,17,0,17,17,False
2018-08-19,22,16,16,25,17,False
2018-08-26,0,15,20,31,0,False
2018-09-02,15,15,15,20,0,False
2018-09-09,23,0,15,0,23,False
2018-09-16,40,15,0,15,15,False
2018-09-23,38,15,0,23,0,False
2018-09-30,15,15,0,15,15,False
2018-10-07,23,30,15,0,0,False
2018-10-14,0,31,15,16,15,False
2018-10-21,15,0,0,0,15,False
2018-10-28,20,29,0,15,15,False
2018-11-04,14,14,0,14,28,False
2018-11-11,20,15,0,15,15,False
2018-11-18,14,14,0,15,22,False
2018-11-25,14,0,0,14,14,False
2018-12-02,14,0,14,14,22,False
2018-12-09,29,14,0,22,29,False
2018-12-16,15,0,15,15,15,False
2018-12-23,16,0,0,27,0,False
2018-12-30,31,15,0,15,15,False
2019-01-06,15,15,0,34,29,False
2019-01-13,19,0,14,19,14,False
2019-01-20,0,0,0,18,0,False
2019-01-27,23,20,0,13,0,False
2019-02-03,14,0,14,14,42,False
2019-02-10,0,23,15,23,0,False
2019-02-17,31,15,31,31,15,False
2019-02-24,14,14,14,0,0,False
2019-03-03,14,14,21,56,14,False
2019-03-10,0,0,14,22,0,False
2019-03-17,45,0,30,20,15,False
2019-03-24,15,15,30,30,0,False
2019-03-31,15,0,52,30,30,False
2019-04-07,45,15,25,15,15,False
2019-04-14,16,16,31,24,0,False
2019-04-21,15,15,0,14,44,False
2019-04-28,0,0,32,14,0,False
2019-05-05,27,0,27,23,14,False
2019-05-12,15,0,67,30,15,False
2019-05-19,29,14,53,36,0,False
2019-05-26,29,14,14,14,14,False
2019-06-02,13,0,18,34,13,False
2019-06-09,18,0,21,35,14,False
2019-06-16,15,0,24,15,15,False
2019-06-23,14,14,22,0,0,False
2019-06-30,0,15,15,29,15,False
2019-07-07,30,0,30,22,15,False
2019-07-14,31,0,31,0,0,False
2019-07-21,16,16,23,16,0,False
2019-07-28,16,16,32,16,0,False
2019-08-04,0,33,16,16,16,False
2019-08-11,16,16,16,16,16,False
2019-08-18,16,16,16,32,16,False
2019-08-25,15,15,22,15,0,False
2019-09-01,14,33,28,14,14,False
2019-09-08,14,28,0,14,14,False
2019-09-15,0,19,21,19,0,False
2019-09-22,26,0,0,13,0,False
2019-09-29,13,13,13,13,13,False
2019-10-06,13,27,13,13,13,False
2019-10-13,27,13,0,13,13,False
2019-10-20,14,13,14,14,0,False
2019-10-27,26,0,0,17,13,False
2019-11-03,20,26,13,17,13,False
2019-11-10,13,0,13,13,13,False
2019-11-17,20,13,0,33,13,False
2019-11-24,12,19,12,37,25,False
2019-12-01,0,13,13,42,13,False
2019-12-08,13,12,25,13,19,False
2019-12-15,13,13,0,19,13,False
2019-12-22,0,0,0,21,23,False
2019-12-29,14,13,13,31,0,False
2020-01-05,0,0,12,25,25,False
2020-01-12,18,12,12,12,0,False
2020-01-19,19,0,0,21,13,False
2020-01-26,12,12,12,61,18,False
2020-02-02,18,18,24,12,12,False
2020-02-09,0,12,12,16,12,False
2020-02-16,0,12,13,63,13,False
2020-02-23,0,12,24,12,12,False
2020-03-01,23,12,35,15,0,False
2020-03-08,17,0,15,34,0,False
2020-03-15,17,21,21,16,0,False
2020-03-22,27,20,44,20,10,False
2020-03-29,20,20,40,25,10,False
2020-04-05,15,0,37,20,0,False
2020-04-12,18,14,35,0,0,False
2020-04-19,21,0,28,21,0,False
2020-04-26,16,10,29,10,10,False
2020-05-03,10,10,42,19,10,False
2020-05-10,10,21,31,10,0,False
2020-05-17,17,11,44,22,11,False
2020-05-24,0,0,25,22,11,False
2020-05-31,21,15,15,14,10,False
2020-06-07,31,10,17,26,16,False
2020-06-14,0,0,100,25,0,True
