,geoName,plombier
3,Brittany,78.94736842105263
5,Centre-Val de Loire,71.05263157894737
7,Corsica,55.26315789473685
15,Pays de la Loire,85.52631578947368
18,Provence-Alpes-Côte d'Azur,75.0
21,Île-de-France,65.78947368421053
22,Grand-est,49.12280701754386
23,Hauts-de-france,63.1578947368421
24,Normandie,95.39473684210526
25,Bourgogne-Franche-Comté,68.42105263157895
26,Nouvelle-Aquitaine,100.0
27,Occitanie,80.26315789473685
28,Auvergne-Rhône-Alpes,75.0
