date,plombier,isPartial
2018-01-07,61,False
2018-01-14,51,False
2018-01-21,64,False
2018-01-28,74,False
2018-02-04,64,False
2018-02-11,55,False
2018-02-18,63,False
2018-02-25,75,False
2018-03-04,100,False
2018-03-11,45,False
2018-03-18,48,False
2018-03-25,60,False
2018-04-01,56,False
2018-04-08,64,False
2018-04-15,79,False
2018-04-22,50,False
2018-04-29,49,False
2018-05-06,65,False
2018-05-13,58,False
2018-05-20,68,False
2018-05-27,65,False
2018-06-03,38,False
2018-06-10,35,False
2018-06-17,46,False
2018-06-24,34,False
2018-07-01,47,False
2018-07-08,67,False
2018-07-15,52,False
2018-07-22,54,False
2018-07-29,73,False
2018-08-05,65,False
2018-08-12,75,False
2018-08-19,87,False
2018-08-26,63,False
2018-09-02,59,False
2018-09-09,87,False
2018-09-16,62,False
2018-09-23,96,False
2018-09-30,62,False
2018-10-07,68,False
2018-10-14,66,False
2018-10-21,79,False
2018-10-28,94,False
2018-11-04,70,False
2018-11-11,81,False
2018-11-18,84,False
2018-11-25,49,False
2018-12-02,40,False
2018-12-09,72,False
2018-12-16,58,False
2018-12-23,61,False
2018-12-30,78,False
2019-01-06,57,False
2019-01-13,59,False
2019-01-20,94,False
2019-01-27,55,False
2019-02-03,63,False
2019-02-10,52,False
2019-02-17,55,False
2019-02-24,67,False
2019-03-03,65,False
2019-03-10,56,False
2019-03-17,89,False
2019-03-24,44,False
2019-03-31,54,False
2019-04-07,46,False
2019-04-14,64,False
2019-04-21,56,False
2019-04-28,45,False
2019-05-05,58,False
2019-05-12,79,False
2019-05-19,56,False
2019-05-26,46,False
2019-06-02,57,False
2019-06-09,72,False
2019-06-16,54,False
2019-06-23,52,False
2019-06-30,56,False
2019-07-07,57,False
2019-07-14,86,False
2019-07-21,69,False
2019-07-28,76,False
2019-08-04,80,False
2019-08-11,76,False
2019-08-18,53,False
2019-08-25,98,False
2019-09-01,79,False
2019-09-08,77,False
2019-09-15,84,False
2019-09-22,92,False
2019-09-29,82,False
2019-10-06,87,False
2019-10-13,82,False
2019-10-20,91,False
2019-10-27,87,False
2019-11-03,56,False
2019-11-10,89,False
2019-11-17,74,False
2019-11-24,52,False
2019-12-01,64,False
2019-12-08,62,False
2019-12-15,68,False
2019-12-22,44,False
2019-12-29,70,False
2020-01-05,71,False
2020-01-12,71,False
2020-01-19,75,False
2020-01-26,53,False
2020-02-02,60,False
2020-02-09,66,False
2020-02-16,58,False
2020-02-23,62,False
2020-03-01,46,False
2020-03-08,66,False
2020-03-15,33,False
2020-03-22,47,False
2020-03-29,47,False
2020-04-05,39,False
2020-04-12,36,False
2020-04-19,28,False
2020-04-26,49,False
2020-05-03,42,False
2020-05-10,60,False
2020-05-17,64,True
