geoName,geoCode,Installation de climatisation
Brittany,FR-E,0.0
Centre-Val de Loire,FR-F,0.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,0.0
Provence-Alpes-Côte d'Azur,FR-U,100.0
Île-de-France,FR-J,55.55555555555556
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,0.0
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,92.59259259259261
Occitanie,FR-OC,0.0
Auvergne-Rhône-Alpes,FR-AR,37.5
