,geoName,piscine container
3,Brittany,37.5
5,Centre-Val de Loire,48.046875
7,Corsica,0.0
15,Pays de la Loire,46.875
18,Provence-Alpes-Côte d'Azur,35.15625
21,Île-de-France,30.46875
22,Grand-est,65.234375
23,Hauts-de-france,72.0703125
24,Normandie,33.3984375
25,Bourgogne-Franche-Comté,30.46875
26,Nouvelle-Aquitaine,100.0
27,Occitanie,39.2578125
28,Auvergne-Rhône-Alpes,49.21875
