date,piscine container
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.1507537688442211
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.24120603015075376
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.15577889447236182
2018-03-25,0.0
2018-04-01,0.16080402010050251
2018-04-08,0.32160804020100503
2018-04-15,0.0
2018-04-22,0.16080402010050251
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.16080402010050251
2018-06-10,0.0
2018-06-17,0.0
2018-06-24,0.32663316582914576
2018-07-01,0.0
2018-07-08,0.24120603015075376
2018-07-15,0.0
2018-07-22,0.271356783919598
2018-07-29,0.2562814070351759
2018-08-05,0.17587939698492464
2018-08-12,0.18090452261306533
2018-08-19,0.0
2018-08-26,0.24623115577889448
2018-09-02,0.1658291457286432
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.16080402010050251
2018-10-07,0.24623115577889448
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.15577889447236182
2018-11-11,0.0
2018-11-18,0.15577889447236182
2018-11-25,0.0
2018-12-02,0.15577889447236182
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.18090452261306533
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.38190954773869346
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.16080402010050251
2019-02-24,0.1507537688442211
2019-03-03,0.1507537688442211
2019-03-10,0.3015075376884422
2019-03-17,0.16080402010050251
2019-03-24,0.0
2019-03-31,0.1457286432160804
2019-04-07,0.1457286432160804
2019-04-14,0.3065326633165829
2019-04-21,0.1507537688442211
2019-04-28,0.0
2019-05-05,0.2864321608040201
2019-05-12,0.22110552763819097
2019-05-19,0.0
2019-05-26,0.3869346733668342
2019-06-02,0.2914572864321608
2019-06-09,0.1407035175879397
2019-06-16,0.4824120603015075
2019-06-23,0.2964824120603015
2019-06-30,0.6934673366834171
2019-07-07,0.25125628140703515
2019-07-14,0.2562814070351759
2019-07-21,0.8090452261306532
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.16080402010050251
2019-08-18,0.0
2019-08-25,0.5577889447236181
2019-09-01,0.1407035175879397
2019-09-08,1.0
2019-09-15,0.1407035175879397
2019-09-22,0.2814070351758794
2019-09-29,0.1457286432160804
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.23115577889447236
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.135678391959799
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.1306532663316583
2019-12-22,0.0
2019-12-29,0.1407035175879397
2020-01-05,0.0
2020-01-12,0.1306532663316583
2020-01-19,0.0
2020-01-26,0.2562814070351759
2020-02-02,0.0
2020-02-09,0.4623115577889447
2020-02-16,0.0
2020-02-23,0.20603015075376885
2020-03-01,0.0
2020-03-08,0.3316582914572864
2020-03-15,0.12060301507537688
2020-03-22,0.11557788944723618
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.2914572864321608
2020-04-19,0.23618090452261306
2020-04-26,0.22110552763819097
2020-05-03,0.11557788944723618
2020-05-10,0.34673366834170855
2020-05-17,0.5326633165829145
