,geoName,means
0,Burgenland,52.0
1,Carinthia,64.0
2,Lower Austria,100.0
3,Salzburg,51.0
4,Styria,85.0
5,Tyrol,46.0
6,Upper Austria,90.0
7,Vienna,93.0
8,Vorarlberg,36.0
