,geoName,means
0,Burgenland,25.0
1,Carinthia,19.0
2,Lower Austria,17.0
3,Salzburg,12.0
4,Styria,44.0
5,Tyrol,20.0
6,Upper Austria,40.0
7,Vienna,100.0
8,Vorarlberg,20.0
