date,moustiquaire porte
2018-01-07,0.09743589743589744
2018-01-14,0.0
2018-01-21,0.07179487179487179
2018-01-28,0.10256410256410256
2018-02-04,0.0
2018-02-11,0.10256410256410256
2018-02-18,0.0
2018-02-25,0.07692307692307693
2018-03-04,0.09743589743589744
2018-03-11,0.1794871794871795
2018-03-18,0.0
2018-03-25,0.11282051282051282
2018-04-01,0.10256410256410256
2018-04-08,0.1641025641025641
2018-04-15,0.2564102564102564
2018-04-22,0.37948717948717947
2018-04-29,0.17435897435897435
2018-05-06,0.09743589743589744
2018-05-13,0.17435897435897435
2018-05-20,0.15384615384615385
2018-05-27,0.3230769230769231
2018-06-03,0.21025641025641026
2018-06-10,0.16923076923076924
2018-06-17,0.4358974358974359
2018-06-24,0.36923076923076925
2018-07-01,0.358974358974359
2018-07-08,0.37948717948717947
2018-07-15,0.27692307692307694
2018-07-22,0.2564102564102564
2018-07-29,0.09230769230769231
2018-08-05,0.2512820512820513
2018-08-12,0.26666666666666666
2018-08-19,0.08205128205128205
2018-08-26,0.1794871794871795
2018-09-02,0.17435897435897435
2018-09-09,0.14871794871794872
2018-09-16,0.10256410256410256
2018-09-23,0.0
2018-09-30,0.10256410256410256
2018-10-07,0.10256410256410256
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.10256410256410256
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.10256410256410256
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.07692307692307693
2019-01-20,0.0
2019-01-27,0.09743589743589744
2019-02-03,0.10256410256410256
2019-02-10,0.07692307692307693
2019-02-17,0.10256410256410256
2019-02-24,0.26666666666666666
2019-03-03,0.0
2019-03-10,0.07692307692307693
2019-03-17,0.2205128205128205
2019-03-24,0.1076923076923077
2019-03-31,0.22564102564102564
2019-04-07,0.23076923076923078
2019-04-14,0.09743589743589744
2019-04-21,0.16923076923076924
2019-04-28,0.23076923076923078
2019-05-05,0.16923076923076924
2019-05-12,0.14871794871794872
2019-05-19,0.2358974358974359
2019-05-26,0.41025641025641024
2019-06-02,0.3282051282051282
2019-06-09,0.37948717948717947
2019-06-16,0.5487179487179488
2019-06-23,0.6256410256410256
2019-06-30,0.3076923076923077
2019-07-07,0.31794871794871793
2019-07-14,0.09230769230769231
2019-07-21,0.24615384615384617
2019-07-28,0.20512820512820512
2019-08-04,0.30256410256410254
2019-08-11,0.27692307692307694
2019-08-18,0.30256410256410254
2019-08-25,0.14871794871794872
2019-09-01,0.09230769230769231
2019-09-08,0.06666666666666667
2019-09-15,0.0
2019-09-22,0.13846153846153847
2019-09-29,0.09230769230769231
2019-10-06,0.0
2019-10-13,0.09230769230769231
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.09230769230769231
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.09230769230769231
2019-12-08,0.0
2019-12-15,0.05641025641025641
2019-12-22,0.10256410256410256
2019-12-29,0.06153846153846154
2020-01-05,0.08717948717948718
2020-01-12,0.05641025641025641
2020-01-19,0.0
2020-01-26,0.17435897435897435
2020-02-02,0.0
2020-02-09,0.13846153846153847
2020-02-16,0.20512820512820512
2020-02-23,0.13846153846153847
2020-03-01,0.13333333333333333
2020-03-08,0.13333333333333333
2020-03-15,0.1282051282051282
2020-03-22,0.07179487179487179
2020-03-29,0.17435897435897435
2020-04-05,0.2
2020-04-12,0.2205128205128205
2020-04-19,0.14358974358974358
2020-04-26,0.3230769230769231
2020-05-03,1.0
2020-05-10,0.358974358974359
2020-05-17,0.7794871794871795
2020-05-24,0.7384615384615385
2020-05-31,0.49743589743589745
2020-06-07,0.6051282051282051
2020-06-14,0.441025641025641
2020-06-21,0.8717948717948718
