date,moustiquaire porte
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.14035087719298245
2018-04-01,0.14035087719298245
2018-04-08,0.14035087719298245
2018-04-15,0.3508771929824561
2018-04-22,0.3157894736842105
2018-04-29,0.0
2018-05-06,0.32748538011695905
2018-05-13,0.30994152046783624
2018-05-20,0.3216374269005848
2018-05-27,0.0
2018-06-03,0.13450292397660818
2018-06-10,0.17543859649122806
2018-06-17,0.1871345029239766
2018-06-24,0.5146198830409356
2018-07-01,0.3157894736842105
2018-07-08,0.0
2018-07-15,0.5847953216374269
2018-07-22,0.19883040935672514
2018-07-29,0.2046783625730994
2018-08-05,0.42105263157894735
2018-08-12,0.5087719298245614
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.19298245614035087
2018-09-16,0.0
2018-09-23,0.1871345029239766
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.19298245614035087
2018-10-28,0.0
2018-11-04,0.18128654970760233
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.17543859649122806
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.13450292397660818
2019-02-10,0.30994152046783624
2019-02-17,0.0
2019-02-24,0.17543859649122806
2019-03-03,0.17543859649122806
2019-03-10,0.17543859649122806
2019-03-17,0.0
2019-03-24,0.3216374269005848
2019-03-31,0.18128654970760233
2019-04-07,0.18128654970760233
2019-04-14,0.1871345029239766
2019-04-21,0.13450292397660818
2019-04-28,0.1695906432748538
2019-05-05,0.0
2019-05-12,0.30994152046783624
2019-05-19,0.13450292397660818
2019-05-26,0.3157894736842105
2019-06-02,0.7660818713450293
2019-06-09,0.1695906432748538
2019-06-16,0.3157894736842105
2019-06-23,0.40350877192982454
2019-06-30,0.18128654970760233
2019-07-07,0.0
2019-07-14,0.5964912280701754
2019-07-21,0.42105263157894735
2019-07-28,0.19883040935672514
2019-08-04,0.4093567251461988
2019-08-11,0.1871345029239766
2019-08-18,0.14035087719298245
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.4152046783625731
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.16374269005847952
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.16374269005847952
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.14619883040935672
2020-03-01,0.0
2020-03-08,0.14619883040935672
2020-03-15,0.19883040935672514
2020-03-22,0.0
2020-03-29,0.12280701754385964
2020-04-05,0.4444444444444444
2020-04-12,0.40350877192982454
2020-04-19,0.19298245614035087
2020-04-26,0.21637426900584794
2020-05-03,0.39766081871345027
2020-05-10,0.2982456140350877
2020-05-17,0.5672514619883041
2020-05-24,1.0
2020-05-31,0.4152046783625731
2020-06-07,0.13450292397660818
2020-06-14,0.3567251461988304
2020-06-21,0.0
