date,moustiquaire porte
2018-01-07,0.0
2018-01-14,0.3597122302158273
2018-01-21,0.2158273381294964
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.20863309352517986
2018-03-25,0.3669064748201439
2018-04-01,0.0
2018-04-08,0.20863309352517986
2018-04-15,0.37410071942446044
2018-04-22,0.5899280575539568
2018-04-29,0.22302158273381295
2018-05-06,0.22302158273381295
2018-05-13,0.5755395683453237
2018-05-20,0.43884892086330934
2018-05-27,0.20863309352517986
2018-06-03,0.0
2018-06-10,0.7553956834532374
2018-06-17,0.762589928057554
2018-06-24,0.2158273381294964
2018-07-01,0.762589928057554
2018-07-08,0.60431654676259
2018-07-15,0.8920863309352518
2018-07-22,0.6474820143884892
2018-07-29,0.7194244604316546
2018-08-05,0.2446043165467626
2018-08-12,0.935251798561151
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.22302158273381295
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.37410071942446044
2018-11-18,0.0
2018-11-25,0.7194244604316546
2018-12-02,0.20863309352517986
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.38848920863309355
2019-01-06,0.0
2019-01-13,0.2014388489208633
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.38848920863309355
2019-02-24,0.3669064748201439
2019-03-03,0.0
2019-03-10,0.3597122302158273
2019-03-17,0.20863309352517986
2019-03-24,0.37410071942446044
2019-03-31,0.5755395683453237
2019-04-07,0.302158273381295
2019-04-14,0.2949640287769784
2019-04-21,0.5683453237410072
2019-04-28,0.35251798561151076
2019-05-05,0.34532374100719426
2019-05-12,0.5539568345323741
2019-05-19,0.18705035971223022
2019-05-26,0.539568345323741
2019-06-02,0.935251798561151
2019-06-09,0.6258992805755396
2019-06-16,0.6618705035971223
2019-06-23,0.38848920863309355
2019-06-30,0.6546762589928058
2019-07-07,0.5683453237410072
2019-07-14,0.39568345323741005
2019-07-21,0.6690647482014388
2019-07-28,0.4028776978417266
2019-08-04,0.22302158273381295
2019-08-11,0.39568345323741005
2019-08-18,0.0
2019-08-25,0.6834532374100719
2019-09-01,0.39568345323741005
2019-09-08,0.3597122302158273
2019-09-15,0.35251798561151076
2019-09-22,0.33093525179856115
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.3237410071942446
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.16546762589928057
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.16546762589928057
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.30935251798561153
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.16546762589928057
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.14388489208633093
2020-03-22,0.2517985611510791
2020-03-29,0.14388489208633093
2020-04-05,0.60431654676259
2020-04-12,0.460431654676259
2020-04-19,0.5611510791366906
2020-04-26,0.5611510791366906
2020-05-03,0.2733812949640288
2020-05-10,0.41007194244604317
2020-05-17,0.7410071942446043
2020-05-24,1.0
2020-05-31,0.45323741007194246
2020-06-07,0.28776978417266186
2020-06-14,0.5827338129496403
2020-06-21,0.5611510791366906
