date,moustiquaire porte
2018-01-07,0.0
2018-01-14,0.09931506849315068
2018-01-21,0.0
2018-01-28,0.3184931506849315
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.2534246575342466
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.386986301369863
2018-04-15,0.5205479452054794
2018-04-22,0.5787671232876712
2018-04-29,0.6335616438356164
2018-05-06,0.4657534246575342
2018-05-13,0.0
2018-05-20,0.4897260273972603
2018-05-27,0.5513698630136986
2018-06-03,0.4452054794520548
2018-06-10,0.5376712328767124
2018-06-17,0.3356164383561644
2018-06-24,0.5616438356164384
2018-07-01,0.8664383561643836
2018-07-08,0.339041095890411
2018-07-15,0.5171232876712328
2018-07-22,0.2842465753424658
2018-07-29,0.2876712328767123
2018-08-05,0.6095890410958904
2018-08-12,0.8082191780821918
2018-08-19,0.2465753424657534
2018-08-26,0.23972602739726026
2018-09-02,0.3458904109589041
2018-09-09,0.3732876712328767
2018-09-16,0.2328767123287671
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.1095890410958904
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.2191780821917808
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.2328767123287671
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.08904109589041095
2019-01-20,0.08561643835616438
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.08904109589041095
2019-02-17,0.2328767123287671
2019-02-24,0.0
2019-03-03,0.08561643835616438
2019-03-10,0.1506849315068493
2019-03-17,0.25
2019-03-24,0.08904109589041095
2019-03-31,0.4726027397260274
2019-04-07,0.2328767123287671
2019-04-14,0.4965753424657534
2019-04-21,0.24315068493150685
2019-04-28,0.08561643835616438
2019-05-05,0.3835616438356164
2019-05-12,0.589041095890411
2019-05-19,0.5513698630136986
2019-05-26,0.6301369863013698
2019-06-02,0.6746575342465754
2019-06-09,0.21232876712328766
2019-06-16,0.863013698630137
2019-06-23,0.9726027397260274
2019-06-30,0.3116438356164384
2019-07-07,0.5136986301369864
2019-07-14,0.6506849315068494
2019-07-21,0.6232876712328768
2019-07-28,0.589041095890411
2019-08-04,0.7123287671232876
2019-08-11,0.23972602739726026
2019-08-18,0.11643835616438356
2019-08-25,0.07534246575342465
2019-09-01,0.08561643835616438
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.1404109589041096
2019-09-29,0.0
2019-10-06,0.1404109589041096
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.2054794520547945
2019-11-03,0.136986301369863
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.19863013698630136
2019-12-22,0.14726027397260275
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.1917808219178082
2020-02-16,0.11986301369863013
2020-02-23,0.18493150684931506
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.1643835616438356
2020-03-22,0.3321917808219178
2020-03-29,0.3321917808219178
2020-04-05,0.5821917808219178
2020-04-12,0.589041095890411
2020-04-19,0.3116438356164384
2020-04-26,0.4657534246575342
2020-05-03,0.4486301369863014
2020-05-10,0.6506849315068494
2020-05-17,0.8424657534246576
2020-05-24,0.8527397260273972
2020-05-31,0.6164383561643836
2020-06-07,0.8835616438356164
2020-06-14,0.6061643835616438
2020-06-21,1.0
