,geoName,club yoga
3,Brittany,92.85714285714286
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,48.214285714285715
21,Île-de-France,94.64285714285714
22,Grand-est,79.16666666666667
23,Hauts-de-france,15.178571428571427
24,Normandie,86.60714285714286
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,27.380952380952383
27,Occitanie,46.42857142857143
28,Auvergne-Rhône-Alpes,59.82142857142857
