date,entreprise plomberie
2018-01-07,1.0
2018-01-14,0.5695364238410596
2018-01-21,0.32450331125827814
2018-01-28,0.17218543046357615
2018-02-04,0.16556291390728478
2018-02-11,0.16556291390728478
2018-02-18,0.16556291390728478
2018-02-25,0.31788079470198677
2018-03-04,0.32450331125827814
2018-03-11,0.33112582781456956
2018-03-18,0.5695364238410596
2018-03-25,0.3443708609271523
2018-04-01,0.17218543046357615
2018-04-08,0.2582781456953642
2018-04-15,0.5761589403973509
2018-04-22,0.5231788079470199
2018-04-29,0.17218543046357615
2018-05-06,0.7218543046357616
2018-05-13,0.847682119205298
2018-05-20,0.0
2018-05-27,0.5960264900662252
2018-06-03,0.7880794701986755
2018-06-10,0.33774834437086093
2018-06-17,0.17880794701986755
2018-06-24,0.17880794701986755
2018-07-01,0.0
2018-07-08,0.17880794701986755
2018-07-15,0.304635761589404
2018-07-22,0.18543046357615894
2018-07-29,0.0
2018-08-05,0.19205298013245034
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.17880794701986755
2018-09-02,0.26490066225165565
2018-09-09,0.17880794701986755
2018-09-16,0.3509933774834437
2018-09-23,0.7086092715231788
2018-09-30,0.17880794701986755
2018-10-07,0.17880794701986755
2018-10-14,0.17880794701986755
2018-10-21,0.17880794701986755
2018-10-28,0.6291390728476821
2018-11-04,0.17218543046357615
2018-11-11,0.17218543046357615
2018-11-18,0.5099337748344371
2018-11-25,0.17218543046357615
2018-12-02,0.0
2018-12-09,0.17218543046357615
2018-12-16,0.0
2018-12-23,0.5562913907284768
2018-12-30,0.17880794701986755
2019-01-06,0.2185430463576159
2019-01-13,0.0
2019-01-20,0.271523178807947
2019-01-27,0.23841059602649006
2019-02-03,0.0
2019-02-10,0.5099337748344371
2019-02-17,0.5231788079470199
2019-02-24,0.5099337748344371
2019-03-03,0.15894039735099338
2019-03-10,0.16556291390728478
2019-03-17,0.2582781456953642
2019-03-24,0.33112582781456956
2019-03-31,0.0
2019-04-07,0.5033112582781457
2019-04-14,0.4105960264900662
2019-04-21,0.16556291390728478
2019-04-28,0.15894039735099338
2019-05-05,0.15894039735099338
2019-05-12,0.26490066225165565
2019-05-19,0.31788079470198677
2019-05-26,0.16556291390728478
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.5165562913907285
2019-06-23,0.271523178807947
2019-06-30,0.6556291390728477
2019-07-07,0.23841059602649006
2019-07-14,0.24503311258278146
2019-07-21,0.16556291390728478
2019-07-28,0.0
2019-08-04,0.17218543046357615
2019-08-11,0.17880794701986755
2019-08-18,0.0
2019-08-25,0.33774834437086093
2019-09-01,0.152317880794702
2019-09-08,0.48344370860927155
2019-09-15,0.5562913907284768
2019-09-22,0.152317880794702
2019-09-29,0.31788079470198677
2019-10-06,0.15894039735099338
2019-10-13,0.152317880794702
2019-10-20,0.152317880794702
2019-10-27,0.37748344370860926
2019-11-03,0.2185430463576159
2019-11-10,0.2980132450331126
2019-11-17,0.36423841059602646
2019-11-24,0.4304635761589404
2019-12-01,0.6821192052980133
2019-12-08,0.423841059602649
2019-12-15,0.5894039735099338
2019-12-22,0.0
2019-12-29,0.45695364238410596
2020-01-05,0.5894039735099338
2020-01-12,0.2119205298013245
2020-01-19,0.8741721854304636
2020-01-26,0.23178807947019867
2020-02-02,0.5629139072847682
2020-02-09,0.423841059602649
2020-02-16,0.6622516556291391
2020-02-23,0.13245033112582782
2020-03-01,0.271523178807947
2020-03-08,0.1986754966887417
2020-03-15,0.3708609271523179
2020-03-22,0.12582781456953643
2020-03-29,0.25165562913907286
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.36423841059602646
2020-04-26,0.11920529801324503
2020-05-03,0.3509933774834437
2020-05-10,0.18543046357615894
2020-05-17,0.31788079470198677
