,geoName,Rideaux
3,Brittany,64.04494382022472
5,Centre-Val de Loire,84.26966292134831
7,Corsica,100.0
15,Pays de la Loire,67.41573033707866
18,Provence-Alpes-Côte d'Azur,75.28089887640449
21,Île-de-France,64.04494382022472
22,Grand-est,66.29213483146067
23,Hauts-de-france,71.91011235955057
24,Normandie,74.71910112359551
25,Bourgogne-Franche-Comté,87.07865168539325
26,Nouvelle-Aquitaine,92.50936329588015
27,Occitanie,84.8314606741573
28,Auvergne-Rhône-Alpes,73.59550561797754
