,geoName,cocktail dinatoire
3,Brittany,24.81203007518797
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,58.64661654135338
18,Provence-Alpes-Côte d'Azur,22.55639097744361
21,Île-de-France,36.09022556390977
22,Grand-est,0.0
23,Hauts-de-france,13.533834586466165
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,27.06766917293233
28,Auvergne-Rhône-Alpes,13.533834586466165
