,geoName,Psychologue
3,Brittany,91.46341463414635
5,Centre-Val de Loire,75.60975609756098
7,Corsica,60.97560975609756
15,Pays de la Loire,87.8048780487805
18,Provence-Alpes-Côte d'Azur,78.04878048780488
21,Île-de-France,89.02439024390245
22,Grand-est,75.20325203252031
23,Hauts-de-france,74.39024390243902
24,Normandie,82.92682926829268
25,Bourgogne-Franche-Comté,75.60975609756098
26,Nouvelle-Aquitaine,100.0
27,Occitanie,87.8048780487805
28,Auvergne-Rhône-Alpes,83.53658536585365
