,geoName,Clôtures
3,Brittany,48.837209302325576
5,Centre-Val de Loire,58.139534883720934
7,Corsica,0.0
15,Pays de la Loire,44.18604651162791
18,Provence-Alpes-Côte d'Azur,16.27906976744186
21,Île-de-France,18.6046511627907
22,Grand-est,21.70542635658915
23,Hauts-de-france,31.3953488372093
24,Normandie,25.581395348837212
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,34.883720930232556
28,Auvergne-Rhône-Alpes,9.30232558139535
