date,Trockenbau,isPartial
2018-01-07,76,False
2018-01-14,77,False
2018-01-21,76,False
2018-01-28,89,False
2018-02-04,95,False
2018-02-11,88,False
2018-02-18,90,False
2018-02-25,81,False
2018-03-04,64,False
2018-03-11,63,False
2018-03-18,77,False
2018-03-25,53,False
2018-04-01,72,False
2018-04-08,79,False
2018-04-15,68,False
2018-04-22,57,False
2018-04-29,53,False
2018-05-06,66,False
2018-05-13,70,False
2018-05-20,56,False
2018-05-27,64,False
2018-06-03,69,False
2018-06-10,66,False
2018-06-17,77,False
2018-06-24,50,False
2018-07-01,46,False
2018-07-08,59,False
2018-07-15,63,False
2018-07-22,73,False
2018-07-29,63,False
2018-08-05,69,False
2018-08-12,74,False
2018-08-19,75,False
2018-08-26,66,False
2018-09-02,78,False
2018-09-09,64,False
2018-09-16,90,False
2018-09-23,63,False
2018-09-30,56,False
2018-10-07,79,False
2018-10-14,57,False
2018-10-21,60,False
2018-10-28,57,False
2018-11-04,70,False
2018-11-11,70,False
2018-11-18,63,False
2018-11-25,49,False
2018-12-02,73,False
2018-12-09,71,False
2018-12-16,60,False
2018-12-23,62,False
2018-12-30,76,False
2019-01-06,91,False
2019-01-13,87,False
2019-01-20,85,False
2019-01-27,92,False
2019-02-03,98,False
2019-02-10,90,False
2019-02-17,81,False
2019-02-24,90,False
2019-03-03,81,False
2019-03-10,78,False
2019-03-17,76,False
2019-03-24,80,False
2019-03-31,70,False
2019-04-07,81,False
2019-04-14,67,False
2019-04-21,69,False
2019-04-28,69,False
2019-05-05,75,False
2019-05-12,62,False
2019-05-19,69,False
2019-05-26,58,False
2019-06-02,67,False
2019-06-09,61,False
2019-06-16,62,False
2019-06-23,55,False
2019-06-30,77,False
2019-07-07,71,False
2019-07-14,77,False
2019-07-21,84,False
2019-07-28,72,False
2019-08-04,52,False
2019-08-11,84,False
2019-08-18,68,False
2019-08-25,75,False
2019-09-01,70,False
2019-09-08,66,False
2019-09-15,66,False
2019-09-22,67,False
2019-09-29,63,False
2019-10-06,71,False
2019-10-13,84,False
2019-10-20,67,False
2019-10-27,60,False
2019-11-03,79,False
2019-11-10,65,False
2019-11-17,73,False
2019-11-24,72,False
2019-12-01,77,False
2019-12-08,62,False
2019-12-15,66,False
2019-12-22,47,False
2019-12-29,65,False
2020-01-05,82,False
2020-01-12,74,False
2020-01-19,100,False
2020-01-26,89,False
2020-02-02,78,False
2020-02-09,72,False
2020-02-16,76,False
2020-02-23,86,False
2020-03-01,87,False
2020-03-08,76,False
2020-03-15,63,False
2020-03-22,72,False
2020-03-29,78,False
2020-04-05,65,False
2020-04-12,83,False
2020-04-19,81,False
2020-04-26,76,False
2020-05-03,76,False
2020-05-10,81,False
