,geoName,means
0,Aargau,11.0
1,Appenzell Innerrhoden,0.0
2,Appenzell Outer Rhodes,0.0
3,Basel-Landschaft,0.0
4,Basel-Stadt,0.0
5,Canton of Bern,98.0
6,Canton of Fribourg,0.0
7,Canton of Glarus,0.0
8,Canton of Jura,0.0
9,Canton of Neuchâtel,0.0
10,Canton of Obwalden,0.0
11,Canton of Schaffhausen,0.0
12,Canton of Schwyz,0.0
13,Canton of Solothurn,0.0
14,Canton of Uri,0.0
15,Canton of Zug,0.0
16,Geneva,0.0
17,Grisons,0.0
18,Lucerne,8.0
19,Nidwalden,0.0
20,St. Gallen,50.0
21,Thurgau,0.0
22,Ticino,0.0
23,Valais,0.0
24,Vaud,0.0
25,Zurich,100.0
