date,panneau photovoltaique
2018-01-07,0.22085889570552147
2018-01-14,0.294478527607362
2018-01-21,0.852760736196319
2018-01-28,0.13496932515337423
2018-02-04,0.3067484662576687
2018-02-11,0.22085889570552147
2018-02-18,0.22085889570552147
2018-02-25,0.5398773006134969
2018-03-04,0.4723926380368098
2018-03-11,0.25766871165644173
2018-03-18,0.26380368098159507
2018-03-25,0.20245398773006135
2018-04-01,0.3128834355828221
2018-04-08,0.1411042944785276
2018-04-15,0.4539877300613497
2018-04-22,0.7300613496932515
2018-04-29,0.34355828220858897
2018-05-06,0.2147239263803681
2018-05-13,0.3374233128834356
2018-05-20,0.7423312883435583
2018-05-27,0.22699386503067484
2018-06-03,0.5460122699386503
2018-06-10,0.3067484662576687
2018-06-17,0.2822085889570552
2018-06-24,0.3987730061349693
2018-07-01,0.0
2018-07-08,0.27607361963190186
2018-07-15,0.4785276073619632
2018-07-22,0.19631901840490798
2018-07-29,0.147239263803681
2018-08-05,0.18404907975460122
2018-08-12,0.3067484662576687
2018-08-19,0.4171779141104294
2018-08-26,0.1901840490797546
2018-09-02,0.32515337423312884
2018-09-09,0.37423312883435583
2018-09-16,0.3312883435582822
2018-09-23,0.4233128834355828
2018-09-30,0.3496932515337423
2018-10-07,0.6441717791411042
2018-10-14,0.5153374233128835
2018-10-21,0.4233128834355828
2018-10-28,0.5460122699386503
2018-11-04,0.44171779141104295
2018-11-11,0.18404907975460122
2018-11-18,0.5705521472392638
2018-11-25,0.3619631901840491
2018-12-02,0.5276073619631901
2018-12-09,0.13496932515337423
2018-12-16,0.588957055214724
2018-12-23,0.22699386503067484
2018-12-30,0.36809815950920244
2019-01-06,0.4294478527607362
2019-01-13,0.3558282208588957
2019-01-20,0.5153374233128835
2019-01-27,0.5030674846625767
2019-02-03,0.6441717791411042
2019-02-10,0.4723926380368098
2019-02-17,0.49693251533742333
2019-02-24,0.3128834355828221
2019-03-03,0.3374233128834356
2019-03-10,0.39263803680981596
2019-03-17,0.3803680981595092
2019-03-24,0.6134969325153374
2019-03-31,0.12269938650306748
2019-04-07,0.5153374233128835
2019-04-14,0.5276073619631901
2019-04-21,0.5030674846625767
2019-04-28,0.294478527607362
2019-05-05,0.12269938650306748
2019-05-12,0.5521472392638037
2019-05-19,0.1656441717791411
2019-05-26,0.3312883435582822
2019-06-02,0.6073619631901841
2019-06-09,0.3619631901840491
2019-06-16,0.2147239263803681
2019-06-23,0.6257668711656442
2019-06-30,0.25766871165644173
2019-07-07,0.12269938650306748
2019-07-14,0.3006134969325153
2019-07-21,0.43558282208588955
2019-07-28,0.3803680981595092
2019-08-04,0.6257668711656442
2019-08-11,0.17791411042944785
2019-08-18,0.6134969325153374
2019-08-25,0.20245398773006135
2019-09-01,0.2883435582822086
2019-09-08,0.32515337423312884
2019-09-15,0.5398773006134969
2019-09-22,0.44171779141104295
2019-09-29,0.24539877300613497
2019-10-06,0.49079754601226994
2019-10-13,0.12269938650306748
2019-10-20,0.48466257668711654
2019-10-27,0.3987730061349693
2019-11-03,1.0
2019-11-10,0.3496932515337423
2019-11-17,0.6932515337423313
2019-11-24,0.48466257668711654
2019-12-01,0.3374233128834356
2019-12-08,0.4171779141104294
2019-12-15,0.3803680981595092
2019-12-22,0.4110429447852761
2019-12-29,0.24539877300613497
2020-01-05,0.6993865030674846
2020-01-12,0.3067484662576687
2020-01-19,0.7914110429447853
2020-01-26,0.4723926380368098
2020-02-02,0.25766871165644173
2020-02-09,0.5398773006134969
2020-02-16,0.0
2020-02-23,0.24539877300613497
2020-03-01,0.1411042944785276
2020-03-08,0.3496932515337423
2020-03-15,0.13496932515337423
2020-03-22,0.3128834355828221
2020-03-29,0.3803680981595092
2020-04-05,0.25766871165644173
2020-04-12,0.20245398773006135
2020-04-19,0.13496932515337423
2020-04-26,0.4049079754601227
2020-05-03,0.15950920245398773
2020-05-10,0.588957055214724
2020-05-17,0.12883435582822086
