,geoName,panneau photovoltaique
3,Brittany,66.05504587155963
5,Centre-Val de Loire,44.03669724770642
7,Corsica,0.0
15,Pays de la Loire,81.19266055045871
18,Provence-Alpes-Côte d'Azur,64.6788990825688
21,Île-de-France,42.6605504587156
22,Grand-est,69.72477064220183
23,Hauts-de-france,70.87155963302752
24,Normandie,40.596330275229356
25,Bourgogne-Franche-Comté,92.20183486238531
26,Nouvelle-Aquitaine,100.0
27,Occitanie,97.70642201834862
28,Auvergne-Rhône-Alpes,92.88990825688073
