,geoName,traiteur anniversaire
3,Brittany,33.33333333333333
5,Centre-Val de Loire,100.0
7,Corsica,0.0
15,Pays de la Loire,77.08333333333334
18,Provence-Alpes-Côte d'Azur,37.5
21,Île-de-France,31.25
22,Grand-est,24.305555555555554
23,Hauts-de-france,77.08333333333334
24,Normandie,39.58333333333333
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,77.08333333333334
27,Occitanie,46.875
28,Auvergne-Rhône-Alpes,17.708333333333336
