,geoName,insert bois
3,Brittany,45.0
5,Centre-Val de Loire,26.666666666666668
7,Corsica,0.0
15,Pays de la Loire,43.333333333333336
18,Provence-Alpes-Côte d'Azur,26.666666666666668
21,Île-de-France,31.666666666666664
22,Grand-est,42.22222222222222
23,Hauts-de-france,71.66666666666667
24,Normandie,63.33333333333333
25,Bourgogne-Franche-Comté,78.33333333333333
26,Nouvelle-Aquitaine,100.0
27,Occitanie,36.666666666666664
28,Auvergne-Rhône-Alpes,41.66666666666667
