date,bar,isPartial
2018-01-07,56,False
2018-01-14,51,False
2018-01-21,60,False
2018-01-28,62,False
2018-02-04,54,False
2018-02-11,44,False
2018-02-18,59,False
2018-02-25,67,False
2018-03-04,54,False
2018-03-11,68,False
2018-03-18,72,False
2018-03-25,69,False
2018-04-01,66,False
2018-04-08,72,False
2018-04-15,71,False
2018-04-22,68,False
2018-04-29,81,False
2018-05-06,64,False
2018-05-13,48,False
2018-05-20,61,False
2018-05-27,65,False
2018-06-03,61,False
2018-06-10,65,False
2018-06-17,63,False
2018-06-24,67,False
2018-07-01,61,False
2018-07-08,61,False
2018-07-15,60,False
2018-07-22,73,False
2018-07-29,67,False
2018-08-05,80,False
2018-08-12,69,False
2018-08-19,73,False
2018-08-26,63,False
2018-09-02,68,False
2018-09-09,55,False
2018-09-16,51,False
2018-09-23,60,False
2018-09-30,69,False
2018-10-07,66,False
2018-10-14,66,False
2018-10-21,55,False
2018-10-28,58,False
2018-11-04,58,False
2018-11-11,69,False
2018-11-18,65,False
2018-11-25,49,False
2018-12-02,62,False
2018-12-09,67,False
2018-12-16,79,False
2018-12-23,76,False
2018-12-30,77,False
2019-01-06,62,False
2019-01-13,70,False
2019-01-20,65,False
2019-01-27,59,False
2019-02-03,64,False
2019-02-10,65,False
2019-02-17,62,False
2019-02-24,63,False
2019-03-03,63,False
2019-03-10,64,False
2019-03-17,74,False
2019-03-24,71,False
2019-03-31,77,False
2019-04-07,66,False
2019-04-14,66,False
2019-04-21,78,False
2019-04-28,70,False
2019-05-05,66,False
2019-05-12,59,False
2019-05-19,67,False
2019-05-26,59,False
2019-06-02,68,False
2019-06-09,70,False
2019-06-16,60,False
2019-06-23,68,False
2019-06-30,70,False
2019-07-07,61,False
2019-07-14,76,False
2019-07-21,62,False
2019-07-28,74,False
2019-08-04,100,False
2019-08-11,94,False
2019-08-18,81,False
2019-08-25,69,False
2019-09-01,66,False
2019-09-08,83,False
2019-09-15,93,False
2019-09-22,75,False
2019-09-29,71,False
2019-10-06,87,False
2019-10-13,82,False
2019-10-20,72,False
2019-10-27,75,False
2019-11-03,74,False
2019-11-10,75,False
2019-11-17,67,False
2019-11-24,56,False
2019-12-01,75,False
2019-12-08,60,False
2019-12-15,59,False
2019-12-22,83,False
2019-12-29,85,False
2020-01-05,79,False
2020-01-12,69,False
2020-01-19,65,False
2020-01-26,71,False
2020-02-02,70,False
2020-02-09,61,False
2020-02-16,78,False
2020-02-23,69,False
2020-03-01,58,False
2020-03-08,74,False
2020-03-15,21,False
2020-03-22,24,False
2020-03-29,32,False
2020-04-05,21,False
2020-04-12,45,False
2020-04-19,37,False
2020-04-26,55,True
