ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Aria condizionata,Abruzzo,2019,0,0.03110419906687402,0
Aria condizionata,Abruzzo,2019,1,0.03732503888024882,0
Aria condizionata,Abruzzo,2019,2,0.04510108864696733,0
Aria condizionata,Abruzzo,2019,3,0.07465007776049766,0
Aria condizionata,Abruzzo,2019,4,0.07620528771384137,0
Aria condizionata,Abruzzo,2019,5,0.2519440124416797,0
Aria condizionata,Abruzzo,2019,6,0.2566096423017107,0
Aria condizionata,Abruzzo,2019,7,0.07309486780715396,0
Aria condizionata,Abruzzo,2019,8,0.040435458786936225,0
Aria condizionata,Abruzzo,2019,9,0.02643856920684292,0
Aria condizionata,Abruzzo,2019,10,0.051321928460342135,0
Aria condizionata,Abruzzo,2019,11,0.035769828926905126,0
Aria condizionata,Abruzzo,2020,0,0.12550607287449392,0
Aria condizionata,Abruzzo,2020,1,0.17004048582995945,0
Aria condizionata,Abruzzo,2020,2,0.145748987854251,0
Aria condizionata,Abruzzo,2020,3,0.14170040485829963,0
Aria condizionata,Abruzzo,2020,4,0.3684210526315789,0
Aria condizionata,Abruzzo,2020,5,0.048582995951417,0
Aria condizionata,Valle d'Aosta,2019,0,0.018867924528301883,0
Aria condizionata,Valle d'Aosta,2019,1,0.037735849056603765,0
Aria condizionata,Valle d'Aosta,2019,2,0.037735849056603765,0
Aria condizionata,Valle d'Aosta,2019,3,0.07547169811320753,0
Aria condizionata,Valle d'Aosta,2019,4,0.07547169811320753,0
Aria condizionata,Valle d'Aosta,2019,5,0.18867924528301885,0
Aria condizionata,Valle d'Aosta,2019,6,0.2452830188679245,0
Aria condizionata,Valle d'Aosta,2019,7,0.13207547169811323,0
Aria condizionata,Valle d'Aosta,2019,8,0.018867924528301883,0
Aria condizionata,Valle d'Aosta,2019,9,0.09433962264150943,0
Aria condizionata,Valle d'Aosta,2019,10,0.07547169811320753,0
Aria condizionata,Valle d'Aosta,2019,11,0.0,0
Aria condizionata,Valle d'Aosta,2020,0,0.1153846153846154,0
Aria condizionata,Valle d'Aosta,2020,1,0.30769230769230765,0
Aria condizionata,Valle d'Aosta,2020,2,0.19230769230769232,0
Aria condizionata,Valle d'Aosta,2020,3,0.2307692307692307,0
Aria condizionata,Valle d'Aosta,2020,4,0.1153846153846154,0
Aria condizionata,Valle d'Aosta,2020,5,0.03846153846153846,0
Aria condizionata,Puglia,2019,0,0.03751065643648764,0
Aria condizionata,Puglia,2019,1,0.027280477408354636,0
Aria condizionata,Puglia,2019,2,0.06052855924978689,0
Aria condizionata,Puglia,2019,3,0.06223358908780904,0
Aria condizionata,Puglia,2019,4,0.07672634271099744,0
Aria condizionata,Puglia,2019,5,0.24296675191815856,0
Aria condizionata,Puglia,2019,6,0.23444160272804773,0
Aria condizionata,Puglia,2019,7,0.103154305200341,0
Aria condizionata,Puglia,2019,8,0.041773231031543054,0
Aria condizionata,Puglia,2019,9,0.0349531116794544,0
Aria condizionata,Puglia,2019,10,0.03836317135549872,0
Aria condizionata,Puglia,2019,11,0.04006820119352089,0
Aria condizionata,Puglia,2020,0,0.1366223908918406,0
Aria condizionata,Puglia,2020,1,0.14421252371916513,0
Aria condizionata,Puglia,2020,2,0.1404174573055028,0
Aria condizionata,Puglia,2020,3,0.14421252371916513,0
Aria condizionata,Puglia,2020,4,0.37571157495256174,0
Aria condizionata,Puglia,2020,5,0.058823529411764705,0
Aria condizionata,Basilicata,2019,0,0.062499999999999986,0
Aria condizionata,Basilicata,2019,1,0.031249999999999993,0
Aria condizionata,Basilicata,2019,2,0.04687499999999999,0
Aria condizionata,Basilicata,2019,3,0.062499999999999986,0
Aria condizionata,Basilicata,2019,4,0.04687499999999999,0
Aria condizionata,Basilicata,2019,5,0.29687499999999994,0
Aria condizionata,Basilicata,2019,6,0.17187499999999997,0
Aria condizionata,Basilicata,2019,7,0.09374999999999999,0
Aria condizionata,Basilicata,2019,8,0.078125,0
Aria condizionata,Basilicata,2019,9,0.031249999999999993,0
Aria condizionata,Basilicata,2019,10,0.04687499999999999,0
Aria condizionata,Basilicata,2019,11,0.031249999999999993,0
Aria condizionata,Basilicata,2020,0,0.09677419354838711,0
Aria condizionata,Basilicata,2020,1,0.19354838709677422,0
Aria condizionata,Basilicata,2020,2,0.32258064516129037,0
Aria condizionata,Basilicata,2020,3,0.032258064516129024,0
Aria condizionata,Basilicata,2020,4,0.3548387096774194,0
Aria condizionata,Basilicata,2020,5,0.0,0
Aria condizionata,Calabria,2019,0,0.044289044289044295,0
Aria condizionata,Calabria,2019,1,0.03263403263403264,0
Aria condizionata,Calabria,2019,2,0.04895104895104896,0
Aria condizionata,Calabria,2019,3,0.037296037296037296,0
Aria condizionata,Calabria,2019,4,0.07459207459207458,0
Aria condizionata,Calabria,2019,5,0.27039627039627046,0
Aria condizionata,Calabria,2019,6,0.2261072261072261,0
Aria condizionata,Calabria,2019,7,0.1258741258741259,0
Aria condizionata,Calabria,2019,8,0.05128205128205128,0
Aria condizionata,Calabria,2019,9,0.023310023310023312,0
Aria condizionata,Calabria,2019,10,0.037296037296037296,0
Aria condizionata,Calabria,2019,11,0.027972027972027975,0
Aria condizionata,Calabria,2020,0,0.17045454545454541,0
Aria condizionata,Calabria,2020,1,0.1420454545454545,0
Aria condizionata,Calabria,2020,2,0.18749999999999997,0
Aria condizionata,Calabria,2020,3,0.14772727272727276,0
Aria condizionata,Calabria,2020,4,0.3238636363636363,0
Aria condizionata,Calabria,2020,5,0.0284090909090909,0
Aria condizionata,Campania,2019,0,0.038181818181818185,0
Aria condizionata,Campania,2019,1,0.024999999999999998,0
Aria condizionata,Campania,2019,2,0.0509090909090909,0
Aria condizionata,Campania,2019,3,0.049545454545454545,0
Aria condizionata,Campania,2019,4,0.06636363636363637,0
Aria condizionata,Campania,2019,5,0.2668181818181818,0
Aria condizionata,Campania,2019,6,0.22181818181818183,0
Aria condizionata,Campania,2019,7,0.11136363636363636,0
Aria condizionata,Campania,2019,8,0.04863636363636362,0
Aria condizionata,Campania,2019,9,0.03545454545454546,0
Aria condizionata,Campania,2019,10,0.0531818181818182,0
Aria condizionata,Campania,2019,11,0.03272727272727272,0
Aria condizionata,Campania,2020,0,0.11811023622047245,0
Aria condizionata,Campania,2020,1,0.09744094488188981,0
Aria condizionata,Campania,2020,2,0.11023622047244094,0
Aria condizionata,Campania,2020,3,0.17125984251968504,0
Aria condizionata,Campania,2020,4,0.45472440944881876,0
Aria condizionata,Campania,2020,5,0.04822834645669292,0
Aria condizionata,Emilia-Romagna,2019,0,0.037521440823327624,0
Aria condizionata,Emilia-Romagna,2019,1,0.03559176672384219,0
Aria condizionata,Emilia-Romagna,2019,2,0.07547169811320753,0
Aria condizionata,Emilia-Romagna,2019,3,0.058319039451114905,0
Aria condizionata,Emilia-Romagna,2019,4,0.08554888507718697,0
Aria condizionata,Emilia-Romagna,2019,5,0.30295883361921094,0
Aria condizionata,Emilia-Romagna,2019,6,0.19897084048027439,0
Aria condizionata,Emilia-Romagna,2019,7,0.054459691252144074,0
Aria condizionata,Emilia-Romagna,2019,8,0.0456689536878216,0
Aria condizionata,Emilia-Romagna,2019,9,0.03837907375643224,0
Aria condizionata,Emilia-Romagna,2019,10,0.04138078902229844,0
Aria condizionata,Emilia-Romagna,2019,11,0.025728987993138927,0
Aria condizionata,Emilia-Romagna,2020,0,0.1263157894736842,0
Aria condizionata,Emilia-Romagna,2020,1,0.13846153846153847,0
Aria condizionata,Emilia-Romagna,2020,2,0.09190283400809716,0
Aria condizionata,Emilia-Romagna,2020,3,0.17935222672064777,0
Aria condizionata,Emilia-Romagna,2020,4,0.4259109311740891,0
Aria condizionata,Emilia-Romagna,2020,5,0.038056680161943315,0
Aria condizionata,Friuli Venezia Giulia,2019,0,0.04815573770491803,0
Aria condizionata,Friuli Venezia Giulia,2019,1,0.030737704918032793,0
Aria condizionata,Friuli Venezia Giulia,2019,2,0.07377049180327869,0
Aria condizionata,Friuli Venezia Giulia,2019,3,0.0788934426229508,0
Aria condizionata,Friuli Venezia Giulia,2019,4,0.09733606557377045,0
Aria condizionata,Friuli Venezia Giulia,2019,5,0.2899590163934426,0
