geoName,geoCode,conversation anglais
Brittany,FR-E,66.3265306122449
Centre-Val de Loire,FR-F,0.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,29.591836734693878
Provence-Alpes-Côte d'Azur,FR-U,88.77551020408163
Île-de-France,FR-J,100.0
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,32.6530612244898
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,13.60544217687075
Occitanie,FR-OC,0.0
Auvergne-Rhône-Alpes,FR-AR,51.02040816326531
