,geoName,piscine autoportée
3,Brittany,65.08875739644971
5,Centre-Val de Loire,85.20710059171599
7,Corsica,0.0
15,Pays de la Loire,79.28994082840237
18,Provence-Alpes-Côte d'Azur,33.13609467455622
21,Île-de-France,41.42011834319527
22,Grand-est,80.07889546351086
23,Hauts-de-france,100.0
24,Normandie,82.24852071005917
25,Bourgogne-Franche-Comté,76.33136094674556
26,Nouvelle-Aquitaine,72.58382642998028
27,Occitanie,54.437869822485204
28,Auvergne-Rhône-Alpes,56.80473372781065
