,geoName,Tentes
3,Brittany,41.11111111111111
5,Centre-Val de Loire,46.666666666666664
7,Corsica,100.0
15,Pays de la Loire,34.44444444444444
18,Provence-Alpes-Côte d'Azur,43.333333333333336
21,Île-de-France,44.44444444444444
22,Grand-est,42.22222222222222
23,Hauts-de-france,78.33333333333333
24,Normandie,35.0
25,Bourgogne-Franche-Comté,38.88888888888889
26,Nouvelle-Aquitaine,57.03703703703704
27,Occitanie,53.888888888888886
28,Auvergne-Rhône-Alpes,51.11111111111111
