,geoName,déménageur
3,Brittany,59.23566878980891
5,Centre-Val de Loire,63.05732484076433
7,Corsica,0.0
15,Pays de la Loire,53.503184713375795
18,Provence-Alpes-Côte d'Azur,49.681528662420384
21,Île-de-France,49.681528662420384
22,Grand-est,52.86624203821656
23,Hauts-de-france,49.681528662420384
24,Normandie,55.4140127388535
25,Bourgogne-Franche-Comté,66.87898089171973
26,Nouvelle-Aquitaine,100.0
27,Occitanie,42.038216560509554
28,Auvergne-Rhône-Alpes,41.0828025477707
